Team,Games,Win-Loss,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed
UC Davis (Big Sky),11,3-8,52,46,4,0,14,0,408,37.1
SFA (Southland),11,5-6,56,52,2,0,10,0,422,38.4
Alabama A&M (SWAC),11,4-7,57,54,0,0,10,0,426,38.7
Portland St. (Big Sky),11,3-8,60,50,2,0,5,0,429,39.0
Delaware St. (MEAC),11,0-11,56,49,2,0,16,0,437,39.7
Sacramento St. (Big Sky),11,2-9,60,56,0,0,8,0,440,40.0
Idaho St. (Big Sky),11,2-9,60,57,1,0,10,1,451,41.0
Ark.-Pine Bluff (SWAC),11,1-10,63,55,1,0,9,1,464,42.2
Mississippi Val. (SWAC),11,1-10,69,62,0,0,8,2,504,45.8
Austin Peay (OVC),11,0-11,70,65,1,0,10,0,517,47.0
UIW (Southland),11,3-8,56,53,0,0,8,1,415,37.7
Abilene Christian (Southland),11,2-9,57,49,0,0,8,1,417,37.9
