Team,Games,Win-Loss,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed
Samford (SoCon),12,7-5,959,5048,5.26,39,41,420.7
Marist (Pioneer),11,5-6,869,4630,5.33,39,40,420.9
Elon (CAA),11,2-9,774,4637,5.99,36,41,421.5
Rhode Island (CAA),11,2-9,808,4671,5.78,47,55,424.6
Lafayette (Patriot),11,2-9,746,4696,6.29,48,51,426.9
VMI (SoCon),11,3-8,800,4725,5.91,37,40,429.5
Valparaiso (Pioneer),11,4-7,783,4726,6.04,44,47,429.6
Davidson (Pioneer),11,2-9,813,4728,5.82,42,43,429.8
Presbyterian (Big South),11,2-9,678,4747,7.00,43,46,431.5
Southern Ill. (MVFC),11,4-7,816,4764,5.84,42,44,433.1
Yale (Ivy League),10,3-7,754,4354,5.77,43,44,435.4
UC Davis (Big Sky),11,3-8,773,4811,6.22,50,52,437.4
Sam Houston (Southland),13,12-1,1051,5749,5.47,47,51,442.2
Mississippi Val. (SWAC),11,1-10,721,4871,6.76,61,69,442.8
Missouri St. (MVFC),11,4-7,780,4877,6.25,47,51,443.4
Western Ill. (MVFC),11,6-5,769,4918,6.40,44,47,447.1
Houston Christian (Southland),11,4-7,798,4950,6.20,46,51,450.0
Southern Utah (Big Sky),11,6-5,846,5005,5.92,41,41,455.0
Alabama A&M (SWAC),11,4-7,746,5068,6.79,56,57,460.7
Cornell (Ivy League),10,4-6,783,4659,5.95,40,41,465.9
Northwestern St. (Southland),11,1-10,853,5147,6.03,45,46,467.9
Delaware St. (MEAC),11,0-11,782,5190,6.64,52,56,471.8
SFA (Southland),11,5-6,893,5203,5.83,53,56,473.0
Portland St. (Big Sky),11,3-8,772,5263,6.82,59,60,478.5
Northern Colo. (Big Sky),11,6-5,882,5284,5.99,49,50,480.4
South Dakota (MVFC),11,4-7,826,5325,6.45,44,49,484.1
Murray St. (OVC),11,4-7,880,5381,6.11,46,49,489.2
Ark.-Pine Bluff (SWAC),11,1-10,783,5393,6.89,60,63,490.3
Idaho St. (Big Sky),11,2-9,854,5515,6.46,57,60,501.4
Austin Peay (OVC),11,0-11,772,5573,7.22,67,70,506.6
Western Caro. (SoCon),11,2-9,856,5745,6.71,49,50,522.3
Sacramento St. (Big Sky),11,2-9,798,5815,7.29,57,60,528.6
UIW (Southland),11,3-8,811,4921,6.07,51,56,447.4
Abilene Christian (Southland),11,2-9,834,5343,6.41,54,57,485.7
