Team,Games,Win-Loss,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed
Saint Francis (PA) (NEC),12,7-5,194,362,2395,17,6.62,12.35,199.6
Morgan St. (MEAC),11,3-8,175,316,2197,26,6.95,12.55,199.7
Montana (Big Sky),11,6-5,147,318,2198,23,6.91,14.95,199.8
South Carolina St. (MEAC),11,5-6,189,335,2221,20,6.63,11.75,201.9
Columbia (Ivy League),10,3-7,167,313,2038,20,6.51,12.20,203.8
Bryant (NEC),11,5-6,196,369,2248,19,6.09,11.47,204.4
Dartmouth (Ivy League),10,4-6,212,338,2051,12,6.07,9.67,205.1
Eastern Ky. (OVC),11,3-8,186,332,2262,12,6.81,12.16,205.6
Delaware St. (MEAC),11,0-11,172,292,2293,21,7.85,13.33,208.5
Savannah St. (MEAC),10,3-7,188,306,2088,17,6.82,11.11,208.8
Samford (SoCon),12,7-5,195,350,2511,14,7.17,12.88,209.3
Grambling (SWAC),12,11-1,228,452,2534,12,5.61,11.11,211.2
Lehigh (Patriot),12,9-3,208,358,2546,13,7.11,12.24,212.2
Rhode Island (CAA),11,2-9,192,335,2337,24,6.98,12.17,212.5
Western Caro. (SoCon),11,2-9,181,280,2345,19,8.38,12.96,213.2
North Dakota St. (MVFC),14,12-2,250,428,2985,18,6.97,11.94,213.2
Stetson (Pioneer),11,4-7,195,362,2352,26,6.50,12.06,213.8
Marist (Pioneer),11,5-6,189,370,2353,15,6.36,12.45,213.9
James Madison (CAA),15,14-1,276,524,3214,17,6.13,11.64,214.3
Southern U. (SWAC),11,8-3,210,353,2362,13,6.69,11.25,214.7
Eastern Ill. (OVC),11,6-5,177,309,2364,16,7.65,13.36,214.9
Illinois St. (MVFC),12,6-6,223,430,2586,19,6.01,11.60,215.5
Wagner (NEC),11,6-5,175,361,2398,15,6.64,13.70,218.0
Indiana St. (MVFC),11,4-7,215,348,2405,15,6.91,11.19,218.6
Southeastern La. (Southland),11,7-4,212,380,2407,18,6.33,11.35,218.8
Robert Morris (NEC),11,2-9,189,332,2426,19,7.31,12.84,220.5
Tennessee St. (OVC),11,7-4,210,353,2431,21,6.89,11.58,221.0
Alabama A&M (SWAC),11,4-7,194,326,2434,28,7.47,12.55,221.3
Maine (CAA),11,6-5,179,345,2453,16,7.11,13.70,223.0
Eastern Wash. (Big Sky),14,12-2,289,470,3124,22,6.65,10.81,223.1
Jacksonville (Pioneer),10,5-5,171,310,2240,24,7.23,13.10,224.0
Harvard (Ivy League),10,7-3,219,392,2242,16,5.72,10.24,224.2
Drake (Pioneer),11,7-4,204,350,2467,21,7.05,12.09,224.3
Prairie View (SWAC),11,7-4,195,374,2485,17,6.64,12.74,225.9
Dayton (Pioneer),11,9-2,202,385,2486,13,6.46,12.31,226.0
Valparaiso (Pioneer),11,4-7,186,331,2493,21,7.53,13.40,226.6
Sacred Heart (NEC),11,6-5,197,391,2506,16,6.41,12.72,227.8
South Dakota St. (MVFC),13,9-4,257,417,2974,19,7.13,11.57,228.8
Portland St. (Big Sky),11,3-8,180,321,2523,28,7.86,14.02,229.4
Alcorn (SWAC),11,5-6,177,340,2550,26,7.50,14.41,231.8
Bucknell (Patriot),11,4-7,215,380,2558,13,6.73,11.90,232.5
South Dakota (MVFC),11,4-7,186,313,2567,19,8.20,13.80,233.4
Brown (Ivy League),10,4-6,196,348,2336,14,6.71,11.92,233.6
Georgetown (Patriot),11,3-8,216,367,2587,17,7.05,11.98,235.2
Texas Southern (SWAC),11,4-7,217,365,2588,14,7.09,11.93,235.3
Sacramento St. (Big Sky),11,2-9,199,325,2612,25,8.04,13.13,237.5
Princeton (Ivy League),10,8-2,220,360,2375,13,6.60,10.80,237.5
UC Davis (Big Sky),11,3-8,189,307,2617,20,8.52,13.85,237.9
New Hampshire (CAA),13,8-5,264,466,3117,26,6.69,11.81,239.8
N.C. A&T (MEAC),12,9-3,233,409,2900,17,7.09,12.45,241.7
Northern Colo. (Big Sky),11,6-5,231,352,2665,19,7.57,11.54,242.3
Montana St. (Big Sky),11,4-7,248,414,2670,18,6.45,10.77,242.7
VMI (SoCon),11,3-8,217,355,2670,24,7.52,12.30,242.7
Nicholls (Southland),11,5-6,204,381,2685,16,7.05,13.16,244.1
Mississippi Val. (SWAC),11,1-10,179,296,2702,32,9.13,15.09,245.6
Holy Cross (Patriot),11,4-7,219,331,2707,18,8.18,12.36,246.1
Austin Peay (OVC),11,0-11,231,330,2737,29,8.29,11.85,248.8
Central Conn. St. (NEC),11,2-9,215,334,2762,25,8.27,12.85,251.1
Southeast Mo. St. (OVC),11,3-8,212,358,2769,22,7.73,13.06,251.7
Mercer (SoCon),11,6-5,232,332,2775,16,8.36,11.96,252.3
Tennessee Tech (OVC),11,5-6,207,341,2782,17,8.16,13.44,252.9
Penn (Ivy League),10,7-3,223,374,2543,13,6.80,11.40,254.3
Davidson (Pioneer),11,2-9,212,355,2799,19,7.88,13.20,254.5
Houston Christian (Southland),11,4-7,211,356,2833,23,7.96,13.43,257.5
Northern Ariz. (Big Sky),11,5-6,238,415,2857,19,6.88,12.00,259.7
Missouri St. (MVFC),11,4-7,238,367,2861,16,7.80,12.02,260.1
McNeese (Southland),11,6-5,210,405,2863,20,7.07,13.63,260.3
Central Ark. (Southland),13,10-3,280,518,3425,22,6.61,12.23,263.5
North Dakota (Big Sky),12,9-3,253,452,3167,25,7.01,12.52,263.9
Southern Ill. (MVFC),11,4-7,220,381,2939,30,7.71,13.36,267.2
Sam Houston (Southland),13,12-1,294,518,3519,27,6.79,11.97,270.7
Alabama St. (SWAC),11,4-7,212,385,2981,20,7.74,14.06,271.0
Cal Poly (Big Sky),12,7-5,273,414,3256,35,7.86,11.93,271.3
Cornell (Ivy League),10,4-6,214,351,2717,18,7.74,12.70,271.7
Idaho St. (Big Sky),11,2-9,219,365,2999,26,8.22,13.69,272.6
Northwestern St. (Southland),11,1-10,237,403,3017,30,7.49,12.73,274.3
Colgate (Patriot),10,5-5,250,397,2747,22,6.92,10.99,274.7
Ark.-Pine Bluff (SWAC),11,1-10,223,325,3129,34,9.63,14.03,284.5
Yale (Ivy League),10,3-7,223,360,2848,28,7.91,12.77,284.8
Murray St. (OVC),11,4-7,244,412,3139,25,7.62,12.86,285.4
Butler (Pioneer),11,4-7,247,392,3179,23,8.11,12.87,289.0
Western Ill. (MVFC),11,6-5,241,380,3271,31,8.61,13.57,297.4
Southern Utah (Big Sky),11,6-5,253,438,3311,27,7.56,13.09,301.0
SFA (Southland),11,5-6,255,453,3659,34,8.08,14.35,332.6
UIW (Southland),11,3-8,230,355,2950,29,8.31,12.83,268.2
Abilene Christian (Southland),11,2-9,225,362,3064,28,8.46,13.62,278.5
