Team,Games,Win-Loss,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed
Norfolk St. (MEAC),11,4-7,190,300,2101,15,7.0,11.06,191.0
Eastern Ky. (OVC),11,4-7,163,293,2150,13,7.34,13.19,195.5
Abilene Christian (Southland),11,2-9,176,329,2164,17,6.58,12.3,196.7
Richmond (CAA),11,6-5,158,303,2175,18,7.18,13.77,197.7
Eastern Ill. (OVC),11,6-5,186,328,2179,11,6.64,11.72,198.1
Kennesaw St. (Big South),14,12-2,251,422,2791,17,6.61,11.12,199.4
Drake (Pioneer),11,7-4,178,334,2197,17,6.58,12.34,199.7
Illinois St. (MVFC),11,6-5,178,342,2204,15,6.44,12.38,200.4
Stetson (Pioneer),11,2-9,195,312,2205,15,7.07,11.31,200.5
Tennessee Tech (OVC),11,1-10,166,279,2209,22,7.92,13.31,200.8
Colgate (Patriot),11,7-4,184,337,2217,9,6.58,12.05,201.5
Columbia (Ivy League),10,8-2,164,320,2020,13,6.31,12.32,202.0
Maine (CAA),10,4-6,136,288,2023,19,7.02,14.88,202.3
Lafayette (Patriot),11,3-8,208,328,2226,11,6.79,10.7,202.4
William & Mary (CAA),11,2-9,174,279,2244,13,8.04,12.9,204.0
Wagner (NEC),11,4-7,157,289,2244,20,7.76,14.29,204.0
Lamar University (Southland),11,2-9,150,296,2252,19,7.61,15.01,204.7
Wofford (SoCon),13,10-3,250,397,2665,20,6.71,10.66,205.0
Morehead St. (Pioneer),11,4-7,161,308,2257,18,7.33,14.02,205.2
Nicholls (Southland),12,8-4,227,421,2476,21,5.88,10.91,206.3
VMI (SoCon),11,0-11,153,257,2270,17,8.83,14.84,206.4
Southeast Mo. St. (OVC),11,3-8,150,309,2274,20,7.36,15.16,206.7
Campbell (Pioneer),11,6-5,195,352,2276,10,6.47,11.67,206.9
N.C. Central (MEAC),11,7-4,186,336,2277,15,6.78,12.24,207.0
Morgan St. (MEAC),11,1-10,158,283,2282,26,8.06,14.44,207.5
McNeese (Southland),11,9-2,184,362,2289,16,6.32,12.44,208.1
South Dakota St. (MVFC),14,11-3,257,421,2931,20,6.96,11.4,209.4
Central Ark. (Southland),12,10-2,203,383,2521,15,6.58,12.42,210.1
The Citadel (SoCon),11,5-6,187,296,2327,17,7.86,12.44,211.5
Duquesne (NEC),11,7-4,185,353,2338,18,6.62,12.64,212.5
Harvard (Ivy League),10,5-5,205,328,2132,13,6.5,10.4,213.2
Southern Ill. (MVFC),11,4-7,198,368,2399,20,6.52,12.12,218.1
Western Ill. (MVFC),12,8-4,196,347,2642,24,7.61,13.48,220.2
Howard (MEAC),11,7-4,186,322,2439,17,7.57,13.11,221.7
Fordham (Patriot),11,4-7,206,363,2442,18,6.73,11.85,222.0
Savannah St. (MEAC),11,3-8,177,298,2444,25,8.2,13.81,222.2
Weber St. (Big Sky),14,11-3,247,484,3120,14,6.45,12.63,222.9
Prairie View (SWAC),11,6-5,187,335,2474,19,7.39,13.23,224.9
Alcorn (SWAC),12,7-5,208,405,2708,15,6.69,13.02,225.7
Gardner-Webb (Big South),11,1-10,158,260,2488,19,9.57,15.75,226.2
Northern Colo. (Big Sky),10,3-7,185,300,2267,20,7.56,12.25,226.7
Elon (CAA),12,8-4,212,376,2729,15,7.26,12.87,227.4
Furman (SoCon),13,8-5,258,403,2960,19,7.34,11.47,227.7
Rhode Island (CAA),11,3-8,202,363,2520,23,6.94,12.48,229.1
Southeastern La. (Southland),11,6-5,198,366,2521,12,6.89,12.73,229.2
Stony Brook (CAA),13,10-3,290,483,2981,18,6.17,10.28,229.3
Yale (Ivy League),10,9-1,178,356,2297,14,6.45,12.9,229.7
SFA (Southland),11,4-7,214,353,2531,25,7.17,11.83,230.1
Georgetown (Patriot),11,1-10,257,402,2534,21,6.3,9.86,230.4
Grambling (SWAC),13,11-2,253,454,2996,19,6.6,11.84,230.5
New Hampshire (CAA),14,9-5,279,495,3247,21,6.56,11.64,231.9
Central Conn. St. (NEC),12,8-4,229,383,2790,20,7.28,12.18,232.5
Mercer (SoCon),11,5-6,225,329,2563,15,7.79,11.39,233.0
Portland St. (Big Sky),11,0-11,169,279,2580,18,9.25,15.27,234.5
UNI (MVFC),13,8-5,227,413,3057,23,7.4,13.47,235.2
Lehigh (Patriot),12,5-7,204,337,2824,23,8.38,13.84,235.3
Texas Southern (SWAC),11,2-9,200,333,2593,17,7.79,12.97,235.7
Houston Christian (Southland),11,1-10,212,349,2596,15,7.44,12.25,236.0
Montana St. (Big Sky),11,5-6,241,388,2634,11,6.79,10.93,239.5
Dartmouth (Ivy League),10,8-2,247,395,2395,19,6.06,9.7,239.5
Jacksonville (Pioneer),11,7-4,215,358,2680,25,7.49,12.47,243.6
Butler (Pioneer),11,6-5,227,366,2684,21,7.33,11.82,244.0
Marist (Pioneer),11,4-7,213,366,2695,16,7.36,12.65,245.0
Davidson (Pioneer),11,2-9,179,327,2719,20,8.31,15.19,247.2
Holy Cross (Patriot),11,4-7,251,401,2722,16,6.79,10.84,247.5
Dayton (Pioneer),11,5-6,212,400,2730,15,6.83,12.88,248.2
UC Davis (Big Sky),11,5-6,193,341,2745,24,8.05,14.22,249.5
Penn (Ivy League),10,6-4,216,326,2504,18,7.68,11.59,250.4
Monmouth (Big South),12,9-3,227,396,3014,30,7.61,13.28,251.2
Sam Houston (Southland),14,12-2,264,504,3532,34,7.01,13.38,252.3
Montana (Big Sky),11,7-4,216,391,2778,18,7.1,12.86,252.5
Sacramento St. (Big Sky),11,7-4,247,407,2787,20,6.85,11.28,253.4
Missouri St. (MVFC),11,3-8,220,338,2815,24,8.33,12.8,255.9
Villanova (CAA),11,5-6,256,402,2841,10,7.07,11.1,258.3
Brown (Ivy League),10,2-8,226,333,2595,15,7.79,11.48,259.5
Valparaiso (Pioneer),11,6-5,213,358,2865,22,8.0,13.45,260.5
Princeton (Ivy League),10,5-5,236,347,2611,12,7.52,11.06,261.1
San Diego (Pioneer),13,10-3,274,458,3398,24,7.42,12.4,261.4
South Dakota (MVFC),13,8-5,233,418,3436,19,8.22,14.75,264.3
North Dakota (Big Sky),11,3-8,228,343,2920,21,8.51,12.81,265.5
Northwestern St. (Southland),11,4-7,207,353,2923,21,8.28,14.12,265.7
Ark.-Pine Bluff (SWAC),11,2-9,238,383,2923,28,7.63,12.28,265.7
Southern Utah (Big Sky),12,9-3,269,458,3225,16,7.04,11.99,268.8
Delaware St. (MEAC),11,2-9,217,333,2992,28,8.98,13.79,272.0
Eastern Wash. (Big Sky),11,7-4,242,400,2995,21,7.49,12.38,272.3
Idaho St. (Big Sky),11,4-7,221,346,3075,27,8.89,13.91,279.5
Bryant (NEC),11,6-5,264,447,3224,28,7.21,12.21,293.1
Cal Poly (Big Sky),11,1-10,226,348,3228,30,9.28,14.28,293.5
Indiana St. (MVFC),11,0-11,239,345,3248,36,9.41,13.59,295.3
UIW (Southland),11,1-10,236,382,3615,34,9.46,15.32,328.6
