Team,Games,Win-Loss,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game
Southern Ill. (MVFC),11,4-7,380,203,17,2596,6.83,12.79,26,236.0
UNI (MVFC),13,8-5,408,255,12,3063,7.51,12.01,28,235.6
McNeese (Southland),11,9-2,367,207,8,2585,7.04,12.49,21,235.0
Rhode Island (CAA),11,3-8,380,212,17,2573,6.77,12.14,16,233.9
Yale (Ivy League),10,9-1,289,192,7,2339,8.09,12.18,20,233.9
Stetson (Pioneer),11,2-9,433,272,15,2560,5.91,9.41,9,232.7
Grambling (SWAC),13,11-2,399,230,4,3009,7.54,13.08,25,231.5
Howard (MEAC),11,7-4,275,138,12,2535,9.22,18.37,14,230.5
James Madison (CAA),15,14-1,441,286,15,3371,7.64,11.79,27,224.7
Alcorn (SWAC),12,7-5,342,200,8,2687,7.86,13.44,15,223.9
Duquesne (NEC),11,7-4,302,201,8,2449,8.11,12.18,27,222.6
Northwestern St. (Southland),11,4-7,357,194,11,2412,6.76,12.43,17,219.3
Weber St. (Big Sky),14,11-3,380,229,9,3055,8.04,13.34,27,218.2
Butler (Pioneer),11,6-5,373,217,7,2399,6.43,11.06,10,218.1
Dartmouth (Ivy League),10,8-2,306,190,6,2176,7.11,11.45,17,217.6
Eastern Ky. (OVC),11,4-7,376,224,16,2377,6.32,10.61,12,216.1
Sacramento St. (Big Sky),11,7-4,249,131,5,2376,9.54,18.14,22,216.0
Bethune-Cookman (MEAC),11,7-4,359,215,6,2368,6.6,11.01,14,215.3
SFA (Southland),11,4-7,430,250,9,2367,5.5,9.47,12,215.2
Lamar University (Southland),11,2-9,392,209,14,2363,6.03,11.31,13,214.8
Penn (Ivy League),10,6-4,269,170,13,2144,7.97,12.61,20,214.4
Maine (CAA),10,4-6,334,181,13,2142,6.41,11.83,16,214.2
North Dakota (Big Sky),11,3-8,327,184,13,2352,7.19,12.78,12,213.8
Delaware St. (MEAC),11,2-9,351,178,18,2343,6.68,13.16,16,213.0
Cornell (Ivy League),10,3-7,333,203,15,2122,6.37,10.45,7,212.2
Western Caro. (SoCon),12,7-5,344,209,9,2515,7.31,12.03,23,209.6
Florida A&M (MEAC),11,3-8,324,199,8,2293,7.08,11.52,18,208.5
Campbell (Pioneer),11,6-5,314,173,9,2286,7.28,13.21,21,207.8
Elon (CAA),12,8-4,331,192,9,2466,7.45,12.84,15,205.5
Morgan St. (MEAC),11,1-10,372,187,19,2244,6.03,12.0,14,204.0
Illinois St. (MVFC),11,6-5,319,176,11,2243,7.03,12.74,12,203.9
UIW (Southland),11,1-10,380,194,19,2239,5.89,11.54,17,203.5
Nicholls (Southland),12,8-4,323,170,14,2427,7.51,14.28,14,202.3
ETSU (SoCon),11,4-7,323,183,6,2216,6.86,12.11,14,201.5
Southern U. (SWAC),11,7-4,366,208,12,2215,6.05,10.65,19,201.4
Towson (CAA),11,5-6,394,213,17,2201,5.59,10.33,12,200.1
Murray St. (OVC),11,3-8,422,239,7,2185,5.18,9.14,18,198.6
Tennessee Tech (OVC),11,1-10,352,189,15,2183,6.2,11.55,14,198.5
Furman (SoCon),13,8-5,249,151,5,2571,10.33,17.03,19,197.8
Monmouth (Big South),12,9-3,332,205,13,2368,7.13,11.55,16,197.3
Davidson (Pioneer),11,2-9,409,206,11,2162,5.29,10.5,8,196.5
Brown (Ivy League),10,2-8,397,192,9,1940,4.89,10.1,10,194.0
Missouri St. (MVFC),11,3-8,304,172,11,2108,6.93,12.26,10,191.6
Stony Brook (CAA),13,10-3,365,204,8,2470,6.77,12.11,23,190.0
Chattanooga (SoCon),11,3-8,372,221,17,2085,5.6,9.43,14,189.5
Mercer (SoCon),11,5-6,295,176,10,2079,7.05,11.81,14,189.0
Youngstown St. (MVFC),11,6-5,236,146,4,2075,8.79,14.21,13,188.6
UAlbany (CAA),11,4-7,320,178,11,2052,6.41,11.53,9,186.5
Tennessee St. (OVC),11,6-5,272,146,8,2047,7.53,14.02,18,186.1
Harvard (Ivy League),10,5-5,264,147,12,1857,7.03,12.63,9,185.7
Saint Francis (PA) (NEC),11,5-6,305,173,10,2042,6.7,11.8,16,185.6
N.C. Central (MEAC),11,7-4,306,168,6,2019,6.6,12.02,14,183.5
Georgetown (Patriot),11,1-10,372,184,11,2009,5.4,10.92,8,182.6
Alabama A&M (SWAC),11,4-7,360,173,17,1999,5.55,11.55,11,181.7
Indiana St. (MVFC),11,0-11,292,148,16,1984,6.79,13.41,10,180.4
Lafayette (Patriot),11,3-8,406,243,15,1976,4.87,8.13,12,179.6
South Carolina St. (MEAC),10,3-7,306,151,10,1792,5.86,11.87,8,179.2
Norfolk St. (MEAC),11,4-7,343,182,8,1954,5.7,10.74,13,177.6
Central Conn. St. (NEC),12,8-4,306,163,10,2126,6.95,13.04,13,177.2
North Dakota St. (MVFC),15,14-1,295,179,8,2650,8.98,14.8,29,176.7
Dayton (Pioneer),11,5-6,297,157,4,1937,6.52,12.34,11,176.1
Ark.-Pine Bluff (SWAC),11,2-9,310,169,14,1933,6.24,11.44,12,175.7
Hampton (MEAC),11,6-5,284,149,10,1903,6.7,12.77,16,173.0
Houston Christian (Southland),11,1-10,342,177,14,1869,5.46,10.56,8,169.9
Robert Morris (NEC),11,2-9,341,159,12,1865,5.47,11.73,10,169.5
Bucknell (Patriot),11,5-6,346,196,11,1850,5.35,9.44,8,168.2
Eastern Ill. (OVC),11,6-5,329,169,15,1821,5.53,10.78,10,165.5
Southeast Mo. St. (OVC),11,3-8,338,177,8,1818,5.38,10.27,15,165.3
Wagner (NEC),11,4-7,300,171,10,1795,5.98,10.5,9,163.2
UT Martin (OVC),11,6-5,257,145,7,1771,6.89,12.21,14,161.0
Colgate (Patriot),11,7-4,253,142,7,1716,6.78,12.08,18,156.0
Savannah St. (MEAC),11,3-8,249,120,11,1703,6.84,14.19,12,154.8
Villanova (CAA),11,5-6,247,133,7,1682,6.81,12.65,13,152.9
Jacksonville St. (OVC),12,10-2,262,148,12,1817,6.94,12.28,14,151.4
Montana St. (Big Sky),11,5-6,238,121,9,1622,6.82,13.4,16,147.5
Southeastern La. (Southland),11,6-5,227,107,11,1595,7.03,14.91,18,145.0
Presbyterian (Big South),11,4-7,240,137,7,1580,6.58,11.53,9,143.6
William & Mary (CAA),11,2-9,308,157,14,1567,5.09,9.98,8,142.5
Jacksonville (Pioneer),11,7-4,171,96,6,1545,9.04,16.09,12,140.5
Texas Southern (SWAC),11,2-9,271,124,8,1522,5.62,12.27,7,138.4
VMI (SoCon),11,0-11,329,172,19,1501,4.56,8.73,5,136.5
Austin Peay (OVC),12,8-4,216,119,7,1541,7.13,12.95,11,128.4
Jackson St. (SWAC),11,3-8,286,168,14,1409,4.93,8.39,5,128.1
Charleston So. (Big South),11,6-5,187,91,8,1394,7.45,15.32,10,126.7
Delaware (CAA),11,7-4,238,122,9,1369,5.75,11.22,12,124.5
Gardner-Webb (Big South),11,1-10,257,121,12,1341,5.22,11.08,9,121.9
Cal Poly (Big Sky),11,1-10,175,81,7,1324,7.57,16.35,10,120.4
Kennesaw St. (Big South),14,12-2,176,87,4,1469,8.35,16.89,10,104.9
Wofford (SoCon),13,10-3,156,81,3,1337,8.57,16.51,5,102.8
Alabama St. (SWAC),11,5-6,256,126,8,1063,4.15,8.44,7,96.6
The Citadel (SoCon),11,5-6,139,52,8,1042,7.5,20.04,9,94.7
