Team,Games,Win-Loss,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed
Pittsburgh (ACC),13,8-5,38,36,0,0,25,0,339,26.1
Kent St. (MAC),12,3-9,40,35,1,0,12,0,313,26.1
Virginia Tech (ACC),13,7-6,42,38,2,0,16,0,342,26.3
Middle Tenn. (C-USA),13,7-6,44,42,1,0,12,1,346,26.6
Utah St. (Mountain West),13,6-7,45,39,1,0,12,0,347,26.7
Louisiana Tech (C-USA),13,9-4,42,35,3,0,18,1,349,26.8
Nevada (Mountain West),13,7-6,42,38,1,0,19,0,349,26.8
TCU (Big 12),13,11-2,45,45,0,0,13,0,354,27.2
San Jose St. (Mountain West),13,6-7,46,41,0,0,11,2,354,27.2
Colorado St. (Mountain West),13,7-6,42,39,0,0,21,0,354,27.2
Memphis (AAC),13,9-4,46,43,0,0,12,0,355,27.3
Arkansas (SEC),13,8-5,44,40,2,0,16,0,356,27.4
Kentucky (SEC),12,5-7,41,37,2,0,14,0,329,27.4
Colorado (Pac-12),13,4-9,44,43,1,0,16,0,357,27.5
South Carolina (SEC),12,3-9,42,40,0,1,12,0,330,27.5
Buffalo (MAC),12,5-7,43,42,0,0,9,2,331,27.6
NIU (MAC),14,8-6,45,40,0,0,25,1,387,27.6
Washington St. (Pac-12),13,9-4,45,37,4,0,15,0,360,27.7
Army West Point (FBS Independent),12,2-10,40,34,2,0,18,1,334,27.8
Nebraska (Big Ten),13,6-7,45,40,2,0,16,0,362,27.8
Miami (FL) (ACC),13,8-5,43,36,4,0,20,2,366,28.2
Troy (Sun Belt),12,4-8,43,43,0,0,12,1,339,28.3
Georgia St. (Sun Belt),13,6-7,44,38,0,0,22,0,368,28.3
Baylor (Big 12),13,10-3,49,47,0,0,9,0,368,28.3
Western Mich. (MAC),13,8-5,49,43,0,0,9,2,368,28.3
New Mexico (Mountain West),13,7-6,45,43,1,0,18,0,369,28.4
Fla. Atlantic (C-USA),12,3-9,44,41,0,0,12,2,345,28.8
Bowling Green (MAC),14,10-4,50,49,0,1,18,0,405,28.9
FIU (C-USA),12,5-7,47,44,0,0,10,1,358,29.8
Arkansas St. (Sun Belt),13,9-4,52,48,0,0,11,0,393,30.2
Texas (Big 12),12,5-7,46,44,0,0,14,1,364,30.3
Oklahoma St. (Big 12),13,10-3,51,45,2,0,13,1,396,30.5
California (Pac-12),13,8-5,48,44,2,0,21,0,399,30.7
Syracuse (ACC),12,4-8,46,45,0,0,17,0,372,31.0
Cincinnati (AAC),13,7-6,51,47,1,0,16,1,405,31.2
Massachusetts (MAC),12,3-9,45,43,0,1,20,1,377,31.4
Kansas St. (Big 12),13,6-7,52,47,1,0,16,0,409,31.5
Louisiana (Sun Belt),12,4-8,49,45,1,0,13,1,382,31.8
Miami (OH) (MAC),12,3-9,48,45,0,0,17,0,384,32.0
Virginia (ACC),12,4-8,45,42,1,0,22,3,386,32.2
Iowa St. (Big 12),12,3-9,51,50,0,0,12,0,392,32.7
UTEP (C-USA),12,5-7,51,48,0,0,13,1,395,32.9
Arizona St. (Pac-12),13,6-7,55,49,1,0,18,0,435,33.5
UNLV (Mountain West),12,3-9,53,49,2,0,11,0,404,33.7
UTSA (C-USA),12,3-9,50,47,0,1,18,1,405,33.8
Wyoming (Mountain West),12,2-10,53,51,0,0,13,0,408,34.0
Maryland (Big Ten),12,3-9,53,51,1,0,14,0,413,34.4
Rutgers (Big Ten),12,4-8,55,51,1,0,12,0,419,34.9
Hawaii (Mountain West),13,3-10,59,58,0,0,17,0,463,35.6
Old Dominion (C-USA),12,5-7,54,51,0,0,18,0,429,35.8
Arizona (Pac-12),13,7-6,60,57,0,0,16,0,465,35.8
Rice (C-USA),12,5-7,59,55,0,0,7,0,430,35.8
Ball St. (MAC),12,3-9,56,52,0,0,14,0,430,35.8
Tulane (AAC),12,3-9,57,57,0,0,10,3,435,36.3
Purdue (Big Ten),12,2-10,57,52,1,0,14,0,438,36.5
ULM (Sun Belt),13,2-11,61,57,1,0,16,1,475,36.5
Oregon St. (Pac-12),12,2-10,57,55,1,0,15,0,444,37.0
South Alabama (Sun Belt),12,5-7,58,51,2,0,14,1,447,37.3
Oregon (Pac-12),13,9-4,62,58,2,0,18,0,488,37.5
Indiana (Big Ten),13,6-7,65,54,3,0,13,0,489,37.6
UCF (AAC),12,0-12,57,51,2,0,17,2,452,37.7
Fresno St. (Mountain West),12,3-9,63,57,1,0,6,1,457,38.1
Texas St. (Sun Belt),12,3-9,62,60,1,0,12,0,470,39.2
Tulsa (AAC),13,6-7,66,66,0,0,18,1,518,39.8
North Texas (C-USA),12,1-11,66,63,0,0,12,0,495,41.3
Eastern Mich. (MAC),12,1-11,68,65,3,0,8,1,505,42.1
Idaho (Sun Belt),12,4-8,66,65,0,0,14,1,505,42.1
Texas Tech (Big 12),13,7-6,77,74,1,0,9,1,567,43.6
New Mexico St. (Sun Belt),12,3-9,71,67,2,0,13,2,540,45.0
SMU (AAC),12,2-10,75,72,1,0,8,0,548,45.7
Kansas (Big 12),12,0-12,72,69,1,0,16,1,553,46.1
Charlotte (C-USA),12,2-10,55,49,1,0,18,0,435,36.3
