Team,Games,Win-Loss,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed
Georgia St. (Sun Belt),13,6-7,995,5273,5.30,37,44,405.6
Middle Tenn. (C-USA),13,7-6,966,5273,5.46,41,44,405.6
FIU (C-USA),12,5-7,854,4873,5.71,42,47,406.1
Memphis (AAC),13,9-4,960,5287,5.51,46,46,406.7
Cincinnati (AAC),13,7-6,917,5312,5.79,45,51,408.6
Virginia (ACC),12,4-8,793,4938,6.23,41,45,411.5
Tulane (AAC),12,3-9,851,4947,5.81,49,57,412.3
Buffalo (MAC),12,5-7,876,4961,5.66,41,43,413.4
Western Mich. (MAC),13,8-5,852,5378,6.31,48,49,413.7
South Alabama (Sun Belt),12,5-7,830,4992,6.01,53,58,416.0
Washington St. (Pac-12),13,9-4,938,5411,5.77,37,45,416.2
Colorado (Pac-12),13,4-9,948,5420,5.72,43,44,416.9
Bowling Green (MAC),14,10-4,1084,5849,5.40,47,50,417.8
NIU (MAC),14,8-6,1131,5857,5.18,42,45,418.4
Arkansas St. (Sun Belt),13,9-4,947,5450,5.76,47,52,419.2
Louisiana (Sun Belt),12,4-8,848,5050,5.96,45,49,420.8
Maryland (Big Ten),12,3-9,906,5054,5.58,50,53,421.2
Wyoming (Mountain West),12,2-10,791,5065,6.40,51,53,422.1
ULM (Sun Belt),13,2-11,979,5496,5.61,56,61,422.8
UTEP (C-USA),12,5-7,753,5133,6.82,45,51,427.8
South Carolina (SEC),12,3-9,856,5158,6.03,41,42,429.8
North Carolina (ACC),14,11-3,1110,6103,5.50,44,44,435.9
Old Dominion (C-USA),12,5-7,926,5247,5.67,52,54,437.3
New Mexico (Mountain West),13,7-6,932,5689,6.10,45,45,437.6
Syracuse (ACC),12,4-8,847,5262,6.21,42,46,438.5
Oklahoma St. (Big 12),13,10-3,1004,5708,5.69,47,51,439.1
UTSA (C-USA),12,3-9,893,5329,5.97,43,50,444.1
Fresno St. (Mountain West),12,3-9,894,5354,5.99,52,63,446.2
Rice (C-USA),12,5-7,753,5369,7.13,57,59,447.4
Massachusetts (MAC),12,3-9,947,5374,5.67,44,45,447.8
Hawaii (Mountain West),13,3-10,1050,5834,5.56,56,59,448.8
Kansas St. (Big 12),13,6-7,942,5879,6.24,50,52,452.2
Texas (Big 12),12,5-7,965,5431,5.63,45,46,452.6
Iowa St. (Big 12),12,3-9,883,5441,6.16,49,51,453.4
California (Pac-12),13,8-5,967,5898,6.10,45,48,453.7
UNLV (Mountain West),12,3-9,881,5487,6.23,51,53,457.3
Purdue (Big Ten),12,2-10,897,5500,6.13,52,57,458.3
Rutgers (Big Ten),12,4-8,809,5544,6.85,55,55,462.0
Arizona St. (Pac-12),13,6-7,967,6029,6.23,51,55,463.8
UCF (AAC),12,0-12,851,5569,6.54,55,57,464.1
Arizona (Pac-12),13,7-6,1024,6069,5.93,58,60,466.8
Oregon St. (Pac-12),12,2-10,897,5778,6.44,54,57,481.5
Oregon (Pac-12),13,9-4,1046,6309,6.03,59,62,485.3
Idaho (Sun Belt),12,4-8,839,5852,6.97,61,66,487.7
SMU (AAC),12,2-10,853,6026,7.06,71,75,502.2
North Texas (C-USA),12,1-11,904,6031,6.67,62,66,502.6
Indiana (Big Ten),13,6-7,1038,6623,6.38,62,65,509.5
Ball St. (MAC),12,3-9,920,6216,6.76,55,56,518.0
Eastern Mich. (MAC),12,1-11,888,6231,7.02,66,68,519.3
Texas St. (Sun Belt),12,3-9,893,6262,7.01,59,62,521.8
New Mexico St. (Sun Belt),12,3-9,923,6267,6.79,65,71,522.3
Tulsa (AAC),13,6-7,1059,6976,6.59,64,66,536.6
Texas Tech (Big 12),13,7-6,1031,7120,6.91,74,77,547.7
Kansas (Big 12),12,0-12,967,6730,6.96,66,72,560.8
Charlotte (C-USA),12,2-10,907,5028,5.54,48,55,419.0
