Team,Games,Win-Loss,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game
Auburn (SEC),13,6-7,455,267,4,3120,6.86,11.69,17,240.0
TCU (Big 12),12,5-7,310,200,6,2875,9.27,14.38,19,239.6
Toledo (MAC),13,7-6,390,226,3,3108,7.97,13.75,22,239.1
Troy (Sun Belt),12,5-7,419,265,10,2864,6.84,10.81,15,238.7
Middle Tenn. (C-USA),13,7-6,463,296,13,3100,6.7,10.47,28,238.5
Duke (ACC),12,3-9,410,265,9,2855,6.96,10.77,9,237.9
Louisville (ACC),13,6-7,364,221,6,3073,8.44,13.9,21,236.4
Missouri (SEC),13,6-7,455,301,11,3032,6.66,10.07,19,233.2
Oklahoma St. (Big 12),14,12-2,447,274,13,3246,7.26,11.85,23,231.9
Michigan (Big Ten),14,12-2,395,248,9,3202,8.11,12.91,21,228.7
Arizona (Pac-12),12,1-11,444,268,18,2716,6.12,10.13,12,226.3
UCLA (Pac-12),12,8-4,335,207,8,2714,8.1,13.11,23,226.2
Kentucky (SEC),13,10-3,366,242,13,2934,8.02,12.12,24,225.7
Texas (Big 12),12,5-7,346,217,10,2705,7.82,12.47,29,225.4
Washington (Pac-12),12,4-8,409,243,16,2700,6.6,11.11,15,225.0
California (Pac-12),12,5-7,382,235,8,2661,6.97,11.32,16,221.8
Tulane (AAC),12,2-10,376,213,13,2661,7.08,12.49,23,221.8
Oregon (Pac-12),14,10-4,410,259,8,3098,7.56,11.96,20,221.3
San Jose St. (Mountain West),12,5-7,402,207,10,2636,6.56,12.73,15,219.7
Louisiana (Sun Belt),14,13-1,419,252,4,3048,7.27,12.1,22,217.7
Akron (MAC),12,2-10,352,226,5,2610,7.41,11.55,21,217.5
Oregon St. (Pac-12),13,7-6,347,218,12,2820,8.13,12.94,19,216.9
Stanford (Pac-12),12,3-9,372,239,12,2582,6.94,10.8,16,215.2
Bowling Green (MAC),12,4-8,407,238,9,2578,6.33,10.83,12,214.8
Old Dominion (C-USA),13,6-7,420,245,14,2792,6.65,11.4,15,214.8
Utah (Pac-12),14,10-4,401,254,8,3000,7.48,11.81,24,214.3
Arkansas (SEC),13,9-4,314,205,5,2781,8.86,13.57,22,213.9
Buffalo (MAC),12,4-8,367,218,11,2562,6.98,11.75,12,213.5
Rice (C-USA),12,4-8,344,205,15,2540,7.38,12.39,16,211.7
Texas A&M (SEC),12,8-4,370,208,13,2503,6.76,12.03,19,208.6
Ball St. (MAC),13,6-7,440,267,7,2699,6.13,10.11,18,207.6
UAB (C-USA),13,9-4,286,182,10,2682,9.38,14.74,20,206.3
UCF (AAC),13,9-4,390,252,9,2680,6.87,10.63,29,206.2
Baylor (Big 12),14,12-2,365,237,7,2848,7.8,12.02,24,203.4
UNLV (Mountain West),12,2-10,331,193,14,2430,7.34,12.59,11,202.5
Florida St. (ACC),12,5-7,340,209,12,2419,7.11,11.57,20,201.6
South Carolina (SEC),13,7-6,360,211,11,2615,7.26,12.39,22,201.2
Kansas St. (Big 12),13,8-5,311,204,7,2599,8.36,12.74,14,199.9
Georgia Tech (ACC),12,3-9,342,205,10,2380,6.96,11.61,18,198.3
North Texas (C-USA),13,6-7,394,204,14,2562,6.5,12.56,12,197.1
Arizona St. (Pac-12),13,8-5,313,206,10,2530,8.08,12.28,12,194.6
Texas St. (Sun Belt),12,4-8,386,223,12,2322,6.02,10.41,15,193.5
South Fla. (AAC),12,2-10,354,191,12,2309,6.52,12.09,6,192.4
ULM (Sun Belt),12,4-8,368,208,9,2301,6.25,11.06,15,191.8
Clemson (ACC),13,10-3,414,228,11,2485,6.0,10.9,12,191.2
Vanderbilt (SEC),12,2-10,408,226,14,2272,5.57,10.05,13,189.3
NIU (MAC),14,9-5,355,205,8,2623,7.39,12.8,15,187.4
Boston College (ACC),12,6-6,304,169,11,2218,7.3,13.12,13,184.8
Kansas (Big 12),12,2-10,319,195,10,2218,6.95,11.37,15,184.8
Ohio (MAC),12,3-9,313,200,8,2209,7.06,11.04,11,184.1
Iowa (Big Ten),14,10-4,404,222,11,2521,6.24,11.36,12,180.1
Temple (AAC),12,3-9,364,214,9,2137,5.87,9.99,10,178.1
Northwestern (Big Ten),12,3-9,365,208,14,2128,5.83,10.23,13,177.3
Virginia Tech (ACC),13,6-7,316,173,5,2293,7.26,13.25,17,176.4
Indiana (Big Ten),12,2-10,390,199,15,2106,5.4,10.58,9,175.5
Rutgers (Big Ten),13,5-8,394,231,10,2239,5.68,9.69,9,172.2
San Diego St. (Mountain West),14,12-2,361,209,5,2351,6.51,11.25,16,167.9
UConn (FBS Independent),12,1-11,406,207,17,1970,4.85,9.52,11,164.2
Wyoming (Mountain West),13,7-6,297,162,12,2115,7.12,13.06,15,162.7
Minnesota (Big Ten),13,9-4,257,152,9,2106,8.19,13.86,12,162.0
Georgia St. (Sun Belt),13,8-5,311,180,8,2101,6.76,11.67,19,161.6
Wisconsin (Big Ten),13,9-4,300,177,13,2082,6.94,11.76,11,160.2
Syracuse (ACC),12,5-7,288,157,6,1898,6.59,12.09,11,158.2
Illinois (Big Ten),12,5-7,322,165,6,1874,5.82,11.36,13,156.2
Massachusetts (FBS Independent),12,1-11,332,163,11,1832,5.52,11.24,11,152.7
Ga. Southern (Sun Belt),12,3-9,275,141,12,1765,6.42,12.52,5,147.1
Southern Miss. (C-USA),12,3-9,287,160,17,1746,6.08,10.91,14,145.5
Colorado (Pac-12),12,4-8,269,154,3,1575,5.86,10.23,10,131.2
New Mexico (Mountain West),12,3-9,260,143,8,1369,5.27,9.57,10,114.1
Air Force (Mountain West),13,10-3,113,55,4,1242,10.99,22.58,8,95.5
Army West Point (FBS Independent),13,9-4,110,60,3,1233,11.21,20.55,11,94.8
Navy (AAC),12,4-8,97,48,3,681,7.02,14.19,6,56.8
