Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game
Missouri (SEC),13,6-7,918,5369,5.85,41,413.0
Buffalo (MAC),12,4-8,905,4905,5.42,42,408.8
Hawaii (Mountain West),13,6-7,893,5265,5.9,41,405.0
Louisiana (Sun Belt),14,13-1,984,5667,5.76,56,404.8
Charlotte (C-USA),12,5-7,824,4839,5.87,40,403.2
UCF (AAC),13,9-4,866,5232,6.04,56,402.5
Auburn (SEC),13,6-7,899,5219,5.81,39,401.5
Fla. Atlantic (C-USA),12,5-7,835,4800,5.75,38,400.0
Arkansas St. (Sun Belt),12,2-10,874,4756,5.44,31,396.3
UTEP (C-USA),13,7-6,847,5096,6.02,37,392.0
Texas A&M (SEC),12,8-4,788,4699,5.96,36,391.6
Georgia St. (Sun Belt),13,8-5,896,5044,5.63,44,388.0
Tulane (AAC),12,2-10,823,4638,5.64,42,386.5
UAB (C-USA),13,9-4,799,5024,6.29,47,386.5
Arizona St. (Pac-12),13,8-5,807,5018,6.22,46,386.0
California (Pac-12),12,5-7,784,4632,5.91,33,386.0
Louisiana Tech (C-USA),12,3-9,828,4612,5.57,38,384.3
Boise St. (Mountain West),12,7-5,870,4572,5.26,35,381.0
Eastern Mich. (MAC),13,7-6,910,4950,5.44,45,380.8
Florida St. (ACC),12,5-7,786,4553,5.79,41,379.4
Washington St. (Pac-12),13,7-6,856,4922,5.75,45,378.6
Penn St. (Big Ten),13,7-6,923,4893,5.3,36,376.4
Army West Point (FBS Independent),13,9-4,868,4881,5.62,57,375.5
Wyoming (Mountain West),13,7-6,840,4867,5.79,39,374.4
Old Dominion (C-USA),13,6-7,914,4850,5.31,37,373.1
Syracuse (ACC),12,5-7,779,4460,5.73,39,371.7
Ohio (MAC),12,3-9,747,4457,5.97,31,371.4
West Virginia (Big 12),13,6-7,899,4827,5.37,38,371.3
Wisconsin (Big Ten),13,9-4,867,4824,5.56,37,371.1
New Mexico St. (FBS Independent),12,2-10,890,4437,4.99,30,369.8
LSU (SEC),13,6-7,888,4790,5.39,41,368.5
South Alabama (Sun Belt),12,5-7,846,4409,5.21,37,367.4
Georgia Tech (ACC),12,3-9,786,4408,5.61,33,367.3
FIU (C-USA),12,1-11,750,4400,5.87,31,366.7
Kansas St. (Big 12),13,8-5,748,4710,6.3,43,362.3
Middle Tenn. (C-USA),13,7-6,919,4709,5.12,43,362.2
Rice (C-USA),12,4-8,818,4344,5.31,35,362.0
Virginia Tech (ACC),13,6-7,846,4693,5.55,33,361.0
Minnesota (Big Ten),13,9-4,858,4681,5.46,39,360.1
Clemson (ACC),13,10-3,903,4668,5.17,38,359.1
Arizona (Pac-12),12,1-11,870,4271,4.91,18,355.9
South Fla. (AAC),12,2-10,841,4211,5.01,31,350.9
Boston College (ACC),12,6-6,783,4201,5.37,34,350.1
Texas St. (Sun Belt),12,4-8,829,4112,4.96,32,342.7
San Diego St. (Mountain West),14,12-2,933,4791,5.14,42,342.2
Akron (MAC),12,2-10,783,4089,5.22,29,340.8
Ga. Southern (Sun Belt),12,3-9,811,4087,5.04,27,340.6
San Jose St. (Mountain West),12,5-7,754,4081,5.41,27,340.1
Troy (Sun Belt),12,5-7,785,4061,5.17,33,338.4
Ball St. (MAC),13,6-7,884,4398,4.98,35,338.3
South Carolina (SEC),13,7-6,828,4378,5.29,31,336.8
Illinois (Big Ten),12,5-7,790,3957,5.01,25,329.8
Kansas (Big 12),12,2-10,754,3890,5.16,30,324.2
Washington (Pac-12),12,4-8,779,3881,4.98,31,323.4
ULM (Sun Belt),12,4-8,868,3860,4.45,28,321.7
Northwestern (Big Ten),12,3-9,817,3859,4.72,25,321.6
Bowling Green (MAC),12,4-8,777,3802,4.89,27,316.8
Vanderbilt (SEC),12,2-10,831,3751,4.51,21,312.6
UNLV (Mountain West),12,2-10,726,3747,5.16,29,312.2
Rutgers (Big Ten),13,5-8,894,4042,4.52,29,310.9
Iowa (Big Ten),14,10-4,911,4252,4.67,30,303.7
Stanford (Pac-12),12,3-9,697,3625,5.2,29,302.1
Massachusetts (FBS Independent),12,1-11,747,3604,4.82,25,300.3
Indiana (Big Ten),12,2-10,818,3480,4.25,22,290.0
Temple (AAC),12,3-9,723,3449,4.77,22,287.4
Navy (AAC),12,4-8,791,3387,4.28,25,282.2
Southern Miss. (C-USA),12,3-9,752,3195,4.25,22,266.2
UConn (FBS Independent),12,1-11,784,3180,4.06,19,265.0
Colorado (Pac-12),12,4-8,707,3089,4.37,22,257.4
New Mexico (Mountain West),12,3-9,724,2819,3.89,15,234.9
