Team,Games,Win-Loss,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed
Oklahoma St. (Big 12),14,12-2,262,455,2943,17,6.47,11.23,210.2
UTEP (C-USA),13,7-6,223,406,2740,16,6.75,12.29,210.8
Colorado St. (Mountain West),12,3-9,194,335,2533,23,7.56,13.06,211.1
Army West Point (FBS Independent),13,9-4,202,340,2745,15,8.07,13.59,211.2
West Virginia (Big 12),13,6-7,236,368,2750,17,7.47,11.65,211.5
Clemson (ACC),13,10-3,260,455,2781,12,6.11,10.7,213.9
Arkansas (SEC),13,9-4,227,388,2784,16,7.18,12.26,214.2
Iowa (Big Ten),14,10-4,262,468,3003,16,6.42,11.46,214.5
Illinois (Big Ten),12,5-7,213,363,2582,12,7.11,12.12,215.2
Kansas St. (Big 12),13,8-5,258,377,2798,15,7.42,10.84,215.2
Stanford (Pac-12),12,3-9,212,341,2587,15,7.59,12.2,215.6
Northwestern (Big Ten),12,3-9,241,359,2598,11,7.24,10.78,216.5
Washington St. (Pac-12),13,7-6,260,434,2818,16,6.49,10.84,216.8
UAB (C-USA),13,9-4,236,403,2825,24,7.01,11.97,217.3
Wake Forest (ACC),14,11-3,249,425,3049,24,7.17,12.24,217.8
Alabama (SEC),15,13-2,297,471,3271,25,6.94,11.01,218.1
Navy (AAC),12,4-8,204,306,2618,15,8.56,12.83,218.2
Kentucky (SEC),13,10-3,268,403,2842,20,7.05,10.6,218.6
Nebraska (Big Ten),12,3-9,261,404,2629,14,6.51,10.07,219.1
New Mexico (Mountain West),12,3-9,197,351,2638,19,7.52,13.39,219.8
Akron (MAC),12,2-10,201,301,2641,26,8.77,13.14,220.1
Nevada (Mountain West),13,8-5,270,436,2867,19,6.58,10.62,220.5
Buffalo (MAC),12,4-8,184,299,2654,20,8.88,14.42,221.2
App State (Sun Belt),14,10-4,251,442,3108,18,7.03,12.38,222.0
Fresno St. (Mountain West),13,10-3,212,405,2886,17,7.13,13.61,222.0
Utah (Pac-12),14,10-4,279,454,3112,22,6.85,11.15,222.3
Miami (OH) (MAC),13,7-6,236,384,2901,21,7.55,12.29,223.2
Texas (Big 12),12,5-7,255,377,2688,16,7.13,10.54,224.0
Virginia Tech (ACC),13,6-7,232,392,2914,20,7.43,12.56,224.2
Notre Dame (FBS Independent),13,11-2,262,431,2915,13,6.76,11.13,224.2
Baylor (Big 12),14,12-2,266,443,3185,13,7.19,11.97,227.5
Tulsa (AAC),13,7-6,241,407,2966,15,7.29,12.31,228.2
California (Pac-12),12,5-7,242,411,2754,20,6.7,11.38,229.5
Ole Miss (SEC),13,10-3,269,442,2990,14,6.76,11.12,230.0
North Texas (C-USA),13,6-7,228,382,2996,25,7.84,13.14,230.5
Utah St. (Mountain West),14,11-3,268,430,3232,16,7.52,12.06,230.9
Mississippi St. (SEC),13,7-6,256,401,3013,20,7.51,11.77,231.8
BYU (FBS Independent),13,10-3,269,411,3015,14,7.34,11.21,231.9
East Carolina (AAC),12,7-5,225,378,2797,17,7.4,12.43,233.1
Florida St. (ACC),12,5-7,231,397,2798,25,7.05,12.11,233.2
Rutgers (Big Ten),13,5-8,206,368,3054,25,8.3,14.83,234.9
Indiana (Big Ten),12,2-10,240,385,2828,24,7.35,11.78,235.7
San Jose St. (Mountain West),12,5-7,256,408,2833,23,6.94,11.07,236.1
UNLV (Mountain West),12,2-10,238,342,2838,26,8.3,11.92,236.5
Middle Tenn. (C-USA),13,7-6,287,491,3075,23,6.26,10.71,236.5
LSU (SEC),13,6-7,271,422,3078,29,7.29,11.36,236.8
Kansas (Big 12),12,2-10,221,314,2842,27,9.05,12.86,236.8
Eastern Mich. (MAC),13,7-6,230,393,3091,19,7.87,13.44,237.8
Ohio (MAC),12,3-9,261,387,2854,17,7.37,10.93,237.8
NIU (MAC),14,9-5,246,408,3332,27,8.17,13.54,238.0
North Carolina (ACC),13,6-7,234,385,3094,27,8.04,13.22,238.0
TCU (Big 12),12,5-7,198,308,2877,20,9.34,14.53,239.8
Virginia (ACC),12,6-6,225,376,2882,26,7.66,12.81,240.2
Oregon (Pac-12),14,10-4,296,487,3380,22,6.94,11.42,241.4
Southern California (Pac-12),12,4-8,216,331,2902,20,8.77,13.44,241.8
Colorado (Pac-12),12,4-8,247,403,2908,17,7.22,11.77,242.3
Ball St. (MAC),13,6-7,262,397,3159,17,7.96,12.06,243.0
Oregon St. (Pac-12),13,7-6,267,431,3166,22,7.35,11.86,243.5
San Diego St. (Mountain West),14,12-2,310,547,3417,25,6.25,11.02,244.1
Arkansas St. (Sun Belt),12,2-10,206,352,2938,26,8.35,14.26,244.8
Louisville (ACC),13,6-7,282,432,3193,20,7.39,11.32,245.6
Auburn (SEC),13,6-7,289,450,3195,23,7.1,11.06,245.8
Ohio St. (Big Ten),13,11-2,284,461,3200,21,6.94,11.27,246.2
Texas St. (Sun Belt),12,4-8,255,390,2962,27,7.59,11.62,246.8
Maryland (Big Ten),13,7-6,241,410,3244,22,7.91,13.46,249.5
Massachusetts (FBS Independent),12,1-11,198,307,2995,24,9.76,15.13,249.6
Old Dominion (C-USA),13,6-7,280,449,3250,28,7.24,11.61,250.0
Miami (FL) (ACC),12,7-5,270,436,3007,21,6.9,11.14,250.6
Memphis (AAC),12,6-6,277,437,3009,22,6.89,10.86,250.8
Fla. Atlantic (C-USA),12,5-7,247,420,3026,19,7.2,12.25,252.2
UConn (FBS Independent),12,1-11,245,403,3096,30,7.68,12.64,258.0
UTSA (C-USA),14,12-2,257,435,3612,27,8.3,14.05,258.0
UCLA (Pac-12),12,8-4,278,445,3122,15,7.02,11.23,260.2
Charlotte (C-USA),12,5-7,209,324,3130,27,9.66,14.98,260.8
Georgia St. (Sun Belt),13,8-5,260,438,3403,20,7.77,13.09,261.8
Oklahoma (Big 12),13,11-2,293,445,3403,26,7.65,11.61,261.8
FIU (C-USA),12,1-11,258,376,3154,28,8.39,12.22,262.8
Central Mich. (MAC),13,9-4,261,426,3423,22,8.04,13.11,263.3
South Fla. (AAC),12,2-10,250,380,3160,26,8.32,12.64,263.3
Vanderbilt (SEC),12,2-10,257,392,3171,29,8.09,12.34,264.2
Pittsburgh (ACC),14,11-3,302,506,3700,26,7.31,12.25,264.3
Kent St. (MAC),14,7-7,307,486,3719,23,7.65,12.11,265.6
Louisiana Tech (C-USA),12,3-9,271,412,3214,25,7.8,11.86,267.8
Western Ky. (C-USA),14,9-5,316,519,3753,23,7.23,11.88,268.1
Texas Tech (Big 12),13,7-6,300,453,3487,29,7.7,11.62,268.2
Tulane (AAC),12,2-10,268,404,3255,28,8.06,12.15,271.2
Georgia Tech (ACC),12,3-9,219,335,3276,28,9.78,14.96,273.0
Tennessee (SEC),13,7-6,300,489,3551,23,7.26,11.84,273.2
Rice (C-USA),12,4-8,239,378,3285,23,8.69,13.74,273.8
SMU (AAC),12,8-4,239,404,3337,27,8.26,13.96,278.1
ULM (Sun Belt),12,4-8,287,430,3472,30,8.07,12.1,289.3
Ga. Southern (Sun Belt),12,3-9,250,403,3474,28,8.62,13.9,289.5
Hawaii (Mountain West),13,6-7,289,506,3770,24,7.45,13.04,290.0
New Mexico St. (FBS Independent),12,2-10,252,369,3492,32,9.46,13.86,291.0
Duke (ACC),12,3-9,241,405,3741,32,9.24,15.52,311.8
Michigan St. (Big Ten),13,11-2,380,579,4222,27,7.29,11.11,324.8
