Team,Games,Win-Loss,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed
New Mexico (Mountain West),12,2-10,195,320,2433,15,7.60,12.48,202.8
Wisconsin (Big Ten),13,7-6,222,376,2656,18,7.06,11.96,204.3
Virginia (ACC),10,3-7,191,312,2044,10,6.55,10.70,204.4
Utah St. (Mountain West),13,6-7,204,372,2665,27,7.16,13.06,205.0
LSU (SEC),14,10-4,236,423,2887,17,6.83,12.23,206.2
Tulsa (AAC),12,5-7,195,338,2476,21,7.33,12.70,206.3
South Carolina (SEC),13,8-5,217,404,2687,24,6.65,12.38,206.7
Rutgers (Big Ten),12,4-8,224,381,2482,15,6.51,11.08,206.8
Troy (Sun Belt),14,12-2,289,483,2905,14,6.01,10.05,207.5
Tulane (AAC),14,12-2,277,463,2913,23,6.29,10.52,208.1
Rice (CUSA),13,5-8,210,345,2712,29,7.86,12.91,208.6
San Diego St. (Mountain West),13,7-6,255,416,2715,21,6.53,10.65,208.8
Stanford (Pac-12),12,3-9,203,351,2516,22,7.17,12.39,209.7
Mississippi St. (SEC),13,9-4,253,423,2734,15,6.46,10.81,210.3
UConn (FBS Independent),13,6-7,248,396,2740,15,6.92,11.05,210.8
Boston College (ACC),12,3-9,205,348,2534,19,7.28,12.36,211.2
Western Mich. (MAC),12,5-7,203,351,2545,15,7.25,12.54,212.1
Penn St. (Big Ten),13,11-2,248,476,2760,12,5.80,11.13,212.3
Georgia Tech (ACC),12,5-7,213,366,2549,17,6.96,11.97,212.4
Missouri (SEC),13,6-7,235,393,2787,18,7.09,11.86,214.4
Ball St. (MAC),12,5-7,241,416,2593,17,6.23,10.76,216.1
UTEP (CUSA),12,5-7,180,318,2598,23,8.17,14.43,216.5
Wyoming (Mountain West),13,7-6,261,433,2821,19,6.52,10.81,217.0
San Jose St. (Mountain West),12,7-5,213,351,2612,15,7.44,12.26,217.7
App State (Sun Belt),12,6-6,218,364,2636,18,7.24,12.09,219.7
Georgia (SEC),15,15-0,294,511,3296,15,6.45,11.21,219.7
Ole Miss (SEC),13,8-5,274,431,2858,22,6.63,10.43,219.8
Louisiana (Sun Belt),13,6-7,244,424,2861,18,6.75,11.73,220.1
Eastern Mich. (MAC),13,9-4,226,400,2872,23,7.18,12.71,220.9
Central Mich. (MAC),12,4-8,229,385,2663,21,6.92,11.63,221.9
UCF (AAC),14,9-5,268,454,3112,15,6.85,11.61,222.3
Utah (Pac-12),14,10-4,253,413,3117,20,7.55,12.32,222.6
Auburn (SEC),12,5-7,238,412,2672,15,6.49,11.23,222.7
Baylor (Big 12),13,6-7,245,402,2896,17,7.20,11.82,222.8
Maryland (Big Ten),13,8-5,267,467,2903,17,6.22,10.87,223.3
Kansas St. (Big 12),14,10-4,270,463,3141,21,6.78,11.63,224.4
Oregon St. (Pac-12),13,10-3,266,459,2919,11,6.36,10.97,224.5
Hawaii (Mountain West),13,3-10,235,368,2923,21,7.94,12.44,224.8
Purdue (Big Ten),14,8-6,238,415,3149,28,7.59,13.23,224.9
Nebraska (Big Ten),12,4-8,243,408,2704,18,6.63,11.13,225.3
Louisiana Tech (CUSA),12,3-9,219,386,2707,20,7.01,12.36,225.6
UNLV (Mountain West),12,5-7,223,358,2709,21,7.57,12.15,225.8
NC State (ACC),13,8-5,264,461,2941,15,6.38,11.14,226.2
Buffalo (MAC),13,7-6,235,411,2958,19,7.20,12.59,227.5
SMU (AAC),13,7-6,227,399,2958,25,7.41,13.03,227.5
Georgia St. (Sun Belt),12,4-8,217,360,2746,22,7.63,12.65,228.8
Nevada (Mountain West),12,2-10,214,356,2779,17,7.81,12.99,231.6
Clemson (ACC),14,11-3,299,488,3244,21,6.65,10.85,231.7
Pittsburgh (ACC),13,9-4,251,449,3015,23,6.71,12.01,231.9
ULM (Sun Belt),12,4-8,230,346,2792,17,8.07,12.14,232.7
Arizona St. (Pac-12),12,3-9,246,406,2801,14,6.90,11.39,233.4
Miami (FL) (ACC),12,5-7,204,335,2804,20,8.37,13.75,233.7
Southern Miss. (Sun Belt),13,7-6,244,410,3042,21,7.42,12.47,234.0
BYU (FBS Independent),13,8-5,273,408,3046,25,7.47,11.16,234.3
Virginia Tech (ACC),11,3-8,222,374,2587,13,6.92,11.65,235.2
Florida (SEC),13,6-7,240,396,3065,17,7.74,12.77,235.8
Western Ky. (CUSA),14,9-5,310,498,3305,21,6.64,10.66,236.1
Miami (OH) (MAC),13,6-7,273,445,3084,17,6.93,11.30,237.2
Michigan St. (Big Ten),12,5-7,239,360,2855,26,7.93,11.95,237.9
South Alabama (Sun Belt),13,10-3,281,470,3112,22,6.62,11.07,239.4
Memphis (AAC),13,7-6,282,449,3137,24,6.99,11.12,241.3
Arkansas St. (Sun Belt),12,3-9,212,351,2912,25,8.30,13.74,242.7
Texas (Big 12),13,8-5,315,501,3155,18,6.30,10.02,242.7
UTSA (CUSA),14,11-3,273,472,3408,21,7.22,12.48,243.4
Akron (MAC),12,2-10,213,355,2925,22,8.24,13.73,243.8
Old Dominion (Sun Belt),12,3-9,232,358,2931,17,8.19,12.63,244.2
Texas St. (Sun Belt),12,4-8,272,419,2939,18,7.01,10.81,244.9
Fla. Atlantic (CUSA),12,5-7,245,405,2949,25,7.28,12.04,245.8
TCU (Big 12),15,13-2,284,514,3740,25,7.28,13.17,249.3
Navy (AAC),12,4-8,220,348,3001,25,8.62,13.64,250.1
Bowling Green (MAC),13,6-7,281,434,3259,29,7.51,11.60,250.7
Washington (Pac-12),13,11-2,263,418,3269,26,7.82,12.43,251.5
NIU (MAC),12,3-9,224,361,3034,32,8.40,13.54,252.8
Oregon (Pac-12),13,10-3,297,467,3333,24,7.14,11.22,256.4
Texas Tech (Big 12),13,8-5,251,425,3338,23,7.85,13.30,256.8
Ga. Southern (Sun Belt),13,6-7,254,433,3339,19,7.71,13.15,256.8
Duke (ACC),13,9-4,283,465,3345,25,7.19,11.82,257.3
Oklahoma St. (Big 12),13,7-6,286,498,3350,24,6.73,11.71,257.7
Arizona (Pac-12),12,5-7,280,402,3103,25,7.72,11.08,258.6
Kansas (Big 12),13,6-7,277,428,3382,21,7.90,12.21,260.2
FIU (CUSA),12,4-8,266,404,3124,24,7.73,11.74,260.3
North Texas (CUSA),14,7-7,309,487,3669,24,7.53,11.87,262.1
West Virginia (Big 12),12,5-7,229,386,3152,22,8.17,13.76,262.7
Southern California (Pac-12),14,11-3,293,460,3698,25,8.04,12.62,264.1
Colorado (Pac-12),12,1-11,245,365,3176,31,8.70,12.96,264.7
Washington St. (Pac-12),13,7-6,286,460,3480,19,7.57,12.17,267.7
Wake Forest (ACC),13,8-5,281,467,3506,29,7.51,12.48,269.7
North Carolina (ACC),14,9-5,317,482,3798,27,7.88,11.98,271.3
Kent St. (MAC),12,5-7,281,402,3278,23,8.15,11.67,273.2
Oklahoma (Big 12),13,6-7,309,499,3556,20,7.13,11.51,273.5
Indiana (Big Ten),12,4-8,262,409,3290,30,8.04,12.56,274.2
UCLA (Pac-12),13,9-4,318,486,3573,25,7.35,11.24,274.8
Charlotte (CUSA),12,3-9,240,343,3342,28,9.74,13.92,278.5
Houston (AAC),13,8-5,304,479,3622,32,7.56,11.91,278.6
California (Pac-12),12,4-8,300,457,3354,23,7.34,11.18,279.5
South Fla. (AAC),12,1-11,275,375,3384,25,9.02,12.31,282.0
Coastal Carolina (Sun Belt),13,9-4,256,403,3698,28,9.18,14.45,284.5
Ohio (MAC),14,10-4,333,511,4004,29,7.84,12.02,286.0
Tennessee (SEC),13,11-2,333,532,3764,21,7.08,11.30,289.5
Vanderbilt (SEC),12,5-7,257,399,3486,29,8.74,13.56,290.5
East Carolina (AAC),13,8-5,288,436,3794,27,8.70,13.17,291.8
Middle Tenn. (CUSA),13,8-5,294,510,3805,29,7.46,12.94,292.7
Arkansas (SEC),13,7-6,275,449,3831,24,8.53,13.93,294.7
James Madison (Sun Belt),11,8-3,174,318,2310,17,7.26,13.28,210.0
