Team,Games,Win-Loss,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game
Coastal Carolina (Sun Belt),13,9-4,51,46,1,0,8,0,378,29.1
Louisiana Tech (CUSA),12,3-9,42,38,2,0,18,0,348,29.0
Middle Tenn. (CUSA),13,8-5,47,45,0,0,16,0,375,28.8
Army West Point (FBS Independent),12,6-6,46,43,0,0,8,0,343,28.6
Buffalo (MAC),13,7-6,43,41,0,0,24,0,371,28.5
Kent St. (MAC),12,5-7,42,36,1,0,17,0,341,28.4
Minnesota (Big Ten),13,9-4,46,46,0,0,15,0,367,28.2
Maryland (Big Ten),13,8-5,44,39,2,1,19,0,366,28.2
South Fla. (AAC),12,1-11,44,37,4,0,9,0,336,28.0
Air Force (Mountain West),13,10-3,45,44,0,0,16,0,362,27.8
Syracuse (ACC),13,7-6,43,40,1,0,20,0,360,27.7
Liberty (FBS Independent),13,8-5,46,41,2,0,11,2,358,27.5
San Jose St. (Mountain West),12,7-5,42,37,1,0,12,1,329,27.4
NIU (MAC),12,3-9,39,31,4,0,18,0,327,27.2
Louisville (ACC),13,8-5,42,38,0,0,20,0,350,26.9
Purdue (Big Ten),14,8-6,46,42,0,0,18,0,372,26.6
UNLV (Mountain West),12,5-7,37,34,2,0,18,1,316,26.3
Wisconsin (Big Ten),13,7-6,44,42,0,0,12,0,342,26.3
Louisiana (Sun Belt),13,6-7,40,38,0,1,20,0,340,26.2
Arizona St. (Pac-12),12,3-9,40,34,3,0,11,0,313,26.1
Washington St. (Pac-12),13,7-6,44,40,1,0,11,0,339,26.1
Troy (Sun Belt),14,12-2,44,41,1,0,17,0,358,25.6
New Mexico St. (FBS Independent),13,7-6,44,41,0,0,8,1,331,25.5
Southern Miss. (Sun Belt),13,7-6,39,37,0,0,18,2,329,25.3
Rice (CUSA),13,5-8,42,38,1,0,12,0,328,25.2
Arkansas St. (Sun Belt),12,3-9,35,31,1,0,17,3,300,25.0
Missouri (SEC),13,6-7,37,33,1,0,22,0,323,24.8
Auburn (SEC),12,5-7,35,31,1,0,18,0,297,24.8
Central Mich. (MAC),12,4-8,40,27,6,0,6,0,297,24.8
Vanderbilt (SEC),12,5-7,39,36,2,0,7,0,295,24.6
Marshall (Sun Belt),13,9-4,40,37,0,1,13,0,318,24.5
Charlotte (CUSA),12,3-9,41,36,1,0,3,0,293,24.4
UTEP (CUSA),12,5-7,32,31,1,0,22,1,293,24.4
Michigan St. (Big Ten),12,5-7,40,31,2,0,6,0,293,24.4
NC State (ACC),13,8-5,33,31,0,0,29,0,316,24.3
Illinois (Big Ten),13,8-5,36,34,1,0,21,0,315,24.2
California (Pac-12),12,4-8,36,31,2,0,12,0,287,23.9
Miami (FL) (ACC),12,5-7,33,32,1,0,17,0,283,23.6
Bowling Green (MAC),13,6-7,38,34,4,0,11,1,305,23.5
Ball St. (MAC),12,5-7,33,28,1,0,17,0,279,23.2
Indiana (Big Ten),12,4-8,34,27,2,0,14,1,279,23.2
Texas A&M (SEC),12,5-7,33,31,1,0,14,0,273,22.8
Nebraska (Big Ten),12,4-8,35,34,0,0,9,0,271,22.6
ULM (Sun Belt),12,4-8,34,32,1,0,10,0,268,22.3
Utah St. (Mountain West),13,6-7,36,33,1,0,12,1,289,22.2
Navy (AAC),12,4-8,32,26,2,0,13,1,263,21.9
Temple (AAC),12,3-9,32,28,1,0,13,1,263,21.9
Akron (MAC),12,2-10,32,28,0,0,13,1,261,21.8
San Diego St. (Mountain West),13,7-6,31,31,0,0,20,1,279,21.5
Stanford (Pac-12),12,3-9,29,24,2,0,18,0,256,21.3
Wyoming (Mountain West),13,7-6,30,28,1,0,22,0,276,21.2
Texas St. (Sun Belt),12,4-8,30,28,0,0,15,0,253,21.1
Kentucky (SEC),13,7-6,32,25,0,0,16,0,265,20.4
Miami (OH) (MAC),13,6-7,30,27,0,0,18,1,263,20.2
Iowa St. (Big 12),12,4-8,29,27,1,0,13,0,242,20.2
Hawaii (Mountain West),13,3-10,30,27,1,0,16,0,257,19.8
Old Dominion (Sun Belt),12,3-9,29,28,1,0,10,0,234,19.5
UConn (FBS Independent),13,6-7,31,28,1,0,12,0,252,19.4
Virginia Tech (ACC),11,3-8,27,23,0,0,9,0,212,19.3
Western Mich. (MAC),12,5-7,27,21,2,0,13,1,228,19.0
Nevada (Mountain West),12,2-10,27,25,0,0,13,0,226,18.8
FIU (CUSA),12,4-8,29,23,2,0,7,1,224,18.7
Boston College (ACC),12,3-9,27,24,0,0,9,0,213,17.8
Iowa (Big Ten),13,8-5,25,25,0,0,17,2,230,17.7
Rutgers (Big Ten),12,4-8,25,23,0,0,12,0,209,17.4
Georgia Tech (ACC),12,5-7,24,20,0,0,14,0,206,17.2
Virginia (ACC),10,3-7,20,17,0,0,11,0,170,17.0
Colorado (Pac-12),12,1-11,22,20,0,0,11,0,185,15.4
Northwestern (Big Ten),12,1-11,21,18,0,0,7,0,165,13.8
Colorado St. (Mountain West),12,3-9,19,14,0,0,10,0,158,13.2
New Mexico (Mountain West),12,2-10,17,16,0,0,13,0,157,13.1
Massachusetts (FBS Independent),12,1-11,16,13,1,0,13,0,150,12.5
