Team,Games,Win-Loss,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game
Arkansas (SEC),13,7-6,357,231,7,3039,8.51,13.16,26,233.8
Rice (CUSA),13,5-8,403,233,20,3028,7.51,13.00,23,232.9
Clemson (ACC),14,11-3,480,298,10,3253,6.78,10.92,24,232.4
Syracuse (ACC),13,7-6,370,228,9,3015,8.15,13.22,19,231.9
Duke (ACC),13,9-4,400,255,6,3010,7.52,11.80,20,231.5
Baylor (Big 12),13,6-7,392,247,11,3009,7.68,12.18,19,231.5
Ball St. (MAC),12,5-7,481,287,14,2742,5.70,9.55,18,228.5
West Virginia (Big 12),12,5-7,425,254,12,2730,6.42,10.75,20,227.5
Fla. Atlantic (CUSA),12,5-7,379,217,5,2726,7.19,12.56,25,227.2
Arkansas St. (Sun Belt),12,3-9,396,247,5,2719,6.87,11.01,16,226.6
NC State (ACC),13,8-5,471,269,8,2939,6.24,10.93,23,226.1
Toledo (MAC),14,9-5,439,247,15,3153,7.18,12.77,31,225.2
Eastern Mich. (MAC),13,9-4,392,244,12,2911,7.43,11.93,23,223.9
Florida (SEC),13,6-7,366,199,9,2910,7.95,14.62,18,223.8
Pittsburgh (ACC),13,9-4,391,223,11,2896,7.41,12.99,13,222.8
Louisiana (Sun Belt),13,6-7,442,253,10,2893,6.55,11.43,27,222.5
Texas St. (Sun Belt),12,4-8,444,275,10,2653,5.98,9.65,19,221.1
Virginia (ACC),10,3-7,341,185,12,2210,6.48,11.95,7,221.0
Nebraska (Big Ten),12,4-8,340,205,13,2650,7.79,12.93,17,220.8
Michigan (Big Ten),14,13-1,370,238,6,3078,8.32,12.93,24,219.9
Texas A&M (SEC),12,5-7,391,220,6,2633,6.73,11.97,18,219.4
FIU (CUSA),12,4-8,468,271,16,2625,5.61,9.69,16,218.8
UTEP (CUSA),12,5-7,380,202,12,2612,6.87,12.93,15,217.7
Indiana (Big Ten),12,4-8,483,261,13,2609,5.40,10.00,16,217.4
Liberty (FBS Independent),13,8-5,396,230,15,2817,7.11,12.25,21,216.7
Kent St. (MAC),12,5-7,349,194,8,2582,7.40,13.31,17,215.2
UNLV (Mountain West),12,5-7,361,227,7,2580,7.15,11.37,15,215.0
Missouri (SEC),13,6-7,396,251,9,2783,7.03,11.09,14,214.1
Illinois (Big Ten),13,8-5,395,275,5,2753,6.97,10.01,15,211.8
Kansas St. (Big 12),14,10-4,389,242,6,2947,7.58,12.18,21,210.5
Northwestern (Big Ten),12,1-11,417,245,17,2524,6.05,10.30,10,210.3
Kentucky (SEC),13,7-6,349,224,13,2710,7.77,12.10,21,208.5
Central Mich. (MAC),12,4-8,387,219,10,2497,6.45,11.40,16,208.1
Southern Miss. (Sun Belt),13,7-6,347,191,14,2698,7.78,14.13,20,207.5
Notre Dame (FBS Independent),13,9-4,338,211,11,2692,7.96,12.76,25,207.1
Hawaii (Mountain West),13,3-10,490,261,12,2672,5.45,10.24,13,205.5
Louisville (ACC),13,8-5,368,218,12,2672,7.26,12.26,13,205.5
ULM (Sun Belt),12,4-8,332,221,7,2464,7.42,11.15,16,205.3
Georgia St. (Sun Belt),12,4-8,298,174,7,2443,8.20,14.04,18,203.6
Virginia Tech (ACC),11,3-8,346,203,9,2236,6.46,11.01,9,203.3
UAB (CUSA),13,7-6,321,194,7,2634,8.21,13.58,15,202.6
Oregon St. (Pac-12),13,10-3,322,201,13,2594,8.06,12.91,16,199.5
Colorado St. (Mountain West),12,3-9,322,203,11,2361,7.33,11.63,12,196.8
Utah St. (Mountain West),13,6-7,398,230,21,2537,6.37,11.03,18,195.2
South Fla. (AAC),12,1-11,326,188,9,2315,7.10,12.31,18,192.9
Georgia Tech (ACC),12,5-7,381,219,9,2306,6.05,10.53,10,192.2
Marshall (Sun Belt),13,9-4,366,225,10,2496,6.82,11.09,16,192.0
Boise St. (Mountain West),14,10-4,385,229,9,2668,6.93,11.65,20,190.6
Vanderbilt (SEC),12,5-7,346,200,6,2248,6.50,11.24,22,187.3
Nevada (Mountain West),12,2-10,398,217,8,2227,5.60,10.26,7,185.6
Wisconsin (Big Ten),13,7-6,326,188,11,2390,7.33,12.71,21,183.8
NIU (MAC),12,3-9,328,185,14,2192,6.68,11.85,18,182.7
Minnesota (Big Ten),13,9-4,281,172,9,2369,8.43,13.77,12,182.2
San Diego St. (Mountain West),13,7-6,343,186,14,2360,6.88,12.69,15,181.5
Colorado (Pac-12),12,1-11,360,179,10,2075,5.76,11.59,10,172.9
Auburn (SEC),12,5-7,308,159,12,2072,6.73,13.03,9,172.7
New Mexico St. (FBS Independent),13,7-6,305,159,13,2199,7.21,13.83,18,169.2
Western Mich. (MAC),12,5-7,335,167,13,1988,5.93,11.90,10,165.7
Miami (OH) (MAC),13,6-7,337,184,5,2152,6.39,11.70,15,165.5
Iowa (Big Ten),13,8-5,349,192,7,2037,5.84,10.61,7,156.7
Rutgers (Big Ten),12,4-8,332,168,14,1847,5.56,10.99,11,153.9
Wyoming (Mountain West),13,7-6,304,156,12,1719,5.65,11.02,11,132.2
Massachusetts (FBS Independent),12,1-11,277,136,14,1403,5.06,10.32,4,116.9
UConn (FBS Independent),13,6-7,276,157,10,1455,5.27,9.27,10,111.9
New Mexico (Mountain West),12,2-10,255,137,9,1259,4.94,9.19,3,104.9
Navy (AAC),12,4-8,126,54,6,1028,8.16,19.04,9,85.7
Army West Point (FBS Independent),12,6-6,104,42,4,920,8.85,21.90,5,76.7
Air Force (Mountain West),13,10-3,87,41,2,916,10.53,22.34,8,70.5
James Madison (Sun Belt),11,8-3,328,201,10,2923,8.91,14.54,27,265.7
