Team,Games,Win-Loss,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed
Western Ky. (CUSA),14,9-5,527,2067,3.92,17,147.6
Baylor (Big 12),13,6-7,496,1927,3.89,25,148.2
LSU (SEC),14,10-4,507,2077,4.10,18,148.4
California (Pac-12),12,4-8,426,1789,4.20,19,149.1
New Mexico St. (FBS Independent),13,7-6,496,1943,3.92,21,149.5
Fresno St. (Mountain West),14,10-4,490,2094,4.27,17,149.6
West Virginia (Big 12),12,5-7,434,1795,4.14,24,149.6
Kansas St. (Big 12),14,10-4,485,2111,4.35,15,150.8
Tulane (AAC),14,12-2,546,2132,3.90,15,152.3
Central Mich. (MAC),12,4-8,478,1829,3.83,20,152.4
Virginia (ACC),10,3-7,407,1532,3.76,12,153.2
Cincinnati (AAC),13,9-4,553,1992,3.60,18,153.2
Wyoming (Mountain West),13,7-6,467,1995,4.27,17,153.5
Eastern Mich. (MAC),13,9-4,472,2029,4.30,23,156.1
Florida St. (ACC),13,10-3,514,2033,3.96,14,156.4
New Mexico (Mountain West),12,2-10,460,1889,4.11,19,157.4
UNLV (Mountain West),12,5-7,481,1890,3.93,19,157.5
UCF (AAC),14,9-5,488,2208,4.52,24,157.7
TCU (Big 12),15,13-2,558,2383,4.27,29,158.9
Southern California (Pac-12),14,11-3,449,2237,4.98,29,159.8
Kent St. (MAC),12,5-7,496,1921,3.87,19,160.1
Akron (MAC),12,2-10,458,1949,4.26,25,162.4
Arkansas St. (Sun Belt),12,3-9,484,1949,4.03,23,162.4
Colorado St. (Mountain West),12,3-9,473,1963,4.15,24,163.6
Nevada (Mountain West),12,2-10,458,1975,4.31,23,164.6
North Carolina (ACC),14,9-5,513,2313,4.51,29,165.2
UAB (CUSA),13,7-6,473,2157,4.56,23,165.9
Boston College (ACC),12,3-9,458,2000,4.37,25,166.7
Buffalo (MAC),13,7-6,437,2182,4.99,23,167.8
Ole Miss (SEC),13,8-5,516,2184,4.23,18,168.0
Texas Tech (Big 12),13,8-5,516,2194,4.25,18,168.8
Bowling Green (MAC),13,6-7,504,2196,4.36,22,168.9
UConn (FBS Independent),13,6-7,502,2206,4.39,24,169.7
Arkansas (SEC),13,7-6,487,2216,4.55,26,170.5
Georgia St. (Sun Belt),12,4-8,476,2046,4.30,22,170.5
Vanderbilt (SEC),12,5-7,397,2050,5.16,25,170.8
Auburn (SEC),12,5-7,447,2072,4.64,28,172.7
BYU (FBS Independent),13,8-5,496,2259,4.55,22,173.8
Indiana (Big Ten),12,4-8,507,2101,4.14,19,175.1
Florida (SEC),13,6-7,507,2278,4.49,29,175.2
Oklahoma St. (Big 12),13,7-6,494,2314,4.68,23,178.0
Michigan St. (Big Ten),12,5-7,500,2143,4.29,14,178.6
Fla. Atlantic (CUSA),12,5-7,440,2148,4.88,15,179.0
Rice (CUSA),13,5-8,439,2368,5.39,21,182.2
Ball St. (MAC),12,5-7,531,2188,4.12,23,182.3
Oklahoma (Big 12),13,6-7,544,2437,4.48,29,187.5
Arizona St. (Pac-12),12,3-9,435,2257,5.19,31,188.1
Georgia Tech (ACC),12,5-7,500,2263,4.53,20,188.6
Nebraska (Big Ten),12,4-8,499,2269,4.55,22,189.1
Northwestern (Big Ten),12,1-11,497,2296,4.62,24,191.3
FIU (CUSA),12,4-8,493,2301,4.67,31,191.8
Temple (AAC),12,3-9,506,2311,4.57,21,192.6
Utah St. (Mountain West),13,6-7,530,2524,4.76,19,194.2
Massachusetts (FBS Independent),12,1-11,466,2332,5.00,29,194.3
ULM (Sun Belt),12,4-8,483,2341,4.85,29,195.1
North Texas (CUSA),14,7-7,572,2769,4.84,26,197.8
South Carolina (SEC),13,8-5,522,2574,4.93,23,198.0
Old Dominion (Sun Belt),12,3-9,569,2380,4.18,19,198.3
Army West Point (FBS Independent),12,6-6,473,2388,5.05,19,199.0
SMU (AAC),13,7-6,535,2647,4.95,30,203.6
Charlotte (CUSA),12,3-9,477,2463,5.16,29,205.2
Tulsa (AAC),12,5-7,508,2495,4.91,20,207.9
Texas A&M (SEC),12,5-7,520,2506,4.82,13,208.8
Kansas (Big 12),13,6-7,564,2718,4.82,37,209.1
Arizona (Pac-12),12,5-7,449,2509,5.59,33,209.1
Hawaii (Mountain West),13,3-10,495,2773,5.60,28,213.3
Stanford (Pac-12),12,3-9,443,2693,6.08,25,224.4
Ga. Southern (Sun Belt),13,6-7,542,3002,5.54,29,230.9
South Fla. (AAC),12,1-11,460,2815,6.12,37,234.6
Louisiana Tech (CUSA),12,3-9,477,2918,6.12,34,243.2
Colorado (Pac-12),12,1-11,485,2941,6.06,39,245.1
James Madison (Sun Belt),11,8-3,354,874,2.47,8,79.5
