Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game
Northern Colo. (Big Sky),11,6-5,700,4227,6.04,38,384.3
Sacred Heart (NEC),11,6-5,809,4220,5.22,39,383.6
UNI (MVFC),14,9-5,963,5349,5.55,47,382.1
Indiana St. (MVFC),11,5-6,756,4187,5.54,38,380.6
Liberty (Big South),11,6-5,765,4176,5.46,33,379.6
North Dakota (Big Sky),11,7-4,727,4175,5.74,38,379.5
Alabama St. (SWAC),11,6-5,751,4109,5.47,38,373.5
Jackson St. (SWAC),11,3-8,753,4089,5.43,27,371.7
Weber St. (Big Sky),11,6-5,802,4066,5.07,27,369.6
Wofford (SoCon),11,5-6,739,4060,5.49,35,369.1
Marist (Pioneer),11,5-6,734,4013,5.47,32,364.8
Campbell (Pioneer),11,5-6,709,4000,5.64,34,363.6
Villanova (CAA),11,6-5,726,3998,5.51,32,363.5
Saint Francis (PA) (NEC),10,6-4,632,3617,5.72,29,361.7
Sacramento St. (Big Sky),11,2-9,787,3962,5.03,24,360.2
Charleston So. (Big South),13,10-3,854,4667,5.46,46,359.0
New Hampshire (CAA),12,7-5,861,4305,5.00,35,358.8
Hampton (MEAC),11,6-5,734,3940,5.37,35,358.2
UC Davis (Big Sky),11,2-9,766,3940,5.14,28,358.2
South Carolina St. (MEAC),11,7-4,790,3934,4.98,28,357.6
Southeast Mo. St. (OVC),11,4-7,756,3910,5.17,29,355.5
N.C. Central (MEAC),11,8-3,758,3897,5.14,33,354.3
Towson (CAA),11,7-4,741,3897,5.26,29,354.3
South Dakota (MVFC),11,5-6,768,3844,5.01,27,349.5
Drake (Pioneer),11,5-6,823,3793,4.61,31,344.8
Southeastern La. (Southland),11,4-7,739,3789,5.13,25,344.5
Eastern Ill. (OVC),12,7-5,850,4071,4.79,31,339.3
Alabama A&M (SWAC),11,3-8,766,3730,4.87,29,339.1
Tennessee St. (OVC),10,4-6,658,3326,5.05,32,332.6
Monmouth (Big South),11,5-6,728,3656,5.02,28,332.4
Morgan St. (MEAC),10,4-6,665,3305,4.97,21,330.5
Dayton (Pioneer),12,10-2,862,3953,4.59,32,329.4
Nicholls (Southland),11,3-8,747,3619,4.84,25,329.0
Cornell (Ivy League),10,1-9,627,3284,5.24,19,328.4
Georgetown (Patriot),11,4-7,753,3589,4.77,26,326.3
N.C. A&T (MEAC),12,10-2,821,3905,4.76,40,325.4
Bucknell (Patriot),11,4-7,752,3578,4.76,21,325.3
Tennessee Tech (OVC),11,4-7,712,3566,5.01,31,324.2
Maine (CAA),11,3-8,763,3539,4.64,18,321.7
ETSU (FCS Independent),11,2-9,761,3523,4.63,22,320.3
Furman (SoCon),11,4-7,726,3506,4.83,23,318.7
Stetson (Pioneer),11,3-8,756,3501,4.63,28,318.3
Ark.-Pine Bluff (SWAC),11,2-9,754,3491,4.63,26,317.4
Texas Southern (SWAC),10,3-7,615,3166,5.15,35,316.6
Lafayette (Patriot),11,1-10,718,3332,4.64,18,302.9
Stony Brook (CAA),10,5-5,717,3008,4.20,21,300.8
Columbia (Ivy League),10,2-8,716,2967,4.14,15,296.7
Central Conn. St. (NEC),11,4-7,685,3210,4.69,21,291.8
Delaware (CAA),11,4-7,714,3151,4.41,17,286.5
Norfolk St. (MEAC),11,4-7,700,3147,4.50,21,286.1
Houston Christian (Southland),10,1-9,613,2851,4.65,18,285.1
UAlbany (CAA),11,3-8,672,3050,4.54,20,277.3
Valparaiso (Pioneer),10,1-9,692,2673,3.86,19,267.3
Wagner (NEC),11,1-10,646,2921,4.52,17,265.5
Florida A&M (MEAC),11,1-10,717,2907,4.05,17,264.3
Elon (CAA),11,4-7,688,2829,4.11,18,257.2
Gardner-Webb (Big South),11,4-7,737,2825,3.83,16,256.8
Mississippi Val. (SWAC),11,1-10,731,2777,3.80,19,252.5
Austin Peay (OVC),11,0-11,725,2727,3.76,18,247.9
Savannah St. (MEAC),10,1-9,647,2461,3.80,14,246.1
Robert Morris (NEC),11,4-7,697,2697,3.87,15,245.2
Davidson (Pioneer),11,2-9,707,2653,3.75,17,241.2
Rhode Island (CAA),11,1-10,667,2642,3.96,14,240.2
Missouri St. (MVFC),11,1-10,713,2565,3.60,12,233.2
Delaware St. (MEAC),11,1-10,667,2563,3.84,18,233.0
Howard (MEAC),11,1-10,673,2448,3.64,15,222.5
Presbyterian (Big South),11,2-9,652,2395,3.67,16,217.7
Abilene Christian (Southland),11,3-8,755,3947,5.23,38,358.8
UIW (Southland),11,6-5,760,3782,4.98,25,343.8
