Team,Games,Win-Loss,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game
Lafayette (Patriot),11,1-10,400,254,14,2537,6.34,9.99,12,230.6
Georgetown (Patriot),11,4-7,421,248,10,2512,5.97,10.13,18,228.4
Hampton (MEAC),11,6-5,368,192,15,2492,6.77,12.98,28,226.5
Bucknell (Patriot),11,4-7,366,205,10,2477,6.77,12.08,13,225.2
Northern Colo. (Big Sky),11,6-5,327,193,12,2445,7.48,12.67,15,222.3
SFA (Southland),11,4-7,396,225,10,2413,6.09,10.72,21,219.4
Central Ark. (Southland),11,7-4,343,222,4,2382,6.94,10.73,14,216.5
William & Mary (CAA),13,9-4,360,225,10,2811,7.81,12.49,16,216.2
New Hampshire (CAA),12,7-5,449,271,11,2542,5.66,9.38,16,211.8
Tennessee St. (OVC),10,4-6,306,172,12,2092,6.84,12.16,19,209.2
Drake (Pioneer),11,5-6,400,215,14,2295,5.74,10.67,20,208.6
Jacksonville St. (OVC),15,13-2,429,256,9,3102,7.23,12.12,21,206.8
Maine (CAA),11,3-8,393,213,12,2270,5.78,10.66,10,206.4
South Carolina St. (MEAC),11,7-4,362,200,12,2261,6.25,11.31,14,205.5
Indiana St. (MVFC),11,5-6,337,190,10,2251,6.68,11.85,21,204.6
Saint Francis (PA) (NEC),10,6-4,251,153,9,2030,8.09,13.27,15,203.0
Northwestern St. (Southland),11,4-7,274,172,9,2225,8.12,12.94,13,202.3
Cornell (Ivy League),10,1-9,294,151,13,2019,6.87,13.37,12,201.9
Furman (SoCon),11,4-7,328,181,12,2206,6.73,12.19,11,200.5
Mercer (SoCon),11,5-6,305,176,3,2205,7.23,12.53,18,200.5
Valparaiso (Pioneer),10,1-9,378,203,18,1972,5.22,9.71,14,197.2
Tennessee Tech (OVC),11,4-7,316,162,12,2126,6.73,13.12,13,193.3
Alabama A&M (SWAC),11,3-8,312,137,7,2123,6.80,15.50,15,193.0
Youngstown St. (MVFC),11,5-6,311,167,7,2117,6.81,12.68,14,192.5
Illinois St. (MVFC),13,10-3,283,145,10,2489,8.80,17.17,20,191.5
Alabama St. (SWAC),11,6-5,298,179,5,2104,7.06,11.75,14,191.3
Morgan St. (MEAC),10,4-6,314,161,7,1910,6.08,11.86,9,191.0
Ark.-Pine Bluff (SWAC),11,2-9,356,172,21,2068,5.81,12.02,12,188.0
Weber St. (Big Sky),11,6-5,337,172,14,2065,6.13,12.01,12,187.7
Florida A&M (MEAC),11,1-10,379,187,13,2060,5.44,11.02,10,187.3
Stetson (Pioneer),11,3-8,340,180,16,2054,6.04,11.41,7,186.7
Towson (CAA),11,7-4,305,184,10,2054,6.73,11.16,9,186.7
Norfolk St. (MEAC),11,4-7,351,177,6,2052,5.85,11.59,13,186.5
North Dakota St. (MVFC),15,13-2,358,220,8,2795,7.81,12.70,30,186.3
Campbell (Pioneer),11,5-6,273,156,18,2044,7.49,13.10,15,185.8
Elon (CAA),11,4-7,369,207,14,2021,5.48,9.76,11,183.7
South Dakota (MVFC),11,5-6,310,168,7,2021,6.52,12.03,13,183.7
Colgate (Patriot),14,9-5,353,193,2,2552,7.23,13.22,11,182.3
N.C. Central (MEAC),11,8-3,312,168,12,1987,6.37,11.83,13,180.6
Monmouth (Big South),11,5-6,317,187,12,1980,6.25,10.59,14,180.0
Texas Southern (SWAC),10,3-7,268,141,8,1796,6.70,12.74,19,179.6
Villanova (CAA),11,6-5,286,166,8,1954,6.83,11.77,13,177.6
Chattanooga (SoCon),13,9-4,287,191,10,2255,7.86,11.81,14,173.5
Southeast Mo. St. (OVC),11,4-7,325,196,8,1898,5.84,9.68,12,172.5
Dayton (Pioneer),12,10-2,336,197,11,2067,6.15,10.49,10,172.3
Lamar University (Southland),11,5-6,280,158,13,1872,6.69,11.85,19,170.2
ETSU (FCS Independent),11,2-9,286,160,12,1856,6.49,11.60,8,168.7
Portland St. (Big Sky),12,9-3,241,128,7,2021,8.39,15.79,19,168.4
Eastern Ill. (OVC),12,7-5,350,178,16,1992,5.69,11.19,11,166.0
McNeese (Southland),11,10-1,291,147,9,1810,6.22,12.31,15,164.5
Alcorn (SWAC),13,9-4,307,156,5,2116,6.89,13.56,23,162.8
Central Conn. St. (NEC),11,4-7,279,152,12,1778,6.37,11.70,9,161.6
Columbia (Ivy League),10,2-8,309,172,13,1582,5.12,9.20,7,158.2
Davidson (Pioneer),11,2-9,354,167,15,1724,4.87,10.32,13,156.7
Southeastern La. (Southland),11,4-7,263,135,8,1701,6.47,12.60,9,154.6
Delaware St. (MEAC),11,1-10,286,142,13,1682,5.88,11.85,7,152.9
Mississippi Val. (SWAC),11,1-10,323,153,19,1677,5.19,10.96,12,152.5
UNI (MVFC),14,9-5,308,165,10,2083,6.76,12.62,15,148.8
Stony Brook (CAA),10,5-5,277,145,10,1481,5.35,10.21,8,148.1
Nicholls (Southland),11,3-8,261,144,10,1623,6.22,11.27,8,147.5
UAlbany (CAA),11,3-8,314,153,16,1610,5.13,10.52,10,146.4
Rhode Island (CAA),11,1-10,313,154,18,1609,5.14,10.45,8,146.3
Houston Christian (Southland),10,1-9,268,121,16,1457,5.44,12.04,7,145.7
Charleston So. (Big South),13,10-3,273,143,8,1868,6.84,13.06,16,143.7
North Dakota (Big Sky),11,7-4,217,123,5,1550,7.14,12.60,15,140.9
Howard (MEAC),11,1-10,286,157,15,1521,5.32,9.69,9,138.3
Kennesaw St. (Big South),11,6-5,165,79,6,1505,9.12,19.05,10,136.8
N.C. A&T (MEAC),12,10-2,292,147,6,1579,5.41,10.74,16,131.6
Wagner (NEC),11,1-10,240,118,11,1388,5.78,11.76,9,126.2
Austin Peay (OVC),11,0-11,301,151,4,1325,4.40,8.77,9,120.5
Robert Morris (NEC),11,4-7,257,113,19,1283,4.99,11.35,5,116.6
Savannah St. (MEAC),10,1-9,268,119,14,1111,4.15,9.34,2,111.1
Missouri St. (MVFC),11,1-10,298,155,12,1160,3.89,7.48,5,105.5
Gardner-Webb (Big South),11,4-7,250,115,11,1086,4.34,9.44,7,98.7
Cal Poly (Big Sky),11,4-7,134,68,3,1003,7.49,14.75,14,91.2
Presbyterian (Big South),11,2-9,211,87,12,902,4.27,10.37,3,82.0
The Citadel (SoCon),13,9-4,108,56,6,964,8.93,17.21,4,74.2
Wofford (SoCon),11,5-6,106,54,4,760,7.17,14.07,2,69.1
Delaware (CAA),11,4-7,181,82,6,738,4.08,9.00,2,67.1
Abilene Christian (Southland),11,3-8,393,247,12,2698,6.87,10.92,21,245.3
UIW (Southland),11,6-5,377,195,15,2357,6.25,12.09,10,214.3
