Team,Games,Win-Loss,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed
Northern Colo. (Big Sky),11,6-5,269,406,2928,24,7.21,10.88,266.2
Princeton (Ivy League),10,5-5,243,373,2716,13,7.28,11.18,271.6
Penn (Ivy League),10,7-3,230,365,2758,19,7.56,11.99,275.8
Sacramento St. (Big Sky),11,2-9,220,358,3147,25,8.79,14.30,286.1
Cal Poly (Big Sky),11,4-7,258,382,3161,24,8.27,12.25,287.4
Northern Ariz. (Big Sky),11,7-4,267,458,3238,26,7.07,12.13,294.4
Murray St. (OVC),11,3-8,262,404,3298,29,8.16,12.59,299.8
Grambling (SWAC),12,9-3,296,511,3657,29,7.16,12.35,304.8
UIW (Southland),11,6-5,180,301,2147,14,7.13,11.93,195.2
Abilene Christian (Southland),11,3-8,185,330,2411,25,7.31,13.03,219.2
