Team,Games,Win-Loss,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed
Morgan St. (MEAC),11,4-7,423,1428,3.38,18,129.8
Alabama St. (SWAC),11,6-5,383,1464,3.82,15,133.1
Gardner-Webb (Big South),13,7-6,434,1733,3.99,17,133.3
Davidson (Pioneer),12,8-4,362,1617,4.47,15,134.8
Bryant (Big South),11,4-7,394,1487,3.77,17,135.2
Stony Brook (CAA),11,2-9,403,1527,3.79,15,138.8
ETSU (SoCon),11,3-8,387,1535,3.97,14,139.5
Lehigh (Patriot),11,2-9,386,1537,3.98,20,139.7
Montana St. (Big Sky),14,12-2,459,1986,4.33,19,141.9
Delaware (CAA),13,8-5,502,1883,3.75,15,144.8
Idaho (Big Sky),12,7-5,411,1762,4.29,21,146.8
Weber St. (Big Sky),13,10-3,490,1911,3.90,11,147.0
Sacramento St. (Big Sky),13,12-1,464,1916,4.13,18,147.4
Central Conn. St. (NEC),11,2-9,387,1633,4.22,19,148.5
Illinois St. (MVFC),11,6-5,441,1636,3.71,16,148.7
Mississippi Val. (SWAC),11,2-9,383,1637,4.27,14,148.8
The Citadel (SoCon),11,4-7,357,1652,4.63,16,150.2
Valparaiso (Pioneer),12,5-7,419,1818,4.34,21,151.5
UNI (MVFC),11,6-5,372,1688,4.54,19,153.5
Southern Utah (WAC),11,5-6,437,1693,3.87,19,153.9
Montana (Big Sky),13,8-5,516,2007,3.89,21,154.4
Eastern Ill. (OVC),11,2-9,388,1704,4.39,21,154.9
Southeastern La. (Southland),13,9-4,468,2025,4.33,17,155.8
New Hampshire (CAA),13,9-4,438,2026,4.63,26,155.8
Saint Francis (PA) (NEC),12,9-3,446,1872,4.20,13,156.0
Missouri St. (MVFC),11,5-6,380,1717,4.52,19,156.1
Butler (Pioneer),11,7-4,390,1718,4.41,18,156.2
Alabama A&M (SWAC),11,4-7,393,1726,4.39,18,156.9
North Dakota St. (MVFC),15,12-3,543,2354,4.34,18,156.9
UC Davis (Big Sky),11,6-5,409,1732,4.23,13,157.5
Dartmouth (Ivy League),10,3-7,398,1592,4.00,18,159.2
William & Mary (CAA),13,11-2,446,2076,4.65,23,159.7
Charleston So. (Big South),10,2-8,426,1599,3.75,14,159.9
Fordham (Patriot),12,9-3,405,1939,4.79,23,161.6
Drake (Pioneer),11,3-8,444,1795,4.04,17,163.2
Rhode Island (CAA),11,7-4,440,1821,4.14,19,165.5
Maine (CAA),11,2-9,415,1826,4.40,22,166.0
Stetson (Pioneer),10,4-6,433,1665,3.85,21,166.5
Hampton (CAA),11,4-7,411,1835,4.46,13,166.8
Howard (MEAC),11,5-6,375,1838,4.90,25,167.1
Duquesne (NEC),11,4-7,416,1843,4.43,23,167.5
UIW (Southland),14,12-2,596,2348,3.94,27,167.7
Colgate (Patriot),11,3-8,415,1871,4.51,25,170.1
Portland St. (Big Sky),11,4-7,377,1877,4.98,28,170.6
Bucknell (Patriot),11,3-8,437,1880,4.30,24,170.9
North Dakota (MVFC),12,7-5,397,2060,5.19,23,171.7
Towson (CAA),11,6-5,397,1900,4.79,16,172.7
Tennessee St. (OVC),11,4-7,421,1910,4.54,16,173.6
Samford (SoCon),13,11-2,570,2258,3.96,22,173.7
Jacksonville St. (ASUN),11,9-2,471,1911,4.06,13,173.7
Indiana St. (MVFC),11,2-9,449,1916,4.27,27,174.2
Nicholls (Southland),11,3-8,421,1930,4.58,23,175.5
Monmouth (CAA),11,5-6,419,1933,4.61,25,175.7
Campbell (Big South),11,5-6,440,1936,4.40,18,176.0
South Carolina St. (MEAC),11,3-8,420,1969,4.69,21,179.0
Marist (Pioneer),11,4-7,475,1972,4.15,23,179.3
Prairie View (SWAC),11,6-5,437,1976,4.52,20,179.6
SFA (ASUN),11,6-5,396,1990,5.03,17,180.9
Northern Ariz. (Big Sky),11,3-8,432,2005,4.64,19,182.3
Western Caro. (SoCon),11,6-5,454,2010,4.43,22,182.7
UAlbany (CAA),11,3-8,383,2014,5.26,26,183.1
Sacred Heart (NEC),11,5-6,436,2054,4.71,16,186.7
South Dakota (MVFC),11,3-8,433,2057,4.75,20,187.0
Lamar University (Southland),11,1-10,382,2061,5.40,24,187.4
Georgetown (Patriot),11,2-9,421,2062,4.90,29,187.5
Central Ark. (ASUN),11,5-6,467,2079,4.45,24,189.0
Grambling (SWAC),11,3-8,464,2088,4.50,23,189.8
Wofford (SoCon),11,3-8,436,2106,4.83,24,191.5
Tennessee Tech (OVC),11,4-7,427,2116,4.96,19,192.4
Idaho St. (Big Sky),11,1-10,436,2154,4.94,26,195.8
McNeese (Southland),11,4-7,466,2182,4.68,18,198.4
Houston Christian (Southland),11,2-9,477,2213,4.64,21,201.2
Brown (Ivy League),10,3-7,365,2020,5.53,19,202.0
Villanova (CAA),11,6-5,403,2273,5.64,16,206.6
Bethune-Cookman (SWAC),11,2-9,461,2280,4.95,29,207.3
Texas Southern (SWAC),11,5-6,473,2284,4.83,19,207.6
Presbyterian (Pioneer),11,1-10,442,2293,5.19,32,208.5
LIU (NEC),11,4-7,468,2294,4.90,31,208.5
Norfolk St. (MEAC),11,2-9,435,2298,5.28,28,208.9
VMI (SoCon),11,1-10,500,2372,4.74,21,215.6
Robert Morris (Big South),11,0-11,469,2375,5.06,22,215.9
Murray St. (OVC),11,2-9,416,2408,5.79,30,218.9
Northwestern St. (Southland),11,4-7,443,2432,5.49,22,221.1
Ark.-Pine Bluff (SWAC),11,3-8,454,2479,5.46,25,225.4
Northern Colo. (Big Sky),11,3-8,477,2479,5.20,23,225.4
Western Ill. (MVFC),11,0-11,509,2555,5.02,38,232.3
Morehead St. (Pioneer),11,2-9,447,2568,5.74,29,233.5
North Ala. (ASUN),11,1-10,469,2611,5.57,30,237.4
Eastern Ky. (ASUN),12,7-5,512,2857,5.58,32,238.1
Cal Poly (Big Sky),11,2-9,476,2893,6.08,33,263.0
Wagner (NEC),11,1-10,501,2896,5.78,37,263.3
Eastern Wash. (Big Sky),11,3-8,520,3179,6.11,34,289.0
St. Thomas (MN) (Pioneer),11,10-1,352,1062,3.02,7,96.5
Merrimack (NEC),11,8-3,412,1500,3.64,15,136.4
Tex. A&M-Commerce (Southland),11,5-6,419,1618,3.86,15,147.1
Tarleton St. (WAC),11,6-5,390,1645,4.22,20,149.5
Stonehill (NEC),9,4-5,375,1481,3.95,15,164.6
Utah Tech (WAC),11,4-7,455,2026,4.45,23,184.2
Lindenwood (OVC),10,7-3,369,2240,6.07,23,224.0
