Team,Games,Win-Loss,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed
Youngstown St. (MVFC),11,7-4,687,3895,5.67,35,36,354.1
Duquesne (NEC),11,4-7,704,3896,5.53,38,41,354.2
San Diego (Pioneer),10,5-5,693,3557,5.13,26,27,355.7
Marist (Pioneer),11,4-7,784,3923,5.00,38,42,356.6
Cornell (Ivy League),10,5-5,646,3570,5.53,32,36,357.0
William & Mary (CAA),13,11-2,843,4665,5.53,37,38,358.8
Butler (Pioneer),11,7-4,708,3960,5.59,31,32,360.0
Montana St. (Big Sky),14,12-2,887,5069,5.71,45,49,362.1
Tennessee St. (OVC),11,4-7,750,4000,5.33,32,36,363.6
Abilene Christian (WAC),11,7-4,733,4007,5.47,29,30,364.3
UIW (Southland),14,12-2,1068,5118,4.79,41,42,365.6
Southeast Mo. St. (OVC),12,9-3,814,4398,5.40,31,34,366.5
Stetson (Pioneer),10,4-6,727,3673,5.05,32,36,367.3
Bucknell (Patriot),11,3-8,807,4070,5.04,39,43,370.0
Rhode Island (CAA),11,7-4,773,4093,5.29,34,36,372.1
New Hampshire (CAA),13,9-4,831,4953,5.96,49,51,381.0
Alabama A&M (SWAC),11,4-7,739,4211,5.70,44,47,382.8
UNI (MVFC),11,6-5,713,4241,5.95,34,34,385.5
Valparaiso (Pioneer),12,5-7,754,4653,6.17,43,49,387.8
UAlbany (CAA),11,3-8,671,4266,6.36,48,51,387.8
Furman (SoCon),13,10-3,917,5048,5.50,33,33,388.3
Campbell (Big South),11,5-6,733,4273,5.83,39,41,388.5
Hampton (CAA),11,4-7,729,4277,5.87,37,38,388.8
UC Davis (Big Sky),11,6-5,773,4286,5.54,28,29,389.6
Jacksonville St. (ASUN),11,9-2,800,4287,5.36,31,31,389.7
Grambling (SWAC),11,3-8,790,4290,5.43,41,48,390.0
Towson (CAA),11,6-5,721,4291,5.95,39,40,390.1
Stony Brook (CAA),11,2-9,750,4292,5.72,41,46,390.2
Sacramento St. (Big Sky),13,12-1,957,5075,5.30,42,44,390.4
Western Caro. (SoCon),11,6-5,755,4295,5.69,46,47,390.5
Gardner-Webb (Big South),13,7-6,890,5131,5.77,45,49,394.7
Southeastern La. (Southland),13,9-4,866,5131,5.92,45,47,394.7
Indiana St. (MVFC),11,2-9,781,4368,5.59,46,49,397.1
North Dakota (MVFC),12,7-5,722,4782,6.62,47,48,398.5
Villanova (CAA),11,6-5,728,4386,6.02,39,41,398.7
Bryant (Big South),11,4-7,752,4397,5.85,42,42,399.7
Lehigh (Patriot),11,2-9,720,4420,6.14,39,41,401.8
Texas Southern (SWAC),11,5-6,769,4454,5.79,36,37,404.9
UT Martin (OVC),11,7-4,778,4473,5.75,43,44,406.6
South Dakota (MVFC),11,3-8,764,4484,5.87,40,41,407.6
Bethune-Cookman (SWAC),11,2-9,740,4494,6.07,49,57,408.5
Eastern Ill. (OVC),11,2-9,758,4497,5.93,41,43,408.8
Missouri St. (MVFC),11,5-6,727,4518,6.21,38,39,410.7
ETSU (SoCon),11,3-8,808,4522,5.60,40,42,411.1
SFA (ASUN),11,6-5,734,4526,6.17,40,44,411.5
Maine (CAA),11,2-9,696,4537,6.52,47,48,412.5
Georgetown (Patriot),11,2-9,725,4568,6.30,50,52,415.3
Northern Ariz. (Big Sky),11,3-8,791,4568,5.77,36,38,415.3
Kennesaw St. (ASUN),11,5-6,687,4587,6.68,45,49,417.0
McNeese (Southland),11,4-7,774,4594,5.94,41,44,417.6
Central Ark. (ASUN),11,5-6,816,4633,5.68,41,46,421.2
Robert Morris (Big South),11,0-11,776,4647,5.99,47,49,422.5
Southern Utah (WAC),11,5-6,780,4686,6.01,39,41,426.0
Colgate (Patriot),11,3-8,765,4708,6.15,45,45,428.0
Monmouth (CAA),11,5-6,758,4715,6.22,45,50,428.6
Nicholls (Southland),11,3-8,774,4752,6.14,49,52,432.0
Brown (Ivy League),10,3-7,674,4326,6.42,42,46,432.6
Wofford (SoCon),11,3-8,732,4764,6.51,42,45,433.1
Tennessee Tech (OVC),11,4-7,763,4769,6.25,42,45,433.5
Samford (SoCon),13,11-2,1030,5658,5.49,37,37,435.2
VMI (SoCon),11,1-10,818,4817,5.89,46,51,437.9
LIU (NEC),11,4-7,781,4830,6.18,51,55,439.1
Mississippi Val. (SWAC),11,2-9,748,4841,6.47,38,42,440.1
Norfolk St. (MEAC),11,2-9,721,4845,6.72,57,61,440.5
Ark.-Pine Bluff (SWAC),11,3-8,744,4852,6.52,49,53,441.1
Lamar University (Southland),11,1-10,752,4855,6.46,52,57,441.4
Charleston So. (Big South),10,2-8,758,4416,5.83,38,40,441.6
Eastern Ky. (ASUN),12,7-5,873,5363,6.14,53,54,446.9
Presbyterian (Pioneer),11,1-10,785,4936,6.29,60,65,448.7
Idaho St. (Big Sky),11,1-10,804,4968,6.18,46,52,451.6
Morehead St. (Pioneer),11,2-9,747,5026,6.73,51,56,456.9
Houston Christian (Southland),11,2-9,856,5041,5.89,45,53,458.3
Portland St. (Big Sky),11,4-7,754,5054,6.70,53,57,459.5
Fordham (Patriot),12,9-3,844,5514,6.53,53,58,459.5
Western Ill. (MVFC),11,0-11,814,5093,6.26,52,56,463.0
Murray St. (OVC),11,2-9,783,5133,6.56,48,52,466.6
Northern Colo. (Big Sky),11,3-8,804,5162,6.42,49,52,469.3
Northwestern St. (Southland),11,4-7,809,5237,6.47,50,54,476.1
North Ala. (ASUN),11,1-10,777,5322,6.85,54,58,483.8
Wagner (NEC),11,1-10,798,5335,6.69,60,62,485.0
Eastern Wash. (Big Sky),11,3-8,801,5546,6.92,59,63,504.2
Cal Poly (Big Sky),11,2-9,829,6073,7.33,60,62,552.1
St. Thomas (MN) (Pioneer),11,10-1,700,3195,4.56,23,23,290.5
Tex. A&M-Commerce (Southland),11,5-6,746,3355,4.50,25,27,305.0
Stonehill (NEC),9,4-5,595,3167,5.32,25,26,351.9
Merrimack (NEC),11,8-3,745,3940,5.29,29,29,358.2
Tarleton St. (WAC),11,6-5,736,4285,5.82,36,38,389.5
Lindenwood (OVC),10,7-3,711,4689,6.59,39,42,468.9
Utah Tech (WAC),11,4-7,857,5465,6.38,44,47,496.8
