Team,Games,Win-Loss,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed
Georgia (SEC),14,12-2,285,501,2815,16,5.62,9.88,201.1
Florida (SEC),13,11-2,235,390,2627,14,6.74,11.18,202.1
Kansas St. (Big 12),13,8-5,207,350,2638,12,7.54,12.74,202.9
Pittsburgh (ACC),13,8-5,221,433,2658,19,6.14,12.03,204.5
App State (Sun Belt),14,13-1,253,455,2894,20,6.36,11.44,206.7
Georgia Tech (ACC),12,3-9,200,331,2492,18,7.53,12.46,207.7
Michigan St. (Big Ten),13,7-6,241,403,2702,24,6.7,11.21,207.8
Navy (AAC),13,11-2,194,343,2708,19,7.9,13.96,208.3
NIU (MAC),12,5-7,195,332,2503,18,7.54,12.84,208.6
Miami (OH) (MAC),14,8-6,259,436,2929,26,6.72,11.31,209.2
Texas A&M (SEC),13,8-5,232,425,2724,19,6.41,11.74,209.5
Tulsa (AAC),12,4-8,191,339,2516,14,7.42,13.17,209.7
San Jose St. (Mountain West),12,5-7,208,340,2540,16,7.47,12.21,211.7
San Diego St. (Mountain West),13,10-3,265,448,2761,10,6.16,10.42,212.4
Illinois (Big Ten),13,6-7,207,355,2768,21,7.8,13.37,212.9
Indiana (Big Ten),13,8-5,219,394,2778,20,7.05,12.68,213.7
Auburn (SEC),13,9-4,264,453,2780,21,6.14,10.53,213.8
South Alabama (Sun Belt),12,2-10,210,326,2599,22,7.97,12.38,216.6
Baylor (Big 12),14,11-3,292,485,3046,15,6.28,10.43,217.6
Temple (AAC),13,8-5,242,455,2846,21,6.25,11.76,218.9
Air Force (Mountain West),13,11-2,238,377,2848,21,7.55,11.97,219.1
Liberty (FBS Independent),13,8-5,230,385,2853,27,7.41,12.4,219.5
Oregon (Pac-12),14,12-2,297,506,3082,18,6.09,10.38,220.1
Tulane (AAC),13,7-6,228,422,2869,23,6.8,12.58,220.7
New Mexico St. (FBS Independent),12,2-10,220,362,2649,21,7.32,12.04,220.8
Washington (Pac-12),13,8-5,288,456,2889,13,6.34,10.03,222.2
North Texas (C-USA),12,4-8,230,374,2668,14,7.13,11.6,222.3
Oklahoma (Big 12),14,12-2,257,427,3113,27,7.29,12.11,222.4
LSU (SEC),15,15-0,264,521,3341,20,6.41,12.66,222.7
Cincinnati (AAC),14,11-3,233,452,3119,17,6.9,13.39,222.8
Old Dominion (C-USA),12,1-11,206,324,2682,20,8.28,13.02,223.5
Coastal Carolina (Sun Belt),12,5-7,229,328,2682,25,8.18,11.71,223.5
Virginia Tech (ACC),13,8-5,238,441,2912,21,6.6,12.24,224.0
Bowling Green (MAC),12,3-9,198,297,2692,24,9.06,13.6,224.3
BYU (FBS Independent),13,7-6,254,399,2938,22,7.36,11.57,226.0
Vanderbilt (SEC),12,3-9,200,325,2734,23,8.41,13.67,227.8
Hawaii (Mountain West),15,10-5,286,484,3428,23,7.08,11.99,228.5
Kent St. (MAC),13,7-6,224,349,2974,18,8.52,13.28,228.8
Arkansas (SEC),12,2-10,227,341,2750,25,8.06,12.11,229.2
UTEP (C-USA),12,1-11,218,334,2755,27,8.25,12.64,229.6
North Carolina (ACC),13,7-6,253,421,2985,18,7.09,11.8,229.6
Iowa St. (Big 12),13,7-6,279,441,2987,22,6.77,10.71,229.8
ULM (Sun Belt),12,5-7,207,336,2770,25,8.24,13.38,230.8
UTSA (C-USA),12,4-8,215,339,2770,21,8.17,12.88,230.8
Marshall (C-USA),13,8-5,239,410,3011,16,7.34,12.6,231.6
Rutgers (Big Ten),12,2-10,209,343,2790,25,8.13,13.35,232.5
Boise St. (Mountain West),14,12-2,271,474,3270,20,6.9,12.07,233.6
Virginia (ACC),14,9-5,231,409,3272,23,8.0,14.16,233.7
Louisville (ACC),13,8-5,243,406,3044,31,7.5,12.53,234.2
South Carolina (SEC),12,4-8,239,404,2823,23,6.99,11.81,235.3
Eastern Mich. (MAC),13,6-7,241,380,3071,21,8.08,12.74,236.2
Southern Miss. (C-USA),13,7-6,217,366,3077,27,8.41,14.18,236.7
Ohio (MAC),13,7-6,250,418,3086,21,7.38,12.34,237.4
Georgia St. (Sun Belt),13,7-6,230,362,3093,27,8.54,13.45,237.9
Western Mich. (MAC),13,7-6,290,434,3095,21,7.13,10.67,238.1
Utah St. (Mountain West),13,7-6,241,405,3102,20,7.66,12.87,238.6
Fla. Atlantic (C-USA),14,11-3,281,481,3342,23,6.95,11.89,238.7
West Virginia (Big 12),12,5-7,233,372,2879,20,7.74,12.36,239.9
Central Mich. (MAC),14,8-6,267,445,3363,25,7.56,12.6,240.2
Louisiana Tech (C-USA),13,10-3,278,463,3126,14,6.75,11.24,240.5
Rice (C-USA),12,3-9,224,348,2903,18,8.34,12.96,241.9
Ga. Southern (Sun Belt),13,7-6,242,403,3157,28,7.83,13.05,242.8
UConn (AAC),12,2-10,219,343,2919,28,8.51,13.33,243.3
Purdue (Big Ten),12,4-8,236,382,2925,20,7.66,12.39,243.8
Ball St. (MAC),12,5-7,229,391,2941,11,7.52,12.84,245.1
Southern California (Pac-12),13,8-5,281,460,3200,24,6.96,11.39,246.2
Mississippi St. (SEC),13,6-7,224,368,3208,22,8.72,14.32,246.8
Kansas (Big 12),12,3-9,240,376,2994,22,7.96,12.48,249.5
Nevada (Mountain West),13,7-6,246,407,3261,31,8.01,13.26,250.8
Penn St. (Big Ten),13,11-2,273,451,3269,10,7.25,11.97,251.5
Wake Forest (ACC),13,8-5,270,434,3286,26,7.57,12.17,252.8
Oklahoma St. (Big 12),13,8-5,270,447,3300,23,7.38,12.22,253.8
NC State (ACC),12,4-8,265,412,3066,24,7.44,11.57,255.5
UNLV (Mountain West),12,4-8,245,413,3074,16,7.44,12.55,256.2
Wyoming (Mountain West),13,8-5,266,464,3337,15,7.19,12.55,256.7
Toledo (MAC),12,6-6,237,379,3087,19,8.15,13.03,257.3
Fresno St. (Mountain West),12,4-8,268,434,3110,20,7.17,11.6,259.2
East Carolina (AAC),12,4-8,231,371,3139,24,8.46,13.59,261.6
Massachusetts (FBS Independent),12,1-11,217,318,3145,32,9.89,14.49,262.1
Syracuse (ACC),12,5-7,227,425,3150,21,7.41,13.88,262.5
Arkansas St. (Sun Belt),13,8-5,280,461,3417,23,7.41,12.2,262.8
California (Pac-12),13,8-5,309,484,3434,16,7.1,11.11,264.2
Middle Tenn. (C-USA),12,4-8,271,415,3184,23,7.67,11.75,265.3
Washington St. (Pac-12),13,6-7,250,398,3471,23,8.72,13.88,267.0
Arizona St. (Pac-12),13,8-5,296,465,3487,24,7.5,11.78,268.2
Maryland (Big Ten),12,3-9,264,405,3255,23,8.04,12.33,271.3
Oregon St. (Pac-12),12,5-7,262,415,3314,28,7.99,12.65,276.2
Troy (Sun Belt),12,5-7,262,394,3316,26,8.42,12.66,276.3
Florida St. (ACC),13,6-7,308,504,3597,19,7.14,11.68,276.7
Ole Miss (SEC),12,4-8,288,434,3339,20,7.69,11.59,278.3
Stanford (Pac-12),12,4-8,270,413,3354,27,8.12,12.42,279.5
Boston College (ACC),13,6-7,297,456,3711,29,8.14,12.49,285.5
Colorado (Pac-12),12,5-7,267,406,3460,28,8.52,12.96,288.3
Houston (AAC),12,4-8,251,410,3461,29,8.44,13.79,288.4
SMU (AAC),13,10-3,289,482,3752,34,7.78,12.98,288.6
Arizona (Pac-12),12,4-8,282,430,3478,26,8.09,12.33,289.8
Texas (Big 12),13,8-5,305,481,3803,28,7.91,12.47,292.5
Texas Tech (Big 12),12,4-8,247,403,3694,21,9.17,14.96,307.8
UCLA (Pac-12),12,4-8,269,405,3729,32,9.21,13.86,310.8
New Mexico (Mountain West),12,2-10,258,412,3857,34,9.36,14.95,321.4
