Team,Games,Win-Loss,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game
Stanford (Pac-12),12,4-8,444,276,8,3149,7.09,11.41,18,262.4
Boise St. (Mountain West),14,12-2,464,287,11,3664,7.9,12.77,31,261.7
Pittsburgh (ACC),13,8-5,513,316,10,3402,6.63,10.77,17,261.7
Western Ky. (C-USA),13,9-4,469,313,12,3371,7.19,10.77,20,259.3
Oregon (Pac-12),14,12-2,446,298,6,3615,8.11,12.13,35,258.2
UCLA (Pac-12),12,4-8,426,260,12,3066,7.2,11.79,22,255.5
Oregon St. (Pac-12),12,5-7,420,260,4,3061,7.29,11.77,30,255.1
Baylor (Big 12),14,11-3,444,277,8,3571,8.04,12.89,24,255.1
Temple (AAC),13,8-5,472,282,13,3312,7.02,11.74,26,254.8
ULM (Sun Belt),12,5-7,412,246,12,3044,7.39,12.37,21,253.7
Minnesota (Big Ten),13,11-2,323,212,8,3293,10.2,15.53,31,253.3
Central Mich. (MAC),14,8-6,473,290,13,3531,7.47,12.18,19,252.2
Notre Dame (FBS Independent),13,11-2,416,253,6,3278,7.88,12.96,37,252.2
Michigan (Big Ten),13,9-4,410,228,9,3261,7.95,14.3,25,250.8
Nevada (Mountain West),13,7-6,500,310,13,3246,6.49,10.47,14,249.7
Miami (FL) (ACC),13,6-7,437,255,10,3239,7.41,12.7,27,249.2
Arizona St. (Pac-12),13,8-5,383,233,4,3235,8.45,13.88,21,248.8
West Virginia (Big 12),12,5-7,454,289,15,2984,6.57,10.33,21,248.7
Michigan St. (Big Ten),13,7-6,464,270,15,3182,6.86,11.79,17,244.8
Ball St. (MAC),12,5-7,373,239,7,2923,7.84,12.23,24,243.6
Washington (Pac-12),13,8-5,411,263,8,3164,7.7,12.03,24,243.4
Texas St. (Sun Belt),12,3-9,441,278,20,2893,6.56,10.41,17,241.1
Western Mich. (MAC),13,7-6,413,246,8,3128,7.57,12.72,21,240.6
Syracuse (ACC),12,5-7,408,250,7,2887,7.08,11.55,23,240.6
Colorado (Pac-12),12,5-7,411,257,11,2858,6.95,11.12,18,238.2
Louisiana (Sun Belt),14,11-3,413,268,4,3314,8.02,12.37,27,236.7
Middle Tenn. (C-USA),12,4-8,367,227,9,2837,7.73,12.5,22,236.4
Texas A&M (SEC),13,8-5,452,273,10,3060,6.77,11.21,22,235.4
Louisville (ACC),13,8-5,302,178,9,3048,10.09,17.12,32,234.5
Kansas (Big 12),12,3-9,390,235,14,2778,7.12,11.82,25,231.5
NC State (ACC),12,4-8,463,244,10,2749,5.94,11.27,14,229.1
Iowa (Big Ten),13,10-3,411,243,7,2976,7.24,12.25,16,228.9
Utah (Pac-12),14,11-3,321,233,4,3187,9.93,13.68,20,227.6
Fresno St. (Mountain West),12,4-8,373,241,11,2721,7.29,11.29,17,226.8
Oklahoma St. (Big 12),13,8-5,362,232,12,2916,8.06,12.57,23,224.3
Georgia (SEC),14,12-2,415,255,6,3122,7.52,12.24,26,223.0
Missouri (SEC),12,6-6,376,226,8,2671,7.1,11.82,17,222.6
South Carolina (SEC),12,4-8,466,268,7,2667,5.72,9.95,12,222.3
Tennessee (SEC),13,8-5,360,200,13,2878,7.99,14.39,19,221.4
Penn St. (Big Ten),13,11-2,369,217,9,2877,7.8,13.26,25,221.3
Ohio (MAC),13,7-6,335,203,6,2866,8.56,14.12,21,220.5
Kent St. (MAC),13,7-6,355,238,2,2846,8.02,11.96,24,218.9
NIU (MAC),12,5-7,370,215,11,2611,7.06,12.14,14,217.6
New Mexico St. (FBS Independent),12,2-10,446,278,15,2611,5.85,9.39,15,217.6
UConn (AAC),12,2-10,382,228,15,2592,6.79,11.37,14,216.0
Nebraska (Big Ten),12,5-7,323,194,9,2551,7.9,13.15,12,212.6
FIU (C-USA),13,6-7,389,223,6,2754,7.08,12.35,14,211.8
Charlotte (C-USA),13,7-6,321,195,14,2749,8.56,14.1,24,211.5
Toledo (MAC),12,6-6,339,193,7,2515,7.42,13.03,15,209.6
Virginia Tech (ACC),13,8-5,318,185,8,2718,8.55,14.69,24,209.1
Auburn (SEC),13,9-4,397,229,6,2697,6.79,11.78,20,207.5
UNLV (Mountain West),12,4-8,388,208,12,2474,6.38,11.89,20,206.2
Tulane (AAC),13,7-6,336,197,10,2679,7.97,13.6,19,206.1
TCU (Big 12),12,5-7,395,211,11,2444,6.19,11.58,15,203.7
Houston (AAC),12,4-8,314,176,12,2440,7.77,13.86,19,203.3
San Diego St. (Mountain West),13,10-3,397,253,6,2634,6.63,10.41,15,202.6
App State (Sun Belt),14,13-1,370,231,6,2824,7.63,12.23,30,201.7
UAB (C-USA),14,9-5,338,192,20,2815,8.33,14.66,20,201.1
Marshall (C-USA),13,8-5,355,200,11,2605,7.34,13.03,16,200.4
Wisconsin (Big Ten),14,10-4,351,246,5,2802,7.98,11.39,18,200.1
Coastal Carolina (Sun Belt),12,5-7,334,217,9,2379,7.12,10.96,21,198.3
Georgia St. (Sun Belt),13,7-6,385,238,9,2577,6.69,10.83,22,198.2
California (Pac-12),13,8-5,365,204,9,2561,7.02,12.55,19,197.0
Akron (MAC),12,0-12,398,205,14,2347,5.9,11.45,12,195.6
New Mexico (Mountain West),12,2-10,331,163,15,2340,7.07,14.36,13,195.0
Ole Miss (SEC),12,4-8,332,186,6,2328,7.01,12.52,11,194.0
Arkansas (SEC),12,2-10,407,202,15,2315,5.69,11.46,14,192.9
UTEP (C-USA),12,1-11,330,177,8,2292,6.95,12.95,9,191.0
Illinois (Big Ten),13,6-7,366,198,9,2409,6.58,12.17,19,185.3
UTSA (C-USA),12,4-8,366,213,11,2189,5.98,10.28,13,182.4
Cincinnati (AAC),14,11-3,377,208,11,2552,6.77,12.27,19,182.3
Kansas St. (Big 12),13,8-5,303,181,5,2352,7.76,12.99,12,180.9
Mississippi St. (SEC),13,6-7,315,186,10,2333,7.41,12.54,19,179.5
Duke (ACC),12,5-7,378,213,14,2152,5.69,10.1,18,179.3
Miami (OH) (MAC),14,8-6,337,183,10,2495,7.4,13.63,11,178.2
Old Dominion (C-USA),12,1-11,379,207,12,2117,5.59,10.23,5,176.4
Boston College (ACC),13,6-7,305,161,6,2288,7.5,14.21,20,176.0
Maryland (Big Ten),12,3-9,342,172,12,2088,6.11,12.14,16,174.0
Vanderbilt (SEC),12,3-9,381,202,10,2064,5.42,10.22,10,172.0
South Fla. (AAC),12,4-8,328,177,10,2035,6.2,11.5,18,169.6
Massachusetts (FBS Independent),12,1-11,392,218,16,2022,5.16,9.28,15,168.5
Rice (C-USA),12,3-9,320,180,4,1992,6.23,11.07,13,166.0
South Alabama (Sun Belt),12,2-10,282,149,11,1906,6.76,12.79,14,158.8
Bowling Green (MAC),12,3-9,337,189,15,1888,5.6,9.99,9,157.3
Rutgers (Big Ten),12,2-10,278,154,15,1672,6.01,10.86,7,139.3
Buffalo (MAC),13,8-5,278,150,6,1795,6.46,11.97,14,138.1
Wyoming (Mountain West),13,8-5,256,120,9,1770,6.91,14.75,11,136.2
Georgia Tech (ACC),12,3-9,269,124,10,1607,5.97,12.96,14,133.9
Air Force (Mountain West),13,11-2,126,68,6,1602,12.71,23.56,14,123.2
Northwestern (Big Ten),12,3-9,312,156,15,1404,4.5,9.0,6,117.0
Kentucky (SEC),13,8-5,257,128,8,1478,5.75,11.55,9,113.7
Navy (AAC),13,11-2,104,55,4,1238,11.9,22.51,10,95.2
Army West Point (FBS Independent),13,5-8,126,59,7,1066,8.46,18.07,6,82.0
Ga. Southern (Sun Belt),13,7-6,155,80,1,968,6.25,12.1,9,74.5
