Team,Games,Win-Loss,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game
Houston Christian (FCS Independent),7,3-4,184,99,6,1107,6.02,11.18,5,158.1
N.C. Central (MEAC),12,5-7,353,167,15,1856,5.26,11.11,6,154.7
Eastern Ky. (OVC),12,6-6,286,151,11,1852,6.48,12.26,14,154.3
Bethune-Cookman (MEAC),13,10-3,260,154,12,1987,7.64,12.90,10,152.8
Columbia (Ivy League),10,0-10,367,150,14,1524,4.15,10.16,4,152.4
Chattanooga (SoCon),12,8-4,260,179,6,1788,6.88,9.99,16,149.0
Norfolk St. (MEAC),12,3-9,351,178,15,1787,5.09,10.04,10,148.9
Southeast Mo. St. (OVC),12,3-9,281,148,12,1666,5.93,11.26,17,138.8
Charleston So. (Big South),13,10-3,261,138,10,1749,6.70,12.67,16,134.5
Cal Poly (Big Sky),12,6-6,232,136,9,1614,6.96,11.87,14,134.5
Wagner (NEC),11,3-8,302,146,17,1447,4.79,9.91,7,131.5
Morgan St. (MEAC),12,5-7,228,114,10,1531,6.71,13.43,11,127.6
Saint Francis (PA) (NEC),11,5-6,193,98,7,1274,6.60,13.00,7,115.8
Florida A&M (MEAC),12,3-9,267,136,17,1374,5.15,10.10,10,114.5
Austin Peay (OVC),12,0-12,288,134,10,1169,4.06,8.72,3,97.4
Wofford (SoCon),11,5-6,137,66,10,939,6.85,14.23,5,85.4
The Citadel (SoCon),12,5-7,153,78,3,1001,6.54,12.83,5,83.4
Abilene Christian (FCS Independent),11,6-5,380,255,5,3487,9.18,13.67,37,317.0
UIW (FCS Independent),11,6-5,338,184,8,1955,5.78,10.63,11,177.7
