Team,Games,Win-Loss,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed
Northwestern St. (Southland),12,6-6,221,360,2745,18,7.63,12.42,228.8
Bucknell (Patriot),11,6-5,213,381,2540,16,6.67,11.92,230.9
Davidson (Pioneer),11,0-11,192,297,2540,21,8.55,13.23,230.9
Murray St. (OVC),12,6-6,247,408,2774,17,6.80,11.23,231.2
Cal Poly (Big Sky),12,6-6,255,409,2779,22,6.79,10.90,231.6
San Diego (Pioneer),11,8-3,214,355,2551,21,7.19,11.92,231.9
Marist (Pioneer),11,8-3,209,367,2557,19,6.97,12.23,232.5
Yale (Ivy League),10,5-5,192,328,2334,20,7.12,12.16,233.4
Weber St. (Big Sky),12,2-10,217,351,2803,31,7.99,12.92,233.6
Colgate (Patriot),12,4-8,239,365,2811,18,7.70,11.76,234.3
Dayton (Pioneer),11,7-4,205,372,2585,18,6.95,12.61,235.0
Lehigh (Patriot),11,8-3,225,349,2590,16,7.42,11.51,235.5
Georgetown (Patriot),11,2-9,233,353,2595,22,7.35,11.14,235.9
Montana (Big Sky),13,10-3,277,453,3090,21,6.82,11.16,237.7
New Hampshire (CAA),15,10-5,304,520,3572,22,6.87,11.75,238.1
Southern Ill. (MVFC),12,7-5,234,394,2875,21,7.30,12.29,239.6
Coastal Carolina (Big South),15,12-3,275,484,3596,28,7.43,13.08,239.7
North Dakota (Big Sky),11,3-8,207,337,2638,22,7.83,12.74,239.8
Towson (CAA),16,13-3,374,596,3844,28,6.45,10.28,240.3
Penn (Ivy League),10,4-6,205,328,2407,18,7.34,11.74,240.7
Charlotte (FCS Independent),11,5-6,267,400,2667,17,6.67,9.99,242.5
VMI (Big South),12,2-10,228,379,2912,21,7.68,12.77,242.7
Villanova (CAA),11,6-5,235,353,2671,14,7.57,11.37,242.8
McNeese (Southland),13,10-3,223,445,3158,28,7.10,14.16,242.9
Elon (SoCon),12,2-10,214,352,2921,20,8.30,13.65,243.4
Mercer (Pioneer),12,10-2,231,374,2925,21,7.82,12.66,243.8
Eastern Ky. (OVC),12,6-6,267,420,2938,20,7.00,11.00,244.8
Youngstown St. (MVFC),12,8-4,245,411,2966,26,7.22,12.11,247.2
Central Ark. (Southland),12,7-5,258,436,3011,27,6.91,11.67,250.9
James Madison (CAA),12,6-6,257,426,3015,24,7.08,11.73,251.3
Delaware (CAA),12,7-5,227,371,3023,26,8.15,13.32,251.9
UAlbany (CAA),12,1-11,242,374,3038,18,8.12,12.55,253.2
Grambling (SWAC),11,1-10,212,373,2812,22,7.54,13.26,255.6
Holy Cross (Patriot),12,3-9,240,368,3103,24,8.43,12.93,258.6
Northern Colo. (Big Sky),12,1-11,279,425,3104,25,7.30,11.13,258.7
Morehead St. (Pioneer),12,3-9,233,371,3105,30,8.37,13.33,258.8
Sacramento St. (Big Sky),12,5-7,233,408,3115,26,7.63,13.37,259.6
Campbell (Pioneer),12,3-9,225,371,3169,29,8.54,14.08,264.1
Harvard (Ivy League),10,9-1,256,429,2704,18,6.30,10.56,270.4
Columbia (Ivy League),10,0-10,224,345,2712,24,7.86,12.11,271.2
Cornell (Ivy League),10,3-7,212,315,2755,24,8.75,13.00,275.5
Eastern Wash. (Big Sky),15,12-3,352,537,4156,28,7.74,11.81,277.1
Sam Houston (Southland),14,9-5,285,492,3907,31,7.94,13.71,279.1
Alabama St. (SWAC),12,8-4,249,468,3357,26,7.17,13.48,279.8
Portland St. (Big Sky),12,6-6,267,470,3464,25,7.37,12.97,288.7
Prairie View (SWAC),12,6-6,257,455,3466,26,7.62,13.49,288.8
Valparaiso (Pioneer),11,1-10,226,325,3256,28,10.02,14.41,296.0
Butler (Pioneer),13,9-4,302,511,3914,26,7.66,12.96,301.1
SFA (Southland),12,3-9,290,456,4056,36,8.89,13.99,338.0
Abilene Christian (FCS Independent),11,6-5,244,391,2296,16,5.87,9.41,208.7
UIW (FCS Independent),11,6-5,202,352,2656,20,7.55,13.15,241.5
