Team,Games,Win-Loss,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed
UCF (AAC),13,6-7,1008,4814,4.78,38,40,370.3
Wake Forest (ACC),13,7-6,903,4817,5.33,36,37,370.5
Western Ky. (C-USA),14,11-3,1014,5272,5.20,41,43,376.6
Notre Dame (FBS Independent),12,4-8,842,4546,5.40,37,44,378.8
Louisiana (Sun Belt),13,6-7,929,4928,5.30,37,39,379.1
Utah St. (Mountain West),12,3-9,872,4558,5.23,39,43,379.8
Indiana (Big Ten),13,6-7,971,4941,5.09,37,42,380.1
Georgia St. (Sun Belt),12,3-9,931,4568,4.91,33,37,380.7
UCLA (Pac-12),12,4-8,944,4584,4.86,33,37,382.0
Utah (Pac-12),13,9-4,895,4979,5.56,36,39,383.0
Old Dominion (C-USA),13,10-3,921,4987,5.41,46,47,383.6
Kent St. (MAC),12,3-9,890,4638,5.21,40,43,386.5
Kansas St. (Big 12),13,9-4,874,5040,5.77,37,37,387.7
Boise St. (Mountain West),13,10-3,975,5067,5.20,31,35,389.8
South Alabama (Sun Belt),13,6-7,900,5068,5.63,40,44,389.8
Central Mich. (MAC),13,6-7,888,5095,5.74,48,51,391.9
UTSA (C-USA),13,6-7,895,5096,5.69,43,46,392.0
New Mexico (Mountain West),13,9-4,816,5132,6.29,53,54,394.8
Toledo (MAC),13,9-4,888,5155,5.81,39,41,396.5
Ga. Southern (Sun Belt),12,5-7,801,4759,5.94,37,39,396.6
Georgia Tech (ACC),13,9-4,907,5221,5.76,38,40,401.6
Northwestern (Big Ten),13,7-6,974,5257,5.40,33,34,404.4
Illinois (Big Ten),12,3-9,877,4861,5.54,46,47,405.1
Washington St. (Pac-12),13,8-5,873,5277,6.04,41,45,405.9
North Carolina (ACC),13,8-5,987,5305,5.37,39,40,408.1
Vanderbilt (SEC),13,6-7,899,5306,5.90,34,37,408.2
UConn (AAC),12,3-9,862,4929,5.72,39,43,410.8
South Carolina (SEC),13,6-7,953,5355,5.62,40,44,411.9
Duke (ACC),12,4-8,791,4976,6.29,40,43,414.7
Fresno St. (Mountain West),12,1-11,871,4981,5.72,46,48,415.1
Colorado St. (Mountain West),13,7-6,892,5450,6.11,52,53,419.2
UTEP (C-USA),12,4-8,822,5032,6.12,49,53,419.3
Louisiana Tech (C-USA),14,9-5,1018,5893,5.79,60,62,420.9
Cincinnati (AAC),12,4-8,951,5074,5.34,35,39,422.8
TCU (Big 12),13,6-7,1006,5522,5.49,42,43,424.8
West Virginia (Big 12),13,10-3,995,5537,5.56,35,37,425.9
Tulsa (AAC),13,10-3,1013,5544,5.47,44,48,426.5
Arkansas (SEC),13,7-6,822,5546,6.75,51,54,426.6
Maryland (Big Ten),13,6-7,980,5552,5.67,50,52,427.1
Idaho (Sun Belt),13,9-4,893,5568,6.24,48,52,428.3
Oregon St. (Pac-12),12,4-8,894,5150,5.76,40,45,429.2
UNLV (Mountain West),12,4-8,879,5161,5.87,53,56,430.1
Baylor (Big 12),13,7-6,1032,5601,5.43,47,48,430.8
Oklahoma (Big 12),13,11-2,960,5616,5.85,44,46,432.0
Eastern Mich. (MAC),13,7-6,963,5625,5.84,48,52,432.7
Navy (AAC),14,9-5,959,6076,6.34,52,54,434.0
Kentucky (SEC),13,7-6,928,5645,6.08,45,50,434.2
FIU (C-USA),12,4-8,823,5215,6.34,48,55,434.6
Buffalo (MAC),12,2-10,881,5217,5.92,44,49,434.8
San Jose St. (Mountain West),12,4-8,806,5223,6.48,51,54,435.3
North Texas (C-USA),13,5-8,942,5717,6.07,51,55,439.8
Texas A&M (SEC),13,8-5,1035,5743,5.55,37,38,441.8
Purdue (Big Ten),12,3-9,860,5350,6.22,57,59,445.8
Oklahoma St. (Big 12),13,10-3,979,5802,5.93,44,46,446.3
Virginia (ACC),12,2-10,846,5359,6.33,45,51,446.6
Texas (Big 12),12,5-7,955,5379,5.63,45,47,448.3
Tennessee (SEC),13,9-4,1000,5840,5.84,46,48,449.2
Middle Tenn. (C-USA),13,8-5,1068,5843,5.47,61,62,449.5
Rutgers (Big Ten),12,2-10,851,5408,6.35,54,60,450.7
NIU (MAC),12,5-7,936,5418,5.79,49,49,451.5
Massachusetts (FBS Independent),12,2-10,886,5432,6.13,50,53,452.7
East Carolina (AAC),12,3-9,844,5433,6.44,51,56,452.8
Pittsburgh (ACC),13,8-5,985,5886,5.98,56,59,452.8
Iowa St. (Big 12),12,3-9,911,5435,5.97,48,48,452.9
SMU (AAC),12,5-7,906,5436,6.00,52,56,453.0
Wyoming (Mountain West),14,8-6,962,6344,6.59,57,61,453.1
Charlotte (C-USA),12,4-8,902,5439,6.03,53,54,453.3
Memphis (AAC),13,8-5,1025,5910,5.77,48,49,454.6
Marshall (C-USA),12,3-9,857,5472,6.39,49,55,456.0
Nevada (Mountain West),12,5-7,825,5472,6.63,44,44,456.0
Kansas (Big 12),12,2-10,906,5474,6.04,53,58,456.2
Mississippi St. (SEC),13,6-7,957,5968,6.24,50,53,459.1
Ole Miss (SEC),12,5-7,896,5535,6.18,46,50,461.3
Hawaii (Mountain West),14,7-7,1013,6462,6.38,60,67,461.6
Bowling Green (MAC),12,4-8,882,5571,6.32,60,63,464.3
Akron (MAC),12,5-7,924,5592,6.05,49,50,466.0
Arizona (Pac-12),12,3-9,923,5632,6.10,61,62,469.3
Ball St. (MAC),12,4-8,885,5643,6.38,42,46,470.3
Texas St. (Sun Belt),12,2-10,913,5653,6.19,61,63,471.1
Missouri (SEC),12,4-8,949,5756,6.07,45,49,479.7
ULM (Sun Belt),12,4-8,867,5764,6.65,53,60,480.3
South Fla. (AAC),13,11-2,1077,6266,5.82,50,50,482.0
New Mexico St. (Sun Belt),12,3-9,909,5960,6.56,54,60,496.7
Syracuse (ACC),12,4-8,870,6013,6.91,55,61,501.1
Rice (C-USA),12,3-9,815,6054,7.43,55,58,504.5
Fla. Atlantic (C-USA),12,3-9,892,6166,6.91,61,63,513.8
California (Pac-12),12,5-7,927,6219,6.71,62,67,518.3
Oregon (Pac-12),12,4-8,971,6221,6.41,67,68,518.4
Arizona St. (Pac-12),12,5-7,884,6246,7.07,58,61,520.5
Texas Tech (Big 12),12,5-7,943,6652,7.05,65,68,554.3
Coastal Carolina (FBS Independent),12,10-2,788,3981,5.05,31,31,331.8
