Team,Games,Win-Loss,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game
Michigan St. (Big Ten),12,3-9,370,211,11,2668,7.21,12.64,19,222.3
San Jose St. (Mountain West),12,4-8,371,214,15,2665,7.18,12.45,18,222.1
Pittsburgh (ACC),13,8-5,324,189,9,2882,8.90,15.25,28,221.7
Texas St. (Sun Belt),12,2-10,415,257,17,2639,6.36,10.27,14,219.9
Utah (Pac-12),13,9-4,399,212,8,2817,7.06,13.29,15,216.7
Florida (SEC),13,9-4,410,241,15,2805,6.84,11.64,18,215.8
Rice (C-USA),12,3-9,412,241,10,2582,6.27,10.71,16,215.2
Ohio St. (Big Ten),13,11-2,409,255,7,2781,6.80,10.91,26,213.9
UTSA (C-USA),13,6-7,383,216,8,2777,7.25,12.86,26,213.6
South Carolina (SEC),13,6-7,402,248,7,2771,6.89,11.17,12,213.2
Fresno St. (Mountain West),12,1-11,405,210,13,2557,6.31,12.18,13,213.1
Michigan (Big Ten),13,10-3,370,228,7,2756,7.45,12.09,20,212.0
Nebraska (Big Ten),13,9-4,400,201,9,2752,6.88,13.69,18,211.7
Alabama (SEC),15,14-1,417,265,9,3154,7.56,11.90,26,210.3
Fla. Atlantic (C-USA),12,3-9,366,215,13,2521,6.89,11.73,9,210.1
UCF (AAC),13,6-7,448,244,9,2726,6.08,11.17,14,209.7
Mississippi St. (SEC),13,6-7,411,230,10,2726,6.63,11.85,24,209.7
North Texas (C-USA),13,5-8,449,261,13,2708,6.03,10.38,15,208.3
Nevada (Mountain West),12,5-7,356,210,9,2498,7.02,11.90,18,208.2
Utah St. (Mountain West),12,3-9,382,220,9,2469,6.46,11.22,10,205.8
UConn (AAC),12,3-9,380,213,11,2432,6.40,11.42,8,202.7
Buffalo (MAC),12,2-10,397,212,11,2406,6.06,11.35,11,200.5
BYU (FBS Independent),13,9-4,412,245,12,2573,6.25,10.50,15,197.9
Georgia (SEC),13,8-5,386,212,9,2515,6.52,11.86,16,193.5
Charlotte (C-USA),12,4-8,413,214,6,2313,5.60,10.81,17,192.8
ULM (Sun Belt),12,4-8,364,198,16,2304,6.33,11.64,15,192.0
Vanderbilt (SEC),13,6-7,394,210,11,2486,6.31,11.84,9,191.2
LSU (SEC),12,8-4,298,174,7,2281,7.65,13.11,12,190.1
Kentucky (SEC),13,7-6,312,170,12,2419,7.75,14.23,17,186.1
UTEP (C-USA),12,4-8,327,195,8,2204,6.74,11.30,21,183.7
Wisconsin (Big Ten),14,11-3,323,202,10,2507,7.76,12.41,14,179.1
App State (Sun Belt),13,10-3,334,203,8,2327,6.97,11.46,16,179.0
Louisiana (Sun Belt),13,6-7,343,204,13,2317,6.76,11.36,12,178.2
Maryland (Big Ten),13,6-7,342,196,9,2317,6.77,11.82,15,178.2
Arizona (Pac-12),12,3-9,306,157,12,2137,6.98,13.61,13,178.1
Illinois (Big Ten),12,3-9,358,183,9,2095,5.85,11.45,13,174.6
Oregon St. (Pac-12),12,4-8,353,193,11,2086,5.91,10.81,13,173.8
Minnesota (Big Ten),13,9-4,328,181,12,2257,6.88,12.47,9,173.6
Auburn (SEC),13,8-5,289,178,6,2203,7.62,12.38,12,169.5
Wake Forest (ACC),13,7-6,353,190,13,2154,6.10,11.34,9,165.7
UNLV (Mountain West),12,4-8,294,138,10,1955,6.65,14.17,16,162.9
Stanford (Pac-12),13,10-3,305,179,9,2056,6.74,11.49,15,158.2
Kansas St. (Big 12),13,9-4,309,177,5,2041,6.61,11.53,10,157.0
Ga. Southern (Sun Belt),12,5-7,264,147,9,1868,7.08,12.71,13,155.7
Iowa (Big Ten),13,8-5,310,175,10,1991,6.42,11.38,17,153.2
San Diego St. (Mountain West),14,11-3,256,155,6,2023,7.90,13.05,20,144.5
Boston College (ACC),13,7-6,296,150,8,1869,6.31,12.46,14,143.8
Kent St. (MAC),12,3-9,292,147,8,1700,5.82,11.56,11,141.7
Rutgers (Big Ten),12,2-10,332,159,7,1659,5.00,10.43,11,138.3
Air Force (Mountain West),13,10-3,150,68,8,1752,11.68,25.76,14,134.8
Georgia Tech (ACC),13,9-4,160,83,4,1679,10.49,20.23,9,129.2
Navy (AAC),14,9-5,158,93,7,1794,11.35,19.29,9,128.1
Tulane (AAC),12,4-8,258,109,8,1360,5.27,12.48,10,113.3
New Mexico (Mountain West),13,9-4,179,96,6,1389,7.76,14.47,11,106.8
Army West Point (FBS Independent),13,8-5,123,54,11,967,7.86,17.91,7,74.4
Coastal Carolina (FBS Independent),12,10-2,211,127,6,1600,7.58,12.60,15,133.3
