Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game
Sacred Heart (NEC),12,8-4,788,4896,0.00,0,366.2
Weber St. (Big Sky),11,6-5,770,4887,0.00,0,366.0
Eastern Ky. (ASUN),11,7-4,738,7396,0.00,0,363.3
UNI (MVFC),12,6-6,778,4358,0.00,0,363.2
Western Ill. (MVFC),11,2-9,760,6405,0.00,0,363.1
Northwestern St. (Southland),11,3-8,805,7242,0.00,0,362.2
Montana (Big Sky),13,10-3,908,4696,0.00,0,361.2
Jacksonville St. (ASUN),11,5-6,728,5199,0.00,0,360.5
Furman (SoCon),11,6-5,480,5319,0.00,0,359.8
Southeast Mo. St. (OVC),11,4-7,713,6932,0.00,0,359.5
Cornell (Ivy League),10,2-8,678,4536,0.00,0,359.3
Idaho (Big Sky),11,4-7,709,4437,0.00,0,359.1
Elon (CAA),11,6-5,736,4222,0.00,0,356.2
Butler (Pioneer),11,3-8,721,6677,0.00,0,355.5
Harvard (Ivy League),10,8-2,677,5805,0.00,0,354.9
Howard (MEAC),11,3-8,655,5922,0.00,0,353.5
Murray St. (OVC),11,6-5,727,5293,0.00,0,346.3
Duquesne (NEC),10,7-3,624,4387,0.00,0,346.0
South Carolina St. (MEAC),12,7-5,805,7265,0.00,0,345.1
McNeese (Southland),11,4-7,776,6700,0.00,0,344.3
Stony Brook (CAA),11,5-6,741,3778,0.00,0,343.5
Rhode Island (CAA),11,7-4,702,4109,0.00,0,342.9
Youngstown St. (MVFC),10,3-7,668,3694,0.00,0,341.6
N.C. Central (MEAC),11,6-5,692,5500,0.00,0,341.0
William & Mary (CAA),11,6-5,669,3973,0.00,0,340.5
Bethune-Cookman (SWAC),11,2-9,645,5198,0.00,0,339.5
Maine (CAA),11,6-5,709,4436,0.00,0,337.9
Richmond (CAA),11,6-5,730,5838,0.00,0,337.3
Jackson St. (SWAC),13,11-2,808,7879,0.00,0,336.6
Georgetown (Patriot),10,2-8,677,4255,0.00,0,333.7
Wofford (SoCon),11,1-10,629,4796,0.00,0,322.9
Ark.-Pine Bluff (SWAC),11,2-9,702,6651,0.00,0,322.6
Saint Francis (PA) (NEC),11,5-6,634,4562,0.00,0,322.6
Columbia (Ivy League),10,7-3,683,3895,0.00,0,321.3
Colgate (Patriot),11,5-6,697,3901,0.00,0,319.5
Tennessee St. (OVC),11,5-6,684,6084,0.00,0,318.4
N.C. A&T (Big South),11,5-6,666,6511,0.00,0,317.4
Central Conn. St. (NEC),11,4-7,775,5647,0.00,0,315.0
Southern Utah (Big Sky),11,1-10,704,3465,0.00,0,315.0
Towson (CAA),11,4-7,742,4190,0.00,0,312.5
Mississippi Val. (SWAC),11,4-7,706,5588,0.00,0,311.1
Idaho St. (Big Sky),11,1-10,758,3920,0.00,0,310.9
Valparaiso (Pioneer),11,4-7,685,6266,0.00,0,310.5
Cal Poly (Big Sky),11,2-9,778,5472,0.00,0,306.2
Tennessee Tech (OVC),11,3-8,714,5712,0.00,0,304.3
UAlbany (CAA),11,2-9,687,3605,0.00,0,303.2
Alabama St. (SWAC),11,5-6,700,4430,0.00,0,302.8
Penn (Ivy League),10,3-7,630,5276,0.00,0,301.3
Delaware (CAA),11,5-6,695,5718,0.00,0,299.8
Robert Morris (Big South),10,4-6,639,5285,0.00,0,295.2
Delaware St. (MEAC),11,5-6,713,6125,0.00,0,293.9
Marist (Pioneer),10,5-5,574,3443,0.00,0,292.7
Indiana St. (MVFC),11,5-6,683,3916,0.00,0,287.8
Eastern Ill. (OVC),11,1-10,733,4830,0.00,0,285.4
New Hampshire (CAA),11,3-8,646,3503,0.00,0,283.7
Lafayette (Patriot),11,3-8,667,5147,0.00,0,282.0
Drake (Pioneer),10,2-8,614,3481,0.00,0,278.4
Northern Colo. (Big Sky),11,3-8,719,3285,0.00,0,275.4
LIU (NEC),10,2-8,591,4363,0.00,0,270.0
Morgan St. (MEAC),11,2-9,650,5327,0.00,0,267.2
Houston Christian (Southland),11,0-11,725,3963,0.00,0,252.4
Illinois St. (MVFC),11,4-7,619,3775,0.00,0,252.4
Wagner (NEC),11,0-11,716,4440,0.00,0,246.0
Grambling (SWAC),11,4-7,657,4541,0.00,0,235.7
Lamar University (WAC),10,1-9,581,3972,0.00,0,233.3
Lehigh (Patriot),11,3-8,668,3974,0.00,0,230.0
Bucknell (Patriot),11,1-10,647,2459,0.00,0,192.3
Tarleton St. (WAC),11,6-5,709,5928,0.00,0,415.5
North Ala. (Big South),11,3-8,711,5520,0.00,0,366.9
Utah Tech (WAC),11,1-10,781,6970,0.00,0,340.2
Merrimack (NEC),11,5-6,722,4774,0.00,0,336.9
St. Thomas (MN) (Pioneer),10,7-3,669,5324,0.00,0,318.1
