Team,Games,Win-Loss,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed
Southern Ill. (MVFC),13,8-5,538,2332,4.33,23,179.4
Brown (Ivy League),10,2-8,354,1794,5.07,27,179.4
Northwestern St. (Southland),11,3-8,436,1977,4.53,29,179.7
UAlbany (CAA),11,2-9,404,2030,5.02,22,184.5
UC Davis (Big Sky),12,8-4,451,2225,4.93,18,185.4
Morehead St. (Pioneer),11,7-4,439,2052,4.67,21,186.5
N.C. Central (MEAC),11,6-5,402,2078,5.17,18,188.9
Alabama A&M (SWAC),10,7-3,332,1929,5.81,22,192.9
Presbyterian (Pioneer),11,2-9,407,2149,5.28,50,195.4
Georgetown (Patriot),10,2-8,392,1975,5.04,24,197.5
Lamar University (WAC),10,1-9,359,1981,5.52,28,198.1
Southern Utah (Big Sky),11,1-10,431,2200,5.10,29,200.0
LIU (NEC),10,2-8,394,2041,5.18,26,204.1
Butler (Pioneer),11,3-8,405,2248,5.55,31,204.4
Fordham (Patriot),11,6-5,534,2251,4.22,32,204.6
Western Ill. (MVFC),11,2-9,427,2317,5.43,28,210.6
The Citadel (SoCon),11,4-7,410,2338,5.70,28,212.5
Cal Poly (Big Sky),11,2-9,502,2377,4.74,30,216.1
Houston Christian (Southland),11,0-11,477,2400,5.03,27,218.2
Texas Southern (SWAC),10,2-8,416,2228,5.36,27,222.8
Youngstown St. (MVFC),10,3-7,344,2231,6.49,22,223.1
Wofford (SoCon),11,1-10,473,2525,5.34,26,229.5
VMI (SoCon),11,6-5,489,2562,5.24,34,232.9
Bucknell (Patriot),11,1-10,474,2661,5.61,34,241.9
Samford (SoCon),11,4-7,550,2683,4.88,32,243.9
Western Caro. (SoCon),11,4-7,503,2855,5.68,43,259.5
St. Thomas (MN) (Pioneer),10,7-3,332,1204,3.63,10,120.4
Merrimack (NEC),11,5-6,433,1876,4.33,17,170.5
Tarleton St. (WAC),11,6-5,435,1920,4.41,13,174.5
North Ala. (Big South),11,3-8,418,2100,5.02,20,190.9
Utah Tech (WAC),11,1-10,468,2638,5.64,31,239.8
