Team,Games,Win-Loss,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game
Prairie View (SWAC),12,7-5,353,210,13,2705,7.66,12.88,17,225.4
Northern Ariz. (Big Sky),11,5-6,364,213,10,2461,6.76,11.55,18,223.7
Montana (Big Sky),13,10-3,410,252,13,2902,7.08,11.52,19,223.2
Bethune-Cookman (SWAC),11,2-9,340,180,14,2453,7.21,13.63,18,223.0
UNI (MVFC),12,6-6,345,188,15,2672,7.74,14.21,17,222.7
Florida A&M (SWAC),12,9-3,408,235,7,2661,6.52,11.32,23,221.8
Cal Poly (Big Sky),11,2-9,412,212,15,2407,5.84,11.35,12,218.8
Weber St. (Big Sky),11,6-5,331,198,8,2384,7.20,12.04,14,216.7
Stetson (Pioneer),10,3-7,344,197,10,2166,6.30,10.99,15,216.6
Abilene Christian (WAC),11,5-6,324,212,12,2376,7.33,11.21,18,216.0
UAlbany (CAA),11,2-9,326,183,7,2339,7.17,12.78,11,212.6
Northwestern St. (Southland),11,3-8,378,229,10,2336,6.18,10.20,14,212.4
Dartmouth (Ivy League),10,9-1,266,183,3,2123,7.98,11.60,18,212.3
Robert Morris (Big South),10,4-6,324,194,8,2120,6.54,10.93,15,212.0
Villanova (CAA),13,10-3,350,197,10,2730,7.80,13.86,25,210.0
Maine (CAA),11,6-5,347,187,6,2306,6.65,12.33,18,209.6
Rhode Island (CAA),11,7-4,313,166,7,2303,7.36,13.87,19,209.4
N.C. Central (MEAC),11,6-5,342,196,6,2292,6.70,11.69,15,208.4
Jacksonville St. (ASUN),11,5-6,358,191,9,2285,6.38,11.96,13,207.7
South Dakota (MVFC),12,7-5,314,199,9,2479,7.89,12.46,18,206.6
South Carolina St. (MEAC),12,7-5,387,193,14,2478,6.40,12.84,18,206.5
Tennessee St. (OVC),11,5-6,320,179,6,2240,7.00,12.51,13,203.6
Holy Cross (Patriot),13,10-3,351,210,9,2624,7.48,12.50,21,201.8
Mercer (SoCon),10,7-3,225,131,12,2000,8.89,15.27,15,200.0
Ark.-Pine Bluff (SWAC),11,2-9,354,178,14,2166,6.12,12.17,9,196.9
Marist (Pioneer),10,5-5,283,168,7,1962,6.93,11.68,16,196.2
ETSU (SoCon),13,11-2,350,216,6,2544,7.27,11.78,20,195.7
Houston Christian (Southland),11,0-11,432,241,19,2149,4.97,8.92,13,195.4
Central Conn. St. (NEC),11,4-7,362,194,9,2133,5.89,10.99,16,193.9
Eastern Ill. (OVC),11,1-10,398,189,17,2125,5.34,11.24,8,193.2
Richmond (CAA),11,6-5,329,190,8,2112,6.42,11.12,15,192.0
Harvard (Ivy League),10,8-2,293,165,8,1919,6.55,11.63,13,191.9
Alabama St. (SWAC),11,5-6,337,202,10,2104,6.24,10.42,18,191.3
McNeese (Southland),11,4-7,310,180,3,2088,6.74,11.60,14,189.8
Towson (CAA),11,4-7,347,192,15,2085,6.01,10.86,14,189.5
Idaho St. (Big Sky),11,1-10,345,182,14,2074,6.01,11.40,11,188.5
Idaho (Big Sky),11,4-7,278,163,13,2073,7.46,12.72,9,188.5
N.C. A&T (Big South),11,5-6,289,159,9,2067,7.15,13.00,12,187.9
Duquesne (NEC),10,7-3,268,153,8,1860,6.94,12.16,19,186.0
Lafayette (Patriot),11,3-8,312,186,9,2015,6.46,10.83,5,183.2
Montana St. (Big Sky),15,12-3,338,201,4,2718,8.04,13.52,25,181.2
Butler (Pioneer),11,3-8,281,161,14,1991,7.09,12.37,11,181.0
Delaware (CAA),11,5-6,290,163,10,1981,6.83,12.15,12,180.1
UT Martin (OVC),13,10-3,362,208,10,2316,6.40,11.13,17,178.2
Indiana St. (MVFC),11,5-6,337,196,11,1952,5.79,9.96,10,177.5
Saint Francis (PA) (NEC),11,5-6,261,153,5,1939,7.43,12.67,17,176.3
Furman (SoCon),11,6-5,269,149,9,1933,7.19,12.97,11,175.7
Penn (Ivy League),10,3-7,287,147,12,1757,6.12,11.95,8,175.7
Drake (Pioneer),10,2-8,281,156,11,1742,6.20,11.17,8,174.2
New Hampshire (CAA),11,3-8,332,193,12,1913,5.76,9.91,16,173.9
Southern U. (SWAC),11,4-7,277,166,10,1861,6.72,11.21,15,169.2
Chattanooga (SoCon),11,6-5,268,147,13,1856,6.93,12.63,7,168.7
Valparaiso (Pioneer),11,4-7,290,163,16,1848,6.37,11.34,11,168.0
Northern Colo. (Big Sky),11,3-8,360,212,11,1845,5.12,8.70,10,167.7
Mississippi Val. (SWAC),11,4-7,284,160,10,1842,6.49,11.51,11,167.5
Stony Brook (CAA),11,5-6,275,150,11,1841,6.69,12.27,9,167.4
LIU (NEC),10,2-8,267,146,5,1663,6.23,11.39,10,166.3
Southeast Mo. St. (OVC),11,4-7,274,137,9,1803,6.58,13.16,14,163.9
Columbia (Ivy League),10,7-3,279,154,3,1633,5.85,10.60,10,163.3
Colgate (Patriot),11,5-6,283,155,11,1782,6.30,11.50,6,162.0
Murray St. (OVC),11,6-5,277,148,15,1781,6.43,12.03,5,161.9
Tennessee Tech (OVC),11,3-8,311,164,19,1760,5.66,10.73,10,160.0
Lehigh (Patriot),11,3-8,315,181,10,1745,5.54,9.64,5,158.6
Sacred Heart (NEC),12,8-4,248,146,8,1859,7.50,12.73,9,154.9
Delaware St. (MEAC),11,5-6,256,136,5,1668,6.52,12.26,21,151.6
North Dakota St. (MVFC),15,14-1,257,159,7,2263,8.81,14.23,20,150.9
Morgan St. (MEAC),11,2-9,318,159,15,1613,5.07,10.14,8,146.6
William & Mary (CAA),11,6-5,219,127,10,1487,6.79,11.71,9,135.2
Youngstown St. (MVFC),10,3-7,238,138,11,1339,5.63,9.70,11,133.9
Illinois St. (MVFC),11,4-7,224,116,7,1373,6.13,11.84,9,124.8
Kennesaw St. (Big South),13,11-2,151,89,4,1606,10.64,18.04,18,123.5
Grambling (SWAC),11,4-7,296,131,11,1354,4.57,10.34,10,123.1
Bucknell (Patriot),11,1-10,314,154,13,1336,4.25,8.68,6,121.5
Wofford (SoCon),11,1-10,176,90,8,1257,7.14,13.97,9,114.3
Wagner (NEC),11,0-11,225,109,10,1212,5.39,11.12,7,110.2
Davidson (Pioneer),11,8-3,139,83,7,1179,8.48,14.20,12,107.2
The Citadel (SoCon),11,4-7,133,65,5,1158,8.71,17.82,7,105.3
Lamar University (WAC),10,1-9,172,80,5,1029,5.98,12.86,4,102.9
Merrimack (NEC),11,5-6,422,286,16,2929,6.94,10.24,30,266.3
North Ala. (Big South),11,3-8,372,226,13,2901,7.80,12.84,26,263.7
Utah Tech (WAC),11,1-10,458,255,20,2786,6.08,10.93,13,253.3
Tarleton St. (WAC),11,6-5,329,199,10,2639,8.02,13.26,20,239.9
St. Thomas (MN) (Pioneer),10,7-3,260,130,13,1539,5.92,11.84,5,153.9
