Team,Games,Win-Loss,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed
Coastal Carolina (Sun Belt),12,5-7,178,290,2477,20,8.54,13.92,206.4
Maryland (Big Ten),12,5-7,184,339,2478,19,7.31,13.47,206.5
New Mexico St. (FBS Independent),12,3-9,192,325,2490,20,7.66,12.97,207.5
Notre Dame (FBS Independent),13,12-1,276,485,2703,10,5.57,9.79,207.9
Miami (OH) (MAC),12,6-6,212,364,2502,21,6.87,11.80,208.5
Pittsburgh (ACC),14,7-7,229,410,2930,24,7.15,12.79,209.3
Massachusetts (FBS Independent),12,4-8,179,280,2520,25,9.00,14.08,210.0
Ball St. (MAC),12,4-8,229,353,2525,13,7.15,11.03,210.4
Georgia Tech (ACC),13,7-6,235,363,2747,24,7.57,11.69,211.3
UCF (AAC),13,12-1,229,413,2748,16,6.65,12.00,211.4
Minnesota (Big Ten),13,7-6,265,409,2761,21,6.75,10.42,212.4
Middle Tenn. (C-USA),14,8-6,248,432,2985,27,6.91,12.04,213.2
Utah (Pac-12),14,9-5,272,469,3014,18,6.43,11.08,215.3
Ga. Southern (Sun Belt),13,10-3,239,386,2815,14,7.29,11.78,216.5
Louisiana (Sun Belt),14,7-7,216,348,3035,22,8.72,14.05,216.8
Washington St. (Pac-12),13,11-2,231,391,2835,17,7.25,12.27,218.1
Troy (Sun Belt),13,10-3,227,388,2850,19,7.35,12.56,219.2
Auburn (SEC),13,8-5,234,422,2853,16,6.76,12.19,219.5
Western Mich. (MAC),13,7-6,205,328,2870,30,8.75,14.00,220.8
Tennessee (SEC),12,5-7,221,351,2675,21,7.62,12.10,222.9
Southern California (Pac-12),12,5-7,239,408,2679,20,6.57,11.21,223.3
Michigan St. (Big Ten),13,7-6,280,477,2928,14,6.14,10.46,225.2
Virginia Tech (ACC),13,6-7,233,391,2969,18,7.59,12.74,228.4
North Carolina (ACC),11,2-9,196,346,2517,17,7.27,12.84,228.8
South Carolina (SEC),13,7-6,262,422,2977,12,7.05,11.36,229.0
San Diego St. (Mountain West),13,7-6,242,401,3001,18,7.48,12.40,230.8
Charlotte (C-USA),12,5-7,219,332,2780,20,8.37,12.69,231.7
Colorado St. (Mountain West),12,3-9,192,304,2789,30,9.17,14.53,232.4
SMU (AAC),12,5-7,241,384,2795,23,7.28,11.60,232.9
Boise St. (Mountain West),13,10-3,240,382,3029,17,7.93,12.62,233.0
Arizona St. (Pac-12),13,7-6,246,408,3040,20,7.45,12.36,233.8
Iowa St. (Big 12),13,8-5,276,440,3044,23,6.92,11.03,234.2
Marshall (C-USA),13,9-4,256,454,3048,17,6.71,11.91,234.5
Colorado (Pac-12),12,5-7,229,404,2816,23,6.97,12.30,234.7
Navy (AAC),13,3-10,245,360,3053,24,8.48,12.46,234.8
Hawaii (Mountain West),14,8-6,242,395,3291,28,8.33,13.60,235.1
Utah St. (Mountain West),13,11-2,244,455,3074,18,6.76,12.60,236.5
Nebraska (Big Ten),12,4-8,238,425,2853,15,6.71,11.99,237.8
Fla. Atlantic (C-USA),12,5-7,241,379,2861,22,7.55,11.87,238.4
Georgia St. (Sun Belt),12,2-10,219,301,2862,26,9.51,13.07,238.5
Indiana (Big Ten),12,5-7,225,369,2887,27,7.82,12.83,240.6
Oregon (Pac-12),13,9-4,257,453,3141,24,6.93,12.22,241.6
Baylor (Big 12),13,7-6,247,412,3147,25,7.64,12.74,242.1
Air Force (Mountain West),12,5-7,200,326,2928,23,8.98,14.64,244.0
Vanderbilt (SEC),13,6-7,257,419,3175,22,7.58,12.35,244.2
Ohio St. (Big Ten),14,13-1,272,489,3433,18,7.02,12.62,245.2
Arkansas (SEC),12,2-10,220,347,2944,22,8.48,13.38,245.3
UCLA (Pac-12),12,3-9,226,371,2946,19,7.94,13.04,245.5
Nevada (Mountain West),13,8-5,266,449,3192,28,7.11,12.00,245.5
South Alabama (Sun Belt),12,3-9,207,320,2948,26,9.21,14.24,245.7
Kansas St. (Big 12),12,5-7,255,424,2949,20,6.96,11.56,245.8
Kansas (Big 12),12,3-9,234,361,2961,23,8.20,12.65,246.8
Kent St. (MAC),12,2-10,208,352,2964,20,8.42,14.25,247.0
ULM (Sun Belt),12,6-6,239,333,2965,25,8.90,12.41,247.1
NIU (MAC),14,8-6,272,479,3469,17,7.24,12.75,247.8
Boston College (ACC),12,7-5,251,442,2975,17,6.73,11.85,247.9
Western Ky. (C-USA),12,3-9,228,406,2985,17,7.35,13.09,248.8
Texas A&M (SEC),13,9-4,244,402,3291,26,8.19,13.49,253.2
Ohio (MAC),13,9-4,256,422,3300,24,7.82,12.89,253.8
North Texas (C-USA),13,9-4,248,468,3312,18,7.08,13.35,254.8
Oregon St. (Pac-12),12,2-10,235,369,3059,33,8.29,13.02,254.9
Old Dominion (C-USA),12,4-8,248,407,3060,25,7.52,12.34,255.0
Toledo (MAC),13,7-6,283,467,3316,20,7.10,11.72,255.1
New Mexico (Mountain West),12,3-9,209,362,3072,23,8.49,14.70,256.0
Memphis (AAC),14,8-6,276,481,3589,24,7.46,13.00,256.4
West Virginia (Big 12),12,8-4,247,389,3104,22,7.98,12.57,258.7
Tulane (AAC),13,7-6,239,457,3373,25,7.38,14.11,259.5
NC State (ACC),13,9-4,267,454,3394,18,7.48,12.71,261.1
Northwestern (Big Ten),14,9-5,323,505,3657,21,7.24,11.32,261.2
Texas (Big 12),14,10-4,300,496,3660,26,7.38,12.20,261.4
Ole Miss (SEC),12,5-7,250,395,3140,26,7.95,12.56,261.7
Missouri (SEC),13,8-5,248,445,3406,24,7.65,13.73,262.0
Illinois (Big Ten),12,4-8,236,372,3157,30,8.49,13.38,263.1
Stanford (Pac-12),13,9-4,283,466,3432,14,7.36,12.13,264.0
Syracuse (ACC),13,10-3,255,463,3433,20,7.41,13.46,264.1
Wake Forest (ACC),13,7-6,308,489,3459,26,7.07,11.23,266.1
Oklahoma St. (Big 12),13,7-6,279,452,3472,27,7.68,12.44,267.1
UNLV (Mountain West),12,4-8,225,381,3211,29,8.43,14.27,267.6
Florida St. (ACC),12,5-7,246,451,3224,30,7.15,13.11,268.7
Arizona (Pac-12),12,5-7,281,440,3234,27,7.35,11.51,269.5
East Carolina (AAC),12,3-9,237,384,3241,31,8.44,13.68,270.1
UTSA (C-USA),12,3-9,229,350,3303,25,9.44,14.42,275.3
Houston (AAC),13,8-5,279,470,3582,19,7.62,12.84,275.5
Rice (C-USA),13,2-11,247,392,3641,28,9.29,14.74,280.1
UConn (AAC),12,1-11,227,317,3389,33,10.69,14.93,282.4
San Jose St. (Mountain West),12,1-11,252,418,3407,31,8.15,13.52,283.9
Purdue (Big Ten),13,6-7,301,483,3701,22,7.66,12.30,284.7
Texas Tech (Big 12),12,5-7,246,434,3460,28,7.97,14.07,288.3
Oklahoma (Big 12),14,12-2,315,488,4116,28,8.43,13.07,294.0
Liberty (FBS Independent),12,6-6,234,413,3155,26,7.64,13.48,262.9
