Team,Games,Win-Loss,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game
Syracuse (ACC),13,10-3,461,271,12,3441,7.46,12.70,22,264.7
San Jose St. (Mountain West),12,1-11,449,258,13,3146,7.01,12.19,21,262.2
Middle Tenn. (C-USA),14,8-6,487,336,11,3650,7.49,10.86,29,260.7
Texas (Big 12),14,10-4,476,310,6,3615,7.59,11.66,28,258.2
Indiana (Big Ten),12,5-7,481,316,13,3094,6.43,9.79,20,257.8
UCF (AAC),13,12-1,392,224,7,3347,8.54,14.94,29,257.5
Notre Dame (FBS Independent),13,12-1,418,268,13,3347,8.01,12.49,23,257.5
Arizona (Pac-12),12,5-7,389,216,10,3063,7.87,14.18,29,255.3
Southern Miss. (C-USA),11,6-5,389,269,13,2805,7.21,10.43,19,255.0
Virginia Tech (ACC),13,6-7,429,250,10,3300,7.69,13.20,29,253.8
Temple (AAC),13,8-5,443,252,19,3297,7.44,13.08,20,253.6
Ball St. (MAC),12,4-8,476,288,12,3035,6.38,10.54,17,252.9
Texas A&M (SEC),13,9-4,442,254,9,3284,7.43,12.93,25,252.6
Louisiana Tech (C-USA),13,8-5,477,271,11,3246,6.81,11.98,16,249.7
Colorado (Pac-12),12,5-7,420,271,12,2995,7.13,11.05,19,249.6
Oregon St. (Pac-12),12,2-10,430,259,9,2990,6.95,11.54,17,249.2
North Carolina (ACC),11,2-9,415,244,14,2740,6.60,11.23,14,249.1
Southern California (Pac-12),12,5-7,402,244,10,2989,7.44,12.25,18,249.1
Oregon (Pac-12),13,9-4,418,246,8,3222,7.71,13.10,29,247.8
ULM (Sun Belt),12,6-6,387,239,12,2970,7.67,12.43,17,247.5
Nebraska (Big Ten),12,4-8,404,257,11,2966,7.34,11.54,19,247.2
Duke (ACC),13,8-5,476,278,10,3199,6.72,11.51,31,246.1
FIU (C-USA),13,9-4,383,251,8,3194,8.34,12.73,27,245.7
South Fla. (AAC),13,7-6,432,252,12,3168,7.33,12.57,17,243.7
Vanderbilt (SEC),13,6-7,416,258,6,3168,7.62,12.28,24,243.7
Memphis (AAC),14,8-6,413,256,10,3405,8.24,13.30,28,243.2
Iowa St. (Big 12),13,8-5,363,237,9,3132,8.63,13.22,20,240.9
Northwestern (Big Ten),14,9-5,528,319,16,3352,6.35,10.51,17,239.4
Bowling Green (MAC),12,3-9,405,250,13,2864,7.07,11.46,29,238.7
Washington (Pac-12),14,10-4,405,264,12,3337,8.24,12.64,19,238.4
UCLA (Pac-12),12,3-9,403,239,10,2853,7.08,11.94,13,237.8
Western Mich. (MAC),13,7-6,396,243,9,3086,7.79,12.70,20,237.4
Fla. Atlantic (C-USA),12,5-7,364,226,15,2844,7.81,12.58,14,237.0
Wake Forest (ACC),13,7-6,442,247,13,3069,6.94,12.43,25,236.1
Arizona St. (Pac-12),13,7-6,397,247,7,3025,7.62,12.25,20,232.7
LSU (SEC),13,10-3,387,224,5,2970,7.67,13.26,17,228.5
Marshall (C-USA),13,9-4,433,240,13,2965,6.85,12.35,20,228.1
Toledo (MAC),13,7-6,395,220,11,2963,7.50,13.47,32,227.9
Western Ky. (C-USA),12,3-9,431,254,10,2722,6.32,10.72,15,226.8
Eastern Mich. (MAC),13,7-6,387,246,4,2947,7.61,11.98,21,226.7
Iowa (Big Ten),13,9-4,408,242,11,2946,7.22,12.17,27,226.6
Georgia (SEC),14,11-3,356,241,6,3165,8.89,13.13,34,226.1
Buffalo (MAC),14,10-4,419,230,13,3155,7.53,13.72,28,225.4
Auburn (SEC),13,8-5,382,233,5,2892,7.57,12.41,21,222.5
Cincinnati (AAC),13,11-2,374,227,7,2847,7.61,12.54,22,219.0
Penn St. (Big Ten),13,9-4,379,205,8,2835,7.48,13.83,21,218.1
Michigan St. (Big Ten),13,7-6,497,255,14,2824,5.68,11.07,12,217.2
Utah (Pac-12),14,9-5,408,251,12,3021,7.40,12.04,19,215.8
Michigan (Big Ten),13,10-3,347,223,9,2804,8.08,12.57,24,215.7
Troy (Sun Belt),13,10-3,372,248,8,2799,7.52,11.29,25,215.3
Boston College (ACC),12,7-5,337,195,9,2583,7.66,13.25,25,215.3
Florida (SEC),13,10-3,364,217,6,2776,7.63,12.79,28,213.5
Miami (OH) (MAC),12,6-6,376,226,5,2547,6.77,11.27,17,212.3
Kent St. (MAC),12,2-10,420,247,10,2543,6.05,10.30,14,211.9
BYU (FBS Independent),13,7-6,373,236,7,2753,7.38,11.67,18,211.8
Virginia (ACC),13,8-5,358,228,9,2751,7.68,12.07,26,211.6
TCU (Big 12),13,7-6,410,239,15,2749,6.70,11.50,18,211.5
Louisville (ACC),12,2-10,394,210,15,2533,6.43,12.06,10,211.1
Minnesota (Big Ten),13,7-6,346,190,14,2714,7.84,14.28,20,208.8
Ohio (MAC),13,9-4,311,185,8,2707,8.70,14.63,25,208.2
Georgia St. (Sun Belt),12,2-10,352,207,6,2481,7.05,11.99,15,206.8
Louisiana (Sun Belt),14,7-7,348,220,14,2878,8.27,13.08,27,205.6
UAB (C-USA),14,11-3,340,191,16,2862,8.42,14.98,18,204.4
South Alabama (Sun Belt),12,3-9,319,200,10,2439,7.65,12.20,19,203.3
Akron (MAC),12,4-8,374,187,14,2390,6.39,12.78,16,199.2
Tennessee (SEC),12,5-7,297,176,5,2357,7.94,13.39,15,196.4
Arkansas (SEC),12,2-10,370,202,18,2307,6.24,11.42,17,192.3
Kansas (Big 12),12,3-9,392,229,4,2307,5.89,10.07,18,192.3
App State (Sun Belt),13,11-2,319,196,12,2478,7.77,12.64,27,190.6
San Diego St. (Mountain West),13,7-6,312,166,7,2433,7.80,14.66,14,187.2
California (Pac-12),13,7-6,423,254,20,2421,5.72,9.53,16,186.2
UTEP (C-USA),12,1-11,324,161,19,2208,6.81,13.71,10,184.0
Tulane (AAC),13,7-6,300,151,7,2378,7.93,15.75,15,182.9
Texas St. (Sun Belt),12,3-9,331,195,12,2186,6.60,11.21,15,182.2
Coastal Carolina (Sun Belt),12,5-7,265,164,7,2168,8.18,13.22,19,180.7
Charlotte (C-USA),12,5-7,304,182,8,2166,7.13,11.90,10,180.5
UConn (AAC),12,1-11,351,199,17,2147,6.12,10.79,20,178.9
New Mexico (Mountain West),12,3-9,288,153,17,2127,7.39,13.90,21,177.3
Tulsa (AAC),12,3-9,317,171,10,2125,6.70,12.43,13,177.1
Rice (C-USA),13,2-11,368,197,16,2272,6.17,11.53,13,174.8
Mississippi St. (SEC),13,8-5,323,165,10,2259,6.99,13.69,22,173.8
Miami (FL) (ACC),13,7-6,356,182,14,2175,6.11,11.95,19,167.3
UNLV (Mountain West),12,4-8,348,178,12,2002,5.75,11.25,24,166.8
Illinois (Big Ten),12,4-8,329,177,14,1988,6.04,11.23,10,165.7
Kansas St. (Big 12),12,5-7,290,166,7,1945,6.71,11.72,11,162.1
Kentucky (SEC),13,10-3,296,194,10,2099,7.09,10.82,14,161.5
UTSA (C-USA),12,3-9,404,204,10,1918,4.75,9.40,9,159.8
Wisconsin (Big Ten),13,8-5,304,179,14,2050,6.74,11.45,19,157.7
NIU (MAC),14,8-6,401,236,11,2175,5.42,9.22,15,155.4
Pittsburgh (ACC),14,7-7,316,182,6,1985,6.28,10.91,12,141.8
Maryland (Big Ten),12,5-7,241,125,5,1695,7.03,13.56,12,141.3
Central Mich. (MAC),12,1-11,362,176,18,1614,4.46,9.17,10,134.5
Rutgers (Big Ten),12,1-11,351,171,22,1586,4.52,9.27,5,132.2
Wyoming (Mountain West),12,6-6,276,135,4,1576,5.71,11.67,8,131.3
Air Force (Mountain West),12,5-7,168,93,5,1576,9.38,16.95,10,131.3
Georgia Tech (ACC),13,7-6,126,56,4,1089,8.64,19.45,7,83.8
Army West Point (FBS Independent),13,11-2,98,52,3,1041,10.62,20.02,7,80.1
Ga. Southern (Sun Belt),13,10-3,117,70,0,1027,8.78,14.67,10,79.0
Navy (AAC),13,3-10,129,54,5,947,7.34,17.54,5,72.8
Liberty (FBS Independent),12,6-6,448,245,18,3138,7.00,12.81,21,261.5
