Team,Games,Win-Loss,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game
Maryland (Big Ten),13,7-6,418,228,14,2863,6.85,12.56,19,220.2
UAB (C-USA),12,6-6,328,203,12,2637,8.04,12.99,17,219.8
Middle Tenn. (C-USA),12,6-6,343,224,13,2610,7.61,11.65,17,217.5
Virginia Tech (ACC),13,7-6,456,271,15,2826,6.20,10.43,19,217.4
Northwestern (Big Ten),12,5-7,455,261,14,2598,5.71,9.95,10,216.5
Duke (ACC),13,9-4,471,268,8,2814,5.97,10.50,23,216.5
Ball St. (MAC),12,5-7,409,232,7,2590,6.33,11.16,19,215.8
Hawaii (Mountain West),13,4-9,469,231,14,2794,5.96,12.10,15,214.9
Nebraska (Big Ten),13,9-4,359,190,12,2757,7.68,14.51,24,212.1
Ohio (MAC),12,6-6,375,202,9,2474,6.60,12.25,11,206.2
NC State (ACC),13,8-5,381,224,6,2652,6.96,11.84,24,204.0
Oklahoma (Big 12),13,8-5,386,210,17,2646,6.85,12.60,17,203.5
Kansas (Big 12),12,3-9,376,204,13,2435,6.48,11.94,14,202.9
Tulane (AAC),12,3-9,443,240,18,2415,5.45,10.06,13,201.3
Temple (AAC),12,6-6,403,214,16,2408,5.98,11.25,13,200.7
Washington (Pac-12),14,8-6,400,255,6,2801,7.00,10.98,19,200.1
Texas (Big 12),13,6-7,418,243,11,2599,6.22,10.70,14,199.9
Georgia (SEC),13,10-3,322,217,6,2599,8.07,11.98,24,199.9
Fla. Atlantic (C-USA),12,3-9,365,206,5,2394,6.56,11.62,18,199.5
Troy (Sun Belt),12,3-9,357,238,4,2385,6.68,10.02,12,198.8
Utah St. (Mountain West),14,10-4,389,243,11,2782,7.15,11.45,20,198.7
Utah (Pac-12),13,9-4,378,229,8,2570,6.80,11.22,20,197.7
South Alabama (Sun Belt),13,6-7,412,218,17,2561,6.22,11.75,17,197.0
South Fla. (AAC),12,4-8,364,179,11,2361,6.49,13.19,11,196.8
Nevada (Mountain West),13,7-6,406,239,11,2498,6.15,10.45,18,192.2
NIU (MAC),14,11-3,385,229,3,2689,6.98,11.74,19,192.1
Louisiana (Sun Belt),13,9-4,370,238,9,2489,6.73,10.46,15,191.5
Missouri (SEC),14,11-3,415,221,13,2648,6.38,11.98,25,189.1
Arkansas (SEC),13,7-6,359,199,6,2444,6.81,12.28,21,188.0
Purdue (Big Ten),12,3-9,434,233,16,2249,5.18,9.65,16,187.4
Pittsburgh (),13,6-7,308,188,7,2417,7.85,12.86,17,185.9
Syracuse (ACC),12,3-9,383,207,17,2209,5.77,10.67,6,184.1
Florida (SEC),12,7-5,324,169,14,2159,6.66,12.78,18,179.9
Vanderbilt (SEC),12,3-9,357,180,19,2149,6.02,11.94,13,179.1
San Diego St. (Mountain West),13,7-6,349,183,15,2319,6.64,12.67,10,178.4
Wake Forest (ACC),12,3-9,385,225,14,2116,5.50,9.40,12,176.3
UTSA (C-USA),12,4-8,356,203,12,2104,5.91,10.36,7,175.3
North Texas (C-USA),12,4-8,331,181,13,2073,6.26,11.45,13,172.8
Michigan (Big Ten),12,5-7,326,189,18,2042,6.26,10.80,10,170.2
UConn (AAC),12,2-10,340,185,12,2032,5.98,10.98,12,169.3
SMU (AAC),12,1-11,430,230,14,2024,4.71,8.80,6,168.7
FIU (C-USA),12,4-8,324,171,10,2016,6.22,11.79,15,168.0
LSU (SEC),13,8-5,276,138,9,2118,7.67,15.35,17,162.9
Eastern Mich. (MAC),12,2-10,320,167,11,1821,5.69,10.90,13,151.8
Wisconsin (Big Ten),14,11-3,322,177,16,2082,6.47,11.76,15,148.7
Air Force (Mountain West),13,10-3,206,117,4,1893,9.19,16.18,15,145.6
UTEP (C-USA),13,7-6,287,159,6,1858,6.47,11.69,12,142.9
Minnesota (Big Ten),13,8-5,254,127,9,1844,7.26,14.52,12,141.8
Indiana (Big Ten),12,4-8,313,168,9,1697,5.42,10.10,7,141.4
Georgia Tech (ACC),14,11-3,203,106,6,1882,9.27,17.75,19,134.4
Boston College (ACC),13,7-6,243,135,10,1681,6.92,12.45,13,129.3
New Mexico (Mountain West),12,4-8,149,76,6,1069,7.17,14.07,7,89.1
Navy (FBS Independent),13,8-5,130,62,5,1058,8.14,17.06,9,81.4
Army West Point (FBS Independent),12,4-8,105,50,2,747,7.11,14.94,3,62.3
Old Dominion (C-USA),12,6-6,458,290,16,3510,7.66,12.10,30,292.5
Charlotte (FBS Independent),11,5-6,350,189,11,2915,8.33,15.42,19,265.0
App State (Sun Belt),12,7-5,340,205,11,2637,7.76,12.86,21,219.8
Ga. Southern (Sun Belt),12,9-3,155,90,4,1286,8.30,14.29,7,107.2
