Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
Michigan St. (Big Ten),13,11-2,994.0,6510.0,6.55,70.0,500.8,807.0,4105.0,5.09,35.0,36.0,315.8,16.0,18.0,34.0,6.0,9.0,15.0,19.0,1.46,459:35,35:21,62.0,44.0,423.0,84.0,6.5,11.0,53.0,0.85,74.0,73.0,0.0,0.0,14.0,0.0,559.0,43.0,36.0,31.0,3.0,0.0,9.0,0.0,280.0,21.5,594.0,3057.0,5.15,44.0,235.2,363.0,1150.0,3.17,18.0,88.5,68.0,31.0,18.0,10.0,59.0,0.868,30.0,14.0,7.0,5.0,26.0,0.867,18.0,194.0,1.0,10.78,18.0,194.0,1.0,10.78,400.0,236.0,9.0,3453.0,8.63,14.63,26.0,265.6,234.0,444.0,2955.0,17.0,6.66,12.63,227.3,51.0,1144.0,0.0,22.43,51.0,1144.0,0.0,22.43,67.0,112.0,20.0,199.0,67.0,112.0,20.0,199.0,80.0,754.0,58.0,194.0,97.0,0.5,57.0,182.0,0.313,9.0,17.0,0.529,10.0,21.0,0.476
West Virginia (Big 12),13,7-6,1097.0,6497.0,5.92,44.0,499.8,957.0,5192.0,5.43,38.0,42.0,399.4,2.0,12.0,14.0,19.0,10.0,29.0,-15.0,-1.15,388:26,29:52,70.0,26.0,278.0,83.0,6.4,31.0,228.0,2.38,49.0,47.0,0.0,0.0,30.0,2.0,435.0,33.5,42.0,42.0,0.0,0.0,21.0,1.0,359.0,27.6,563.0,2376.0,4.22,18.0,182.8,502.0,2186.0,4.35,20.0,168.2,50.0,16.0,10.0,14.0,40.0,0.8,41.0,16.0,8.0,11.0,35.0,0.854,17.0,232.0,3.0,13.65,17.0,232.0,3.0,13.65,534.0,340.0,10.0,4121.0,7.72,12.12,26.0,317.0,241.0,455.0,3006.0,18.0,6.61,12.47,231.2,49.0,1094.0,1.0,22.33,49.0,1094.0,1.0,22.33,99.0,135.0,23.0,257.0,99.0,135.0,23.0,257.0,85.0,757.0,58.23,229.0,97.0,0.424,65.0,207.0,0.314,10.0,22.0,0.455,7.0,23.0,0.304
California (Pac-12),12,5-7,975.0,5942.0,6.09,59.0,495.2,980.0,6141.0,6.27,61.0,63.0,511.8,5.0,12.0,17.0,10.0,10.0,20.0,-3.0,-0.25,359:35,29:57,44.0,22.0,229.0,55.0,4.6,28.0,209.0,2.33,61.0,56.0,1.0,0.0,11.0,1.0,459.0,38.3,63.0,60.0,0.0,0.0,13.0,0.0,477.0,39.8,440.0,1790.0,4.07,22.0,149.2,436.0,1735.0,3.98,19.0,144.6,51.0,18.0,19.0,8.0,45.0,0.882,62.0,18.0,22.0,11.0,51.0,0.823,7.0,80.0,1.0,11.43,7.0,80.0,1.0,11.43,535.0,329.0,10.0,4152.0,7.76,12.62,37.0,346.0,356.0,544.0,4406.0,42.0,8.1,12.38,367.2,48.0,994.0,0.0,20.71,48.0,994.0,0.0,20.71,95.0,203.0,34.0,332.0,95.0,203.0,34.0,332.0,107.0,987.0,82.25,191.0,88.0,0.461,78.0,186.0,0.419,19.0,28.0,0.679,20.0,27.0,0.741
Boise St. (Mountain West),14,12-2,1060.0,6920.0,6.53,66.0,494.3,1004.0,5256.0,5.24,42.0,46.0,375.4,9.0,22.0,31.0,9.0,15.0,24.0,7.0,0.5,440:23,31:27,89.0,40.0,411.0,109.0,7.8,28.0,197.0,2.0,73.0,68.0,0.0,0.0,16.0,1.0,556.0,39.7,46.0,41.0,3.0,1.0,16.0,1.0,375.0,26.8,609.0,2994.0,4.92,39.0,213.9,516.0,1996.0,3.87,24.0,142.6,71.0,33.0,17.0,14.0,64.0,0.901,45.0,17.0,9.0,10.0,36.0,0.8,18.0,163.0,0.0,9.06,18.0,163.0,0.0,9.06,451.0,310.0,15.0,3926.0,8.71,12.66,27.0,280.4,280.0,488.0,3260.0,18.0,6.68,11.64,232.9,36.0,741.0,1.0,20.58,36.0,741.0,1.0,20.58,90.0,148.0,20.0,258.0,90.0,148.0,20.0,258.0,92.0,801.0,57.21,205.0,91.0,0.444,78.0,224.0,0.348,10.0,21.0,0.476,12.0,28.0,0.429
Toledo (MAC),13,9-4,973.0,6377.0,6.55,59.0,490.5,912.0,5303.0,5.81,50.0,51.0,407.9,4.0,10.0,14.0,8.0,9.0,17.0,-3.0,-0.23,408:59,31:27,60.0,38.0,340.0,79.0,6.1,17.0,136.0,1.31,61.0,57.0,1.0,0.0,17.0,0.0,476.0,36.6,51.0,43.0,1.0,0.0,15.0,0.0,396.0,30.5,576.0,3333.0,5.79,35.0,256.4,431.0,1511.0,3.51,13.0,116.2,62.0,28.0,12.0,15.0,55.0,0.887,53.0,12.0,22.0,13.0,47.0,0.887,8.0,59.0,0.0,7.38,8.0,59.0,0.0,7.38,397.0,243.0,9.0,3044.0,7.67,12.53,24.0,234.2,293.0,481.0,3792.0,37.0,7.88,12.94,291.7,47.0,888.0,0.0,18.89,47.0,888.0,0.0,18.89,88.0,173.0,22.0,283.0,88.0,173.0,22.0,283.0,78.0,669.0,51.46,187.0,86.0,0.46,82.0,190.0,0.432,9.0,14.0,0.643,10.0,16.0,0.625
Auburn (SEC),13,8-5,939.0,6305.0,6.71,55.0,485.0,914.0,5185.0,5.67,44.0,45.0,398.8,5.0,22.0,27.0,13.0,7.0,20.0,7.0,0.54,388:25,29:52,65.0,34.0,296.0,82.0,6.3,15.0,92.0,1.15,58.0,57.0,1.0,0.0,18.0,0.0,461.0,35.5,45.0,42.0,1.0,0.0,11.0,0.0,347.0,26.7,607.0,3321.0,5.47,32.0,255.5,493.0,2194.0,4.45,22.0,168.8,58.0,25.0,13.0,13.0,51.0,0.879,54.0,19.0,11.0,10.0,40.0,0.741,19.0,148.0,0.0,7.79,19.0,148.0,0.0,7.79,332.0,208.0,7.0,2984.0,8.99,14.35,23.0,229.5,243.0,421.0,2991.0,22.0,7.1,12.31,230.1,33.0,717.0,0.0,21.73,33.0,717.0,0.0,21.73,119.0,131.0,37.0,287.0,119.0,131.0,37.0,287.0,92.0,896.0,68.92,179.0,94.0,0.525,64.0,178.0,0.36,3.0,7.0,0.429,15.0,25.0,0.6
Alabama (SEC),14,12-2,1018.0,6783.0,6.66,67.0,484.5,945.0,4598.0,4.87,24.0,27.0,328.4,9.0,11.0,20.0,12.0,10.0,22.0,-2.0,-0.14,444:38,31:45,73.0,46.0,360.0,96.0,6.9,16.0,108.0,1.14,68.0,63.0,1.0,0.0,14.0,1.0,517.0,36.9,27.0,23.0,2.0,0.0,23.0,0.0,258.0,18.4,567.0,2893.0,5.1,35.0,206.6,452.0,1434.0,3.17,5.0,102.4,64.0,27.0,18.0,10.0,55.0,0.859,44.0,4.0,13.0,20.0,37.0,0.841,12.0,83.0,0.0,6.92,12.0,83.0,0.0,6.92,451.0,290.0,10.0,3890.0,8.63,13.41,32.0,277.9,268.0,493.0,3164.0,19.0,6.42,11.81,226.0,60.0,1291.0,1.0,21.52,60.0,1291.0,1.0,21.52,81.0,141.0,12.0,234.0,81.0,141.0,12.0,234.0,69.0,562.0,40.14,198.0,102.0,0.515,82.0,217.0,0.378,10.0,13.0,0.769,7.0,18.0,0.389
Colorado St. (Mountain West),13,10-3,882.0,6252.0,7.09,58.0,480.9,962.0,5525.0,5.74,41.0,41.0,425.0,6.0,13.0,19.0,10.0,7.0,17.0,2.0,0.15,379:07,29:09,46.0,22.0,192.0,57.0,4.4,28.0,202.0,2.15,58.0,57.0,0.0,0.0,12.0,0.0,441.0,33.9,41.0,39.0,0.0,0.0,13.0,1.0,326.0,25.1,435.0,2071.0,4.76,24.0,159.3,529.0,2610.0,4.93,27.0,200.8,50.0,21.0,15.0,6.0,42.0,0.84,50.0,24.0,8.0,11.0,43.0,0.86,25.0,175.0,0.0,7.0,25.0,175.0,0.0,7.0,447.0,286.0,7.0,4181.0,9.35,14.62,34.0,321.6,238.0,433.0,2915.0,14.0,6.73,12.25,224.2,42.0,873.0,0.0,20.79,42.0,873.0,0.0,20.79,131.0,138.0,24.0,293.0,131.0,138.0,24.0,293.0,72.0,700.0,53.85,174.0,85.0,0.489,84.0,200.0,0.42,5.0,14.0,0.357,10.0,17.0,0.588
Georgia Tech (ACC),14,11-3,993.0,6671.0,6.72,66.0,476.5,911.0,5758.0,6.32,43.0,44.0,411.3,11.0,18.0,29.0,12.0,6.0,18.0,11.0,0.79,478:12,34:09,51.0,20.0,242.0,61.0,4.4,11.0,65.0,0.79,72.0,65.0,0.0,0.0,11.0,0.0,530.0,37.9,44.0,38.0,2.0,0.0,18.0,0.0,360.0,25.7,790.0,4789.0,6.06,47.0,342.1,463.0,2346.0,5.07,24.0,167.6,73.0,40.0,11.0,8.0,59.0,0.808,53.0,18.0,10.0,14.0,42.0,0.792,16.0,105.0,0.0,6.56,16.0,105.0,0.0,6.56,203.0,106.0,6.0,1882.0,9.27,17.75,19.0,134.4,282.0,448.0,3412.0,19.0,7.62,12.1,243.7,33.0,747.0,0.0,22.64,33.0,747.0,0.0,22.64,125.0,160.0,15.0,300.0,125.0,160.0,15.0,300.0,69.0,576.0,41.14,171.0,99.0,0.579,77.0,167.0,0.461,12.0,17.0,0.706,12.0,22.0,0.545
Arkansas St. (Sun Belt),13,7-6,1024.0,6194.0,6.05,60.0,476.5,975.0,5476.0,5.62,52.0,54.0,421.2,12.0,16.0,28.0,14.0,8.0,22.0,6.0,0.46,375:05,28:51,72.0,28.0,318.0,86.0,6.6,31.0,193.0,2.38,65.0,52.0,1.0,0.0,11.0,0.0,477.0,36.7,54.0,51.0,0.0,0.0,7.0,0.0,396.0,30.5,576.0,2813.0,4.88,35.0,216.4,565.0,2668.0,4.72,34.0,205.2,58.0,24.0,13.0,10.0,47.0,0.81,44.0,21.0,8.0,6.0,35.0,0.795,10.0,31.0,0.0,3.1,10.0,31.0,0.0,3.1,448.0,276.0,8.0,3381.0,7.55,12.25,25.0,260.1,238.0,410.0,2808.0,18.0,6.85,11.8,216.0,42.0,685.0,0.0,16.31,42.0,685.0,0.0,16.31,146.0,108.0,25.0,279.0,146.0,108.0,25.0,279.0,104.0,905.0,69.62,207.0,78.0,0.377,71.0,198.0,0.359,18.0,36.0,0.5,10.0,23.0,0.435
Wisconsin (Big Ten),14,11-3,970.0,6564.0,6.77,61.0,468.9,839.0,4117.0,4.91,34.0,35.0,294.1,11.0,6.0,17.0,10.0,16.0,26.0,-9.0,-0.64,471:00,33:38,77.0,32.0,381.0,93.0,6.6,13.0,99.0,0.93,61.0,59.0,0.0,0.0,19.0,1.0,484.0,34.6,35.0,32.0,2.0,0.0,15.0,0.0,291.0,20.8,648.0,4482.0,6.92,46.0,320.1,492.0,1765.0,3.59,19.0,126.1,61.0,27.0,12.0,14.0,53.0,0.869,32.0,12.0,7.0,10.0,29.0,0.906,18.0,145.0,0.0,8.06,18.0,145.0,0.0,8.06,322.0,177.0,16.0,2082.0,6.47,11.76,15.0,148.7,170.0,347.0,2352.0,15.0,6.78,13.84,168.0,63.0,1254.0,0.0,19.9,63.0,1254.0,0.0,19.9,93.0,93.0,20.0,206.0,93.0,93.0,20.0,206.0,65.0,607.0,43.36,178.0,68.0,0.382,54.0,190.0,0.284,14.0,18.0,0.778,6.0,13.0,0.462
UCLA (Pac-12),13,10-3,992.0,6082.0,6.13,50.0,467.8,1002.0,5181.0,5.17,41.0,45.0,398.5,5.0,11.0,16.0,10.0,6.0,16.0,0.0,0.0,379:09,29:09,73.0,14.0,312.0,80.0,6.2,41.0,228.0,3.15,55.0,47.0,2.0,0.0,18.0,0.0,435.0,33.5,45.0,40.0,2.0,0.0,17.0,0.0,365.0,28.1,557.0,2724.0,4.89,26.0,209.5,505.0,1923.0,3.81,19.0,147.9,51.0,20.0,12.0,16.0,48.0,0.941,45.0,17.0,10.0,11.0,38.0,0.844,15.0,72.0,0.0,4.8,15.0,72.0,0.0,4.8,435.0,298.0,6.0,3358.0,7.72,11.27,24.0,258.3,306.0,497.0,3258.0,22.0,6.56,10.65,250.6,30.0,646.0,1.0,21.53,30.0,646.0,1.0,21.53,111.0,151.0,33.0,295.0,111.0,151.0,33.0,295.0,104.0,979.0,75.31,202.0,87.0,0.431,83.0,208.0,0.399,9.0,16.0,0.563,15.0,22.0,0.682
