Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
Texas Tech (Big 12),12,4-8,935.0,5691.0,6.09,44.0,474.3,874.0,5764.0,6.59,45.0,46.0,480.3,5.0,14.0,19.0,7.0,8.0,15.0,4.0,0.33,338:43,28:13,65.0,30.0,275.0,80.0,6.7,18.0,103.0,1.5,44.0,40.0,1.0,0.0,20.0,0.0,366.0,30.5,46.0,37.0,3.0,0.0,15.0,0.0,364.0,30.3,404.0,1795.0,4.44,20.0,149.6,471.0,2070.0,4.39,24.0,172.5,51.0,18.0,10.0,17.0,45.0,0.882,48.0,18.0,8.0,15.0,41.0,0.854,9.0,47.0,0.0,5.22,9.0,47.0,0.0,5.22,531.0,342.0,8.0,3896.0,7.34,11.39,24.0,324.7,247.0,403.0,3694.0,21.0,9.17,14.96,307.8,24.0,636.0,1.0,26.5,24.0,636.0,1.0,26.5,98.0,147.0,20.0,265.0,98.0,147.0,20.0,265.0,75.0,695.0,57.92,178.0,68.0,0.382,75.0,180.0,0.417,12.0,25.0,0.48,8.0,15.0,0.533
North Carolina (ACC),13,7-6,959.0,6162.0,6.43,52.0,474.0,893.0,4851.0,5.43,37.0,38.0,373.2,6.0,14.0,20.0,5.0,7.0,12.0,8.0,0.62,394:15,30:19,65.0,34.0,291.0,82.0,6.3,37.0,227.0,2.85,53.0,49.0,3.0,0.0,19.0,0.0,430.0,33.1,38.0,34.0,2.0,0.0,14.0,0.0,308.0,23.7,528.0,2446.0,4.63,13.0,188.2,472.0,1866.0,3.95,19.0,143.5,55.0,10.0,21.0,18.0,49.0,0.891,44.0,16.0,9.0,11.0,36.0,0.818,16.0,139.0,0.0,8.69,16.0,139.0,0.0,8.69,431.0,265.0,7.0,3716.0,8.62,14.02,39.0,285.8,253.0,421.0,2985.0,18.0,7.09,11.8,229.6,33.0,721.0,0.0,21.85,33.0,721.0,0.0,21.85,93.0,134.0,26.0,253.0,93.0,134.0,26.0,253.0,80.0,701.0,53.92,191.0,79.0,0.414,70.0,188.0,0.372,15.0,23.0,0.652,8.0,16.0,0.5
Hawaii (Mountain West),15,10-5,1056.0,7065.0,6.69,63.0,471.0,1029.0,6470.0,6.29,60.0,61.0,431.3,5.0,14.0,19.0,13.0,17.0,30.0,-11.0,-0.73,470:30,31:22,51.0,20.0,170.0,61.0,4.1,27.0,173.0,1.8,68.0,64.0,2.0,0.0,10.0,1.0,508.0,33.9,61.0,59.0,1.0,0.0,17.0,0.0,478.0,31.9,421.0,2009.0,4.77,21.0,133.9,545.0,3042.0,5.58,37.0,202.8,59.0,19.0,24.0,6.0,49.0,0.831,54.0,26.0,6.0,14.0,46.0,0.852,12.0,165.0,0.0,13.75,12.0,165.0,0.0,13.75,635.0,396.0,17.0,5056.0,7.96,12.77,42.0,337.1,286.0,484.0,3428.0,23.0,7.08,11.99,228.5,30.0,654.0,0.0,21.8,30.0,654.0,0.0,21.8,156.0,157.0,28.0,341.0,156.0,157.0,28.0,341.0,103.0,918.0,61.2,186.0,88.0,0.473,80.0,194.0,0.412,20.0,33.0,0.606,12.0,26.0,0.462
Texas (Big 12),13,8-5,950.0,6056.0,6.37,58.0,465.8,918.0,5609.0,6.11,41.0,42.0,431.5,7.0,12.0,19.0,4.0,10.0,14.0,5.0,0.38,400:06,30:46,72.0,22.0,282.0,83.0,6.4,36.0,199.0,2.77,59.0,56.0,2.0,1.0,14.0,0.0,458.0,35.2,42.0,38.0,2.0,0.0,21.0,0.0,357.0,27.5,480.0,2295.0,4.78,26.0,176.5,437.0,1806.0,4.13,13.0,138.9,50.0,22.0,17.0,7.0,46.0,0.92,51.0,12.0,17.0,16.0,45.0,0.882,9.0,30.0,0.0,3.33,9.0,30.0,0.0,3.33,470.0,306.0,10.0,3761.0,8.0,12.29,32.0,289.3,305.0,481.0,3803.0,28.0,7.91,12.47,292.5,21.0,472.0,1.0,22.48,21.0,472.0,1.0,22.48,100.0,164.0,28.0,292.0,100.0,164.0,28.0,292.0,95.0,890.0,68.46,184.0,90.0,0.489,72.0,184.0,0.391,7.0,19.0,0.368,8.0,20.0,0.4
Wake Forest (ACC),13,8-5,1055.0,6032.0,5.72,49.0,464.0,936.0,5414.0,5.78,42.0,47.0,416.5,11.0,14.0,25.0,4.0,13.0,17.0,8.0,0.62,394:05,30:18,65.0,44.0,293.0,87.0,6.7,23.0,155.0,1.77,49.0,48.0,0.0,0.0,24.0,0.0,414.0,31.8,47.0,43.0,1.0,0.0,17.0,0.0,378.0,29.1,586.0,2284.0,3.9,18.0,175.7,502.0,2128.0,4.24,16.0,163.7,57.0,16.0,15.0,19.0,50.0,0.877,51.0,15.0,15.0,13.0,43.0,0.843,20.0,313.0,0.0,15.65,20.0,313.0,0.0,15.65,469.0,282.0,13.0,3748.0,7.99,13.29,31.0,288.3,270.0,434.0,3286.0,26.0,7.57,12.17,252.8,41.0,1039.0,3.0,25.34,41.0,1039.0,3.0,25.34,109.0,149.0,14.0,272.0,109.0,149.0,14.0,272.0,57.0,460.0,35.38,229.0,108.0,0.472,61.0,192.0,0.318,7.0,17.0,0.412,15.0,24.0,0.625
Ball St. (MAC),12,5-7,909.0,5556.0,6.11,51.0,463.0,876.0,5096.0,5.82,45.0,47.0,424.7,9.0,15.0,24.0,9.0,7.0,16.0,8.0,0.67,363:20,30:16,46.0,38.0,206.0,65.0,5.4,29.0,167.0,2.42,53.0,49.0,2.0,0.0,15.0,1.0,418.0,34.8,47.0,41.0,3.0,0.0,16.0,0.0,377.0,31.4,536.0,2633.0,4.91,27.0,219.4,485.0,2155.0,4.44,34.0,179.6,49.0,21.0,10.0,10.0,41.0,0.837,51.0,30.0,5.0,10.0,45.0,0.882,20.0,303.0,2.0,15.15,20.0,303.0,2.0,15.15,373.0,239.0,7.0,2923.0,7.84,12.23,24.0,243.6,229.0,391.0,2941.0,11.0,7.52,12.84,245.1,58.0,1129.0,0.0,19.47,58.0,1129.0,0.0,19.47,110.0,135.0,20.0,265.0,110.0,135.0,20.0,265.0,71.0,636.0,53.0,172.0,71.0,0.413,72.0,175.0,0.411,12.0,23.0,0.522,10.0,21.0,0.476
ULM (Sun Belt),12,5-7,868.0,5531.0,6.37,50.0,460.9,865.0,5802.0,6.71,56.0,61.0,483.5,8.0,10.0,18.0,6.0,12.0,18.0,0.0,0.0,353:03,29:25,50.0,28.0,231.0,64.0,5.3,16.0,112.0,1.33,51.0,44.0,1.0,0.0,9.0,0.0,379.0,31.6,61.0,57.0,1.0,0.0,13.0,0.0,464.0,38.7,456.0,2487.0,5.45,29.0,207.3,529.0,3032.0,5.73,31.0,252.7,51.0,22.0,10.0,9.0,41.0,0.804,47.0,20.0,12.0,9.0,41.0,0.872,16.0,144.0,1.0,9.0,16.0,144.0,1.0,9.0,412.0,246.0,12.0,3044.0,7.39,12.37,21.0,253.7,207.0,336.0,2770.0,25.0,8.24,13.38,230.8,25.0,524.0,1.0,20.96,25.0,524.0,1.0,20.96,157.0,105.0,21.0,283.0,157.0,105.0,21.0,283.0,95.0,764.0,63.67,175.0,70.0,0.4,72.0,170.0,0.424,16.0,28.0,0.571,11.0,21.0,0.524
Troy (Sun Belt),12,5-7,893.0,5475.0,6.13,49.0,456.3,840.0,5210.0,6.2,50.0,53.0,434.2,5.0,11.0,16.0,7.0,11.0,18.0,-2.0,-0.17,343:05,28:35,63.0,24.0,317.0,75.0,6.3,27.0,155.0,2.25,52.0,48.0,1.0,0.0,14.0,1.0,406.0,33.8,53.0,49.0,2.0,0.0,14.0,2.0,417.0,34.8,402.0,1717.0,4.27,19.0,143.1,446.0,1894.0,4.25,24.0,157.8,55.0,16.0,19.0,14.0,49.0,0.891,46.0,17.0,10.0,12.0,39.0,0.848,8.0,47.0,0.0,5.88,8.0,47.0,0.0,5.88,491.0,316.0,11.0,3758.0,7.65,11.89,30.0,313.2,262.0,394.0,3316.0,26.0,8.42,12.66,276.3,34.0,607.0,1.0,17.85,34.0,607.0,1.0,17.85,106.0,139.0,20.0,265.0,106.0,139.0,20.0,265.0,64.0,597.0,49.75,177.0,83.0,0.469,81.0,175.0,0.463,13.0,22.0,0.591,9.0,17.0,0.529
Navy (AAC),13,11-2,877.0,5925.0,6.76,62.0,455.8,777.0,4084.0,5.26,32.0,36.0,314.2,10.0,12.0,22.0,12.0,4.0,16.0,6.0,0.46,435:26,33:29,56.0,48.0,306.0,80.0,6.2,17.0,95.0,1.31,64.0,61.0,1.0,0.0,12.0,0.0,483.0,37.2,36.0,35.0,0.0,0.0,13.0,0.0,290.0,22.3,773.0,4687.0,6.06,52.0,360.5,434.0,1376.0,3.17,13.0,105.8,49.0,36.0,3.0,8.0,47.0,0.959,38.0,12.0,10.0,8.0,30.0,0.789,12.0,104.0,1.0,8.67,12.0,104.0,1.0,8.67,104.0,55.0,4.0,1238.0,11.9,22.51,10.0,95.2,194.0,343.0,2708.0,19.0,7.9,13.96,208.3,43.0,948.0,2.0,22.05,43.0,948.0,2.0,22.05,84.0,102.0,12.0,198.0,84.0,102.0,12.0,198.0,54.0,459.0,35.31,171.0,79.0,0.462,56.0,171.0,0.327,26.0,34.0,0.765,14.0,26.0,0.538
Southern California (Pac-12),13,8-5,908.0,5920.0,6.52,53.0,455.4,928.0,5313.0,5.73,43.0,47.0,408.7,7.0,9.0,16.0,11.0,15.0,26.0,-10.0,-0.77,375:23,28:52,64.0,34.0,315.0,81.0,6.2,28.0,192.0,2.15,54.0,54.0,0.0,0.0,14.0,1.0,422.0,32.5,47.0,44.0,1.0,0.0,18.0,0.0,382.0,29.4,394.0,1555.0,3.95,18.0,119.6,468.0,2113.0,4.51,19.0,162.5,55.0,14.0,20.0,12.0,46.0,0.836,49.0,15.0,15.0,12.0,42.0,0.857,10.0,57.0,0.0,5.7,10.0,57.0,0.0,5.7,514.0,365.0,15.0,4365.0,8.49,11.96,35.0,335.8,281.0,460.0,3200.0,24.0,6.96,11.39,246.2,37.0,1102.0,2.0,29.78,37.0,1102.0,2.0,29.78,124.0,141.0,32.0,297.0,124.0,141.0,32.0,297.0,90.0,877.0,67.46,169.0,77.0,0.456,72.0,177.0,0.407,6.0,10.0,0.6,10.0,19.0,0.526
Oklahoma St. (Big 12),13,8-5,924.0,5901.0,6.39,50.0,453.9,926.0,5360.0,5.79,41.0,43.0,412.3,7.0,12.0,19.0,8.0,12.0,20.0,-1.0,-0.08,374:59,28:50,58.0,38.0,268.0,77.0,5.9,26.0,157.0,2.0,52.0,48.0,1.0,0.0,20.0,0.0,422.0,32.5,43.0,38.0,2.0,0.0,16.0,0.0,348.0,26.8,562.0,2985.0,5.31,27.0,229.6,479.0,2060.0,4.3,18.0,158.5,45.0,17.0,10.0,14.0,41.0,0.911,45.0,14.0,14.0,11.0,39.0,0.867,11.0,18.0,0.0,1.64,11.0,18.0,0.0,1.64,362.0,232.0,12.0,2916.0,8.06,12.57,23.0,224.3,270.0,447.0,3300.0,23.0,7.38,12.22,253.8,36.0,702.0,0.0,19.5,36.0,702.0,0.0,19.5,117.0,135.0,19.0,271.0,117.0,135.0,19.0,271.0,67.0,612.0,47.08,185.0,72.0,0.389,75.0,191.0,0.393,11.0,21.0,0.524,8.0,21.0,0.381
Tulane (AAC),13,7-6,948.0,5841.0,6.16,52.0,449.3,892.0,4901.0,5.49,41.0,43.0,377.0,4.0,12.0,16.0,8.0,10.0,18.0,-2.0,-0.15,397:52,30:36,62.0,20.0,259.0,72.0,5.5,28.0,186.0,2.15,56.0,55.0,0.0,0.0,13.0,0.0,430.0,33.1,43.0,36.0,0.0,0.0,16.0,0.0,342.0,26.3,612.0,3162.0,5.17,33.0,243.2,470.0,2032.0,4.32,18.0,156.3,49.0,26.0,9.0,9.0,44.0,0.898,49.0,13.0,12.0,15.0,40.0,0.816,11.0,134.0,0.0,12.18,11.0,134.0,0.0,12.18,336.0,197.0,10.0,2679.0,7.97,13.6,19.0,206.1,228.0,422.0,2869.0,23.0,6.8,12.58,220.7,25.0,508.0,0.0,20.32,25.0,508.0,0.0,20.32,109.0,120.0,21.0,250.0,109.0,120.0,21.0,250.0,103.0,883.0,67.92,180.0,70.0,0.389,76.0,195.0,0.39,20.0,34.0,0.588,14.0,26.0,0.538
