Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
Southern California (Pac-12),12,7-5,771,5636,7.31,64,469.7,853,5266,6.17,52,55,438.8,7,7,14,11,5,16,-2,-0.17,336:12,28:01,68,26,351,81,6.8,33,258,2.75,68,60,2,0,10,0,502,41.8,55,47,3,0,12,0,419,34.9,343,1679,4.9,33,139.9,461,2204,4.78,21,183.7,55,26,16,7,49,0.891,50,17,17,12,46,0.92,6,30,0,5.0,6,30,0,5.0,428,291,5,3957,9.25,13.6,31,329.8,246,392,3062,31,7.81,12.45,255.2,35,794,1,22.69,35,794,1,22.69,112,130,31,273,112,130,31,273,95,857,71.42,133,56,0.421,73,169,0.432,10,17,0.588,15,25,0.6
Washington (Pac-12),13,13-0,844,6098,7.23,61,469.1,929,5160,5.55,40,40,396.9,2,16,18,7,10,17,1,0.08,384:56,29:37,45,24,208,57,4.4,11,74,0.85,64,59,2,0,13,2,490,37.7,40,33,2,0,10,0,307,23.6,360,1628,4.52,26,125.2,408,1739,4.26,18,133.8,64,25,20,10,55,0.859,44,18,13,6,37,0.841,6,11,0,1.83,6,11,0,1.83,484,320,10,4470,9.24,13.97,35,343.8,311,521,3421,22,6.57,11.0,263.2,32,504,0,15.75,32,504,0,15.75,106,149,38,293,106,149,38,293,102,960,73.85,147,71,0.483,75,186,0.403,11,15,0.733,15,35,0.429
TCU (Big 12),12,5-7,909,5600,6.16,46,466.7,867,4900,5.65,37,39,408.3,4,8,12,4,15,19,-7,-0.58,328:03,27:20,56,20,254,66,5.5,19,104,1.58,48,44,1,0,14,0,376,31.3,39,36,2,0,20,0,334,27.8,406,1854,4.57,19,154.5,467,1856,3.97,21,154.7,51,13,17,7,37,0.725,45,18,8,13,39,0.867,10,79,0,7.9,10,79,0,7.9,503,319,15,3746,7.45,11.74,27,312.2,239,400,3044,16,7.61,12.74,253.7,19,449,1,23.63,19,449,1,23.63,102,124,27,253,102,124,27,253,74,643,53.58,176,82,0.466,71,180,0.394,16,32,0.5,12,31,0.387
SMU (AAC),13,11-2,941,6051,6.43,60,465.5,868,3894,4.49,28,29,299.5,5,11,16,5,8,13,3,0.23,392:22,30:11,77,36,376,95,7.3,15,100,1.15,66,64,1,0,20,0,528,40.6,29,26,1,0,8,0,226,17.4,524,2345,4.48,28,180.4,458,1445,3.16,11,111.2,56,24,14,14,52,0.929,32,9,10,6,25,0.781,16,158,1,9.88,16,158,1,9.88,417,250,8,3706,8.89,14.82,32,285.1,236,410,2449,17,5.97,10.38,188.4,31,622,0,20.06,31,622,0,20.06,78,114,21,213,78,114,21,213,58,514,39.54,179,76,0.425,52,192,0.271,15,24,0.625,20,37,0.541
Ole Miss (SEC),12,10-2,841,5465,6.5,51,455.4,842,4463,5.3,33,34,371.9,4,12,16,1,6,7,9,0.75,326:54,27:14,60,34,355,77,6.4,26,173,2.17,53,48,2,0,16,0,418,34.8,33,32,1,0,10,0,262,21.8,488,2146,4.4,28,178.8,468,1823,3.9,19,151.9,55,24,12,12,48,0.873,38,16,8,8,32,0.842,15,149,0,9.93,15,149,0,9.93,353,230,6,3319,9.4,14.43,23,276.6,232,374,2640,14,7.06,11.38,220.0,11,160,0,14.55,11,160,0,14.55,100,122,22,244,100,122,22,244,89,742,61.83,157,58,0.369,67,172,0.39,22,33,0.667,11,27,0.407
South Fla. (AAC),12,6-6,953,5464,5.73,46,455.3,861,5463,6.34,55,57,455.2,8,12,20,9,11,20,0,0.0,341:33,28:28,64,48,305,88,7.3,40,247,3.33,48,46,2,1,10,0,368,30.8,57,54,1,0,7,0,419,34.9,536,2216,4.13,22,184.7,419,1848,4.41,26,154.0,53,19,15,5,39,0.736,44,19,14,4,37,0.841,9,82,1,9.11,9,82,1,9.11,417,265,11,3248,7.79,12.26,24,270.7,269,442,3615,29,8.18,13.44,301.2,33,619,0,18.76,33,619,0,18.76,100,137,28,265,100,137,28,265,88,768,64.0,192,73,0.38,59,167,0.353,18,44,0.409,16,30,0.533
Tennessee (SEC),12,8-4,825,5442,6.6,41,453.5,816,4184,5.13,28,30,348.7,5,10,15,7,5,12,3,0.25,288:24,24:02,75,36,369,93,7.8,18,122,1.5,46,45,0,0,19,0,378,31.5,30,27,0,0,19,0,264,22.0,435,2431,5.59,20,202.6,427,1365,3.2,13,113.8,49,14,10,17,41,0.837,40,11,12,12,35,0.875,7,5,0,0.71,7,5,0,0.71,390,250,5,3011,7.72,12.04,21,250.9,261,389,2819,15,7.25,10.8,234.9,12,254,0,21.17,12,254,0,21.17,78,122,33,233,78,122,33,233,98,853,71.08,162,70,0.432,70,182,0.385,5,16,0.312,5,22,0.227
Arizona (Pac-12),12,9-3,798,5441,6.82,50,453.4,776,4091,5.27,31,31,340.9,7,6,13,3,10,13,0,0.0,366:13,30:31,57,24,335,69,5.8,21,122,1.75,51,50,1,0,16,0,412,34.3,31,26,4,0,10,0,250,20.8,372,1787,4.8,16,148.9,388,1336,3.44,18,111.3,54,12,25,13,50,0.926,47,18,8,9,35,0.745,10,147,0,14.7,10,147,0,14.7,426,308,10,3654,8.58,11.86,34,304.5,232,388,2755,13,7.1,11.88,229.6,9,130,0,14.44,9,130,0,14.44,80,124,28,232,80,124,28,232,78,649,54.08,147,73,0.497,66,161,0.41,10,15,0.667,6,19,0.316
Memphis (AAC),12,9-3,844,5430,6.43,59,452.5,819,5056,6.17,43,45,421.3,9,11,20,5,10,15,5,0.42,370:25,30:52,53,26,248,66,5.5,19,88,1.58,62,58,2,0,12,0,476,39.7,45,38,5,0,10,0,348,29.0,397,1810,4.56,30,150.8,426,2018,4.74,21,168.2,59,27,19,7,53,0.898,46,16,13,9,38,0.826,9,73,0,8.11,9,73,0,8.11,447,297,10,3620,8.1,12.19,29,301.7,239,393,3038,22,7.73,12.71,253.2,42,853,0,20.31,42,853,0,20.31,97,125,20,242,97,125,20,242,53,536,44.67,158,71,0.449,48,152,0.316,15,23,0.652,9,30,0.3
App State (Sun Belt),13,8-5,933,5850,6.27,56,450.0,872,5075,5.82,42,47,390.4,7,15,22,10,9,19,3,0.23,400:45,30:50,60,44,348,82,6.3,20,102,1.54,58,53,0,0,17,0,452,34.8,46,40,3,0,13,1,363,27.9,493,2231,4.53,22,171.6,460,2315,5.03,27,178.1,53,18,17,13,48,0.906,50,21,9,11,41,0.82,13,63,0,4.85,13,63,0,4.85,440,282,9,3619,8.22,12.83,34,278.4,252,412,2760,15,6.7,10.95,212.3,32,604,1,18.88,32,604,1,18.88,124,125,19,268,124,125,19,268,60,557,42.85,175,75,0.429,69,168,0.411,17,26,0.654,8,19,0.421
UAB (AAC),12,4-8,853,5400,6.33,46,450.0,846,5220,6.17,55,57,435.0,11,10,21,7,13,20,1,0.08,350:04,29:10,39,20,207,49,4.1,32,197,2.67,47,38,3,0,11,0,359,29.9,57,55,2,0,14,0,443,36.9,426,1933,4.54,24,161.1,457,2365,5.18,31,197.1,52,20,8,10,38,0.731,61,25,16,11,52,0.852,16,148,0,9.25,16,148,0,9.25,427,306,13,3467,8.12,11.33,22,288.9,241,389,2855,24,7.34,11.85,237.9,43,880,0,20.47,43,880,0,20.47,130,127,25,282,130,127,25,282,80,675,56.25,159,64,0.403,78,158,0.494,13,27,0.481,16,27,0.593
Utah St. (Mountain West),12,6-6,868,5356,6.17,50,446.3,902,4987,5.53,52,53,415.6,9,10,19,6,18,24,-5,-0.42,325:19,27:07,51,40,230,71,5.9,41,225,3.42,53,46,3,0,13,0,409,34.1,53,48,2,0,12,0,406,33.8,464,2239,4.83,17,186.6,499,2389,4.79,28,199.1,43,10,16,12,38,0.884,57,22,15,10,47,0.825,15,223,1,14.87,15,223,1,14.87,404,250,18,3117,7.72,12.47,33,259.8,230,403,2598,24,6.45,11.3,216.5,23,479,0,20.83,23,479,0,20.83,138,111,32,281,138,111,32,281,93,891,74.25,170,62,0.365,76,184,0.413,18,29,0.621,8,17,0.471
Kansas St. (Big 12),12,8-4,888,5353,6.03,58,446.1,779,4444,5.7,29,30,370.3,10,12,22,2,10,12,10,0.83,383:20,31:57,62,22,287,73,6.1,17,117,1.42,60,53,3,1,11,0,452,37.8,30,26,0,0,16,0,254,21.2,493,2396,4.86,30,199.7,370,1682,4.55,13,140.2,61,28,20,7,55,0.902,31,8,5,12,25,0.806,9,171,0,19.0,9,171,0,19.0,395,244,10,2957,7.49,12.12,28,246.4,233,409,2762,16,6.75,11.85,230.2,36,697,0,19.36,36,697,0,19.36,73,119,16,208,73,119,16,208,57,513,42.75,174,86,0.494,47,164,0.287,10,20,0.5,16,35,0.457
Boise St. (Mountain West),13,8-5,874,5774,6.61,52,444.2,828,4882,5.9,37,40,375.5,8,11,19,9,12,21,-2,-0.15,405:49,31:13,64,34,316,81,6.2,14,76,1.08,52,47,3,0,21,0,428,32.9,39,35,0,0,16,0,317,24.4,523,2793,5.34,32,214.8,415,1607,3.87,21,123.6,49,26,7,10,43,0.878,43,20,8,7,35,0.814,17,170,0,10.0,17,170,0,10.0,351,204,12,2981,8.49,14.61,20,229.3,248,413,3275,16,7.93,13.21,251.9,31,781,1,25.19,31,781,1,25.19,86,140,15,241,86,140,15,241,48,423,32.54,170,79,0.465,64,168,0.381,8,10,0.8,8,21,0.381
Missouri (SEC),12,10-2,803,5315,6.62,46,442.9,770,4166,5.41,30,31,347.2,9,9,18,2,7,9,9,0.75,361:37,30:08,61,34,369,78,6.5,20,124,1.67,48,43,3,0,24,0,409,34.1,31,30,1,0,16,1,268,22.3,443,2033,4.59,24,169.4,388,1500,3.87,8,125.0,55,21,13,20,54,0.982,39,6,15,11,32,0.821,9,61,0,6.78,9,61,0,6.78,360,237,7,3282,9.12,13.85,22,273.5,240,382,2666,22,6.98,11.11,222.2,25,476,0,19.04,25,476,0,19.04,85,114,23,222,85,114,23,222,86,669,55.75,153,68,0.444,64,165,0.388,8,12,0.667,11,17,0.647
Miami (FL) (ACC),12,7-5,813,5294,6.51,44,441.2,748,3889,5.2,31,31,324.1,6,12,18,8,13,21,-3,-0.25,385:53,32:09,66,34,352,83,6.9,14,100,1.17,46,42,2,0,21,0,385,32.1,31,26,1,0,17,0,265,22.1,408,2121,5.2,22,176.8,367,1165,3.17,15,97.1,49,15,13,13,41,0.837,44,12,11,15,38,0.864,10,82,0,8.2,10,82,0,8.2,405,263,13,3173,7.83,12.06,22,264.4,218,381,2724,16,7.15,12.5,227.0,16,344,0,21.5,16,344,0,21.5,71,112,23,206,71,112,23,206,74,706,58.83,151,63,0.417,58,164,0.354,10,18,0.556,5,13,0.385
West Virginia (Big 12),12,8-4,843,5258,6.24,48,438.2,788,4611,5.85,40,43,384.2,4,9,13,6,7,13,0,0.0,399:36,33:18,49,48,275,73,6.1,9,53,0.75,48,45,2,0,14,0,379,31.6,43,42,0,0,10,0,330,27.5,535,2812,5.26,31,234.3,398,1732,4.35,15,144.3,54,28,6,11,45,0.833,38,12,12,8,32,0.842,12,0,0,0.0,12,0,0,0.0,308,166,7,2446,7.94,14.73,17,203.8,233,390,2879,25,7.38,12.36,239.9,37,953,3,25.76,37,953,3,25.76,99,127,12,238,99,127,12,238,58,532,44.33,161,65,0.404,60,156,0.385,18,34,0.529,13,24,0.542
Kansas (Big 12),12,8-4,743,5208,7.01,49,434.0,795,4531,5.7,37,37,377.6,4,12,16,6,8,14,2,0.17,364:24,30:22,58,24,271,70,5.8,15,122,1.25,54,46,0,0,11,0,403,33.6,37,27,4,2,16,0,309,25.8,460,2536,5.51,31,211.3,448,2005,4.48,24,167.1,46,21,10,9,40,0.87,47,20,12,14,46,0.979,2,-6,0,-3.0,2,-6,0,-3.0,283,181,8,2672,9.44,14.76,18,222.7,229,347,2526,13,7.28,11.03,210.5,11,211,0,19.18,11,211,0,19.18,104,122,18,244,104,122,18,244,55,524,43.67,133,64,0.481,66,156,0.423,6,17,0.353,11,18,0.611
Notre Dame (FBS Independent),12,9-3,741,5151,6.95,54,429.2,765,3395,4.44,21,22,282.9,8,15,23,8,9,17,6,0.5,357:56,29:50,56,22,325,67,5.6,14,106,1.17,60,59,1,0,14,0,469,39.1,22,22,0,0,15,0,199,16.6,409,2178,5.33,26,181.5,421,1545,3.67,14,128.8,47,20,14,8,42,0.894,34,9,5,10,24,0.706,22,221,0,10.05,22,221,0,10.05,332,212,9,2973,8.95,14.02,28,247.8,178,344,1850,7,5.38,10.39,154.2,19,395,0,20.79,19,395,0,20.79,81,89,27,197,81,89,27,197,66,608,50.67,132,57,0.432,62,173,0.358,9,15,0.6,9,21,0.429
Georgia Tech (ACC),12,6-6,805,5149,6.4,48,429.1,836,5258,6.29,44,47,438.2,10,13,23,4,16,20,3,0.25,338:47,28:14,44,24,171,56,4.7,15,93,1.25,48,42,1,0,14,0,374,31.2,47,42,0,0,14,0,366,30.5,439,2365,5.39,22,197.1,501,2708,5.41,28,225.7,45,14,14,10,38,0.844,50,23,12,10,45,0.9,11,106,0,9.64,11,106,0,9.64,366,224,16,2784,7.61,12.43,26,232.0,208,335,2550,16,7.61,12.26,212.5,23,599,0,26.04,23,599,0,26.04,141,108,19,268,141,108,19,268,62,547,45.58,154,67,0.435,67,156,0.429,11,22,0.5,13,23,0.565
New Mexico St. (CUSA),14,10-4,858,5986,6.98,49,427.6,899,5386,5.99,37,38,384.7,5,6,11,5,9,14,-3,-0.21,439:41,31:24,53,38,305,72,5.1,20,122,1.43,50,48,0,0,18,0,402,28.7,38,32,3,0,13,0,305,21.8,490,2838,5.79,21,202.7,462,2036,4.41,21,145.4,51,15,16,13,44,0.863,56,18,10,12,40,0.714,5,21,0,4.2,5,21,0,4.2,368,224,9,3148,8.55,14.05,28,224.9,274,437,3350,16,7.67,12.23,239.3,23,459,0,19.96,23,459,0,19.96,119,143,27,289,119,143,27,289,90,876,62.57,157,69,0.439,62,175,0.354,11,16,0.688,17,30,0.567
Oregon St. (Pac-12),12,8-4,781,5123,6.56,51,426.9,772,4083,5.29,32,32,340.2,7,12,19,5,7,12,7,0.58,379:12,31:36,58,28,361,72,6.0,15,98,1.25,53,49,0,0,13,0,406,33.8,32,28,2,1,10,1,258,21.5,429,2170,5.06,26,180.8,365,1249,3.42,12,104.1,42,19,14,8,41,0.976,37,12,12,7,31,0.838,13,56,0,4.31,13,56,0,4.31,352,205,7,2953,8.39,14.4,25,246.1,249,407,2834,20,6.96,11.38,236.2,21,372,0,17.71,21,372,0,17.71,89,123,24,236,89,123,24,236,70,631,52.58,139,56,0.403,57,152,0.375,16,27,0.593,12,21,0.571
Troy (Sun Belt),13,11-2,879,5542,6.3,47,426.3,840,3984,4.74,25,26,306.5,12,9,21,12,5,17,4,0.31,403:46,31:04,67,62,448,98,7.5,23,182,1.77,50,49,1,0,18,0,405,31.2,26,25,0,0,14,0,223,17.2,460,2059,4.48,18,158.4,434,1346,3.1,12,103.5,50,14,18,15,47,0.94,38,11,9,11,31,0.816,11,62,0,5.64,11,62,0,5.64,419,258,5,3483,8.31,13.5,29,267.9,253,406,2638,13,6.5,10.43,202.9,25,521,0,20.84,25,521,0,20.84,90,120,18,228,90,120,18,228,68,597,45.92,178,74,0.416,57,179,0.318,14,27,0.519,10,29,0.345
Toledo (MAC),13,11-2,848,5541,6.53,56,426.2,868,4291,4.94,29,32,330.1,7,11,18,11,9,20,-2,-0.15,365:35,28:07,43,58,310,72,5.5,11,108,0.85,58,51,4,0,10,0,437,33.6,32,26,1,0,16,0,268,20.6,505,2636,5.22,30,202.8,485,1913,3.94,17,147.2,55,25,17,7,49,0.891,44,15,7,12,34,0.773,8,51,0,6.38,8,51,0,6.38,343,218,9,2905,8.47,13.33,26,223.5,198,383,2378,12,6.21,12.01,182.9,49,774,0,15.8,49,774,0,15.8,106,106,26,238,106,106,26,238,88,810,62.31,165,75,0.455,68,184,0.37,12,20,0.6,11,25,0.44
