Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
Clemson (ACC),15,14-1,1207.0,7718.0,6.39,69.0,514.5,968.0,4695.0,4.85,37.0,41.0,313.0,9.0,16.0,25.0,12.0,15.0,27.0,-2.0,-0.13,479:03,31:56,109.0,34.0,535.0,126.0,8.4,18.0,99.0,1.2,71.0,65.0,0.0,0.0,28.0,1.0,577.0,38.5,41.0,35.0,1.0,0.0,14.0,0.0,325.0,21.7,679.0,3345.0,4.93,34.0,223.0,531.0,1879.0,3.54,18.0,125.3,60.0,25.0,11.0,18.0,54.0,0.9,42.0,15.0,9.0,11.0,35.0,0.833,16.0,97.0,0.0,6.06,16.0,97.0,0.0,6.06,528.0,356.0,15.0,4373.0,8.28,12.28,35.0,291.5,212.0,437.0,2816.0,19.0,6.44,13.28,187.7,71.0,1764.0,3.0,24.85,71.0,1764.0,3.0,24.85,93.0,111.0,21.0,225.0,93.0,111.0,21.0,225.0,84.0,694.0,46.27,230.0,109.0,0.474,61.0,220.0,0.277,8.0,14.0,0.571,9.0,21.0,0.429
Southern Miss. (C-USA),14,9-5,1033.0,7133.0,6.91,71.0,509.5,998.0,5313.0,5.32,39.0,42.0,379.5,11.0,13.0,24.0,13.0,12.0,25.0,-1.0,-0.07,,,76.0,38.0,372.0,95.0,6.8,,,,75.0,70.0,0.0,0.0,13.0,0.0,559.0,39.9,42.0,39.0,1.0,0.0,21.0,1.0,358.0,25.6,502.0,2517.0,5.01,31.0,179.8,506.0,2126.0,4.2,17.0,151.9,73.0,24.0,24.0,11.0,59.0,0.808,55.0,13.0,14.0,18.0,45.0,0.818,,,,,,,,,531.0,338.0,12.0,4616.0,8.69,13.66,40.0,329.7,271.0,492.0,3187.0,22.0,6.48,11.76,227.6,,,,,,,,,103.0,146.0,28.0,277.0,103.0,146.0,28.0,277.0,,,,208.0,96.0,0.462,80.0,216.0,0.37,,,,,,
Tulsa (AAC),13,6-7,1083.0,6596.0,6.09,58.0,507.4,1059.0,6976.0,6.59,64.0,66.0,536.6,14.0,10.0,24.0,12.0,8.0,20.0,4.0,0.31,360:32,27:44,63.0,42.0,263.0,84.0,6.5,41.0,282.0,3.15,62.0,58.0,1.0,0.0,17.0,0.0,483.0,37.2,66.0,66.0,0.0,0.0,18.0,1.0,518.0,39.8,591.0,2264.0,3.83,33.0,174.2,592.0,3116.0,5.26,37.0,239.7,57.0,29.0,6.0,14.0,49.0,0.86,66.0,29.0,13.0,15.0,57.0,0.864,17.0,187.0,1.0,11.0,17.0,187.0,1.0,11.0,492.0,305.0,8.0,4332.0,8.8,14.2,25.0,333.2,289.0,467.0,3860.0,27.0,8.27,13.36,296.9,67.0,1505.0,0.0,22.46,67.0,1505.0,0.0,22.46,147.0,175.0,23.0,345.0,147.0,175.0,23.0,345.0,91.0,730.0,56.15,227.0,100.0,0.441,93.0,208.0,0.447,14.0,26.0,0.538,11.0,21.0,0.524
Indiana (Big Ten),13,6-7,1053.0,6556.0,6.23,54.0,504.3,1038.0,6623.0,6.38,62.0,65.0,509.5,10.0,12.0,22.0,6.0,8.0,14.0,8.0,0.62,379:03,29:09,69.0,26.0,289.0,82.0,6.3,13.0,92.0,1.0,58.0,53.0,1.0,0.0,24.0,0.0,475.0,36.5,65.0,54.0,3.0,0.0,13.0,0.0,489.0,37.6,592.0,2736.0,4.62,27.0,210.5,487.0,2544.0,5.22,30.0,195.7,61.0,21.0,15.0,18.0,54.0,0.885,48.0,16.0,14.0,10.0,40.0,0.833,27.0,191.0,1.0,7.07,27.0,191.0,1.0,7.07,461.0,269.0,8.0,3820.0,8.29,14.2,27.0,293.8,328.0,551.0,4079.0,32.0,7.4,12.44,313.8,37.0,878.0,1.0,23.73,37.0,878.0,1.0,23.73,113.0,187.0,26.0,326.0,113.0,187.0,26.0,326.0,91.0,778.0,59.85,202.0,77.0,0.381,88.0,209.0,0.421,13.0,29.0,0.448,13.0,28.0,0.464
Boise St. (Mountain West),13,9-4,1079.0,6520.0,6.04,60.0,501.5,851.0,4138.0,4.86,28.0,33.0,318.3,9.0,22.0,31.0,10.0,12.0,22.0,9.0,0.69,413:43,31:49,75.0,40.0,357.0,95.0,7.3,31.0,191.0,2.38,62.0,59.0,0.0,0.0,25.0,1.0,508.0,39.1,33.0,32.0,0.0,0.0,11.0,0.0,263.0,20.2,553.0,2488.0,4.5,36.0,191.4,440.0,1407.0,3.2,14.0,108.2,67.0,28.0,11.0,17.0,56.0,0.836,34.0,11.0,6.0,8.0,25.0,0.735,12.0,137.0,1.0,11.42,12.0,137.0,1.0,11.42,526.0,334.0,12.0,4032.0,7.67,12.07,24.0,310.2,220.0,411.0,2731.0,14.0,6.64,12.41,210.1,36.0,805.0,1.0,22.36,36.0,805.0,1.0,22.36,71.0,110.0,25.0,206.0,71.0,110.0,25.0,206.0,82.0,691.0,53.15,210.0,87.0,0.414,60.0,194.0,0.309,17.0,27.0,0.63,11.0,20.0,0.55
Arizona (Pac-12),13,7-6,993.0,6434.0,6.48,58.0,494.9,1024.0,6069.0,5.93,58.0,60.0,466.8,5.0,11.0,16.0,10.0,10.0,20.0,-4.0,-0.31,342:31,26:20,66.0,18.0,308.0,75.0,5.8,31.0,152.0,2.38,62.0,60.0,0.0,0.0,18.0,0.0,486.0,37.4,60.0,57.0,0.0,0.0,16.0,0.0,465.0,35.8,527.0,2890.0,5.48,31.0,222.3,581.0,2581.0,4.44,30.0,198.5,65.0,21.0,20.0,13.0,54.0,0.831,58.0,26.0,16.0,12.0,54.0,0.931,23.0,79.0,0.0,3.43,23.0,79.0,0.0,3.43,466.0,273.0,10.0,3544.0,7.61,12.98,27.0,272.6,276.0,443.0,3488.0,28.0,7.87,12.64,268.3,51.0,1106.0,0.0,21.69,51.0,1106.0,0.0,21.69,134.0,145.0,21.0,300.0,134.0,145.0,21.0,300.0,74.0,632.0,48.62,190.0,78.0,0.411,96.0,209.0,0.459,10.0,27.0,0.37,10.0,18.0,0.556
Western Mich. (MAC),13,8-5,930.0,6380.0,6.86,58.0,490.8,852.0,5378.0,6.31,48.0,49.0,413.7,8.0,10.0,18.0,8.0,9.0,17.0,1.0,0.08,449:13,34:33,56.0,34.0,241.0,73.0,5.6,31.0,163.0,2.38,60.0,53.0,2.0,0.0,17.0,0.0,468.0,36.0,49.0,43.0,0.0,0.0,9.0,2.0,368.0,28.3,526.0,2660.0,5.06,28.0,204.6,448.0,2354.0,5.25,24.0,181.1,58.0,21.0,14.0,11.0,46.0,0.793,43.0,15.0,11.0,9.0,35.0,0.814,7.0,30.0,0.0,4.29,7.0,30.0,0.0,4.29,404.0,273.0,9.0,3720.0,9.21,13.63,30.0,286.2,226.0,404.0,3024.0,24.0,7.49,13.38,232.6,53.0,1082.0,0.0,20.42,53.0,1082.0,0.0,20.42,109.0,132.0,17.0,258.0,109.0,132.0,17.0,258.0,81.0,722.0,55.54,172.0,79.0,0.459,71.0,173.0,0.41,13.0,21.0,0.619,7.0,22.0,0.318
North Carolina (ACC),14,11-3,936.0,6817.0,7.28,71.0,486.9,1110.0,6103.0,5.5,44.0,44.0,435.9,9.0,17.0,26.0,9.0,10.0,19.0,7.0,0.5,353:49,25:16,54.0,20.0,248.0,64.0,4.6,16.0,112.0,1.14,73.0,68.0,2.0,0.0,20.0,0.0,570.0,40.7,44.0,41.0,1.0,0.0,12.0,0.0,343.0,24.5,527.0,3142.0,5.96,40.0,224.4,675.0,3463.0,5.13,28.0,247.4,72.0,34.0,14.0,16.0,64.0,0.889,58.0,22.0,14.0,10.0,46.0,0.793,5.0,44.0,0.0,8.8,5.0,44.0,0.0,8.8,409.0,261.0,10.0,3675.0,8.99,14.08,31.0,262.5,237.0,435.0,2640.0,16.0,6.07,11.14,188.6,43.0,822.0,0.0,19.12,43.0,822.0,0.0,19.12,184.0,134.0,26.0,344.0,184.0,134.0,26.0,344.0,80.0,650.0,46.43,164.0,80.0,0.488,99.0,224.0,0.442,7.0,12.0,0.583,24.0,37.0,0.649
Memphis (AAC),13,9-4,1028.0,6330.0,6.16,59.0,486.9,960.0,5287.0,5.51,46.0,46.0,406.7,10.0,12.0,22.0,9.0,5.0,14.0,8.0,0.62,394:33,30:21,63.0,18.0,281.0,72.0,5.5,17.0,119.0,1.31,64.0,63.0,1.0,0.0,23.0,2.0,522.0,40.2,46.0,43.0,0.0,0.0,12.0,0.0,355.0,27.3,563.0,2333.0,4.14,29.0,179.5,541.0,1905.0,3.52,24.0,146.5,63.0,27.0,14.0,15.0,56.0,0.889,44.0,21.0,7.0,9.0,37.0,0.841,16.0,155.0,0.0,9.69,16.0,155.0,0.0,9.69,465.0,311.0,5.0,3997.0,8.6,12.85,30.0,307.5,242.0,419.0,3382.0,22.0,8.07,13.98,260.2,22.0,340.0,0.0,15.45,22.0,340.0,0.0,15.45,113.0,136.0,35.0,284.0,113.0,136.0,35.0,284.0,99.0,976.0,75.08,207.0,101.0,0.488,72.0,194.0,0.371,10.0,18.0,0.556,5.0,19.0,0.263
Houston (AAC),14,13-1,1101.0,6778.0,6.16,68.0,484.1,980.0,5370.0,5.48,36.0,36.0,383.6,14.0,21.0,35.0,7.0,7.0,14.0,21.0,1.5,438:34,31:19,73.0,24.0,388.0,85.0,6.1,28.0,160.0,2.0,75.0,75.0,0.0,0.0,13.0,1.0,566.0,40.4,36.0,34.0,2.0,0.0,12.0,0.0,290.0,20.7,669.0,3301.0,4.93,46.0,235.8,480.0,1524.0,3.18,16.0,108.9,67.0,38.0,11.0,10.0,59.0,0.881,35.0,15.0,10.0,7.0,32.0,0.914,16.0,35.0,0.0,2.19,16.0,35.0,0.0,2.19,432.0,285.0,7.0,3477.0,8.05,12.2,22.0,248.4,278.0,500.0,3846.0,20.0,7.69,13.83,274.7,68.0,1389.0,0.0,20.43,68.0,1389.0,0.0,20.43,84.0,151.0,18.0,253.0,84.0,151.0,18.0,253.0,85.0,783.0,55.93,232.0,117.0,0.504,79.0,211.0,0.374,13.0,26.0,0.5,8.0,17.0,0.471
Louisiana Tech (C-USA),13,9-4,910.0,6276.0,6.9,55.0,482.8,924.0,4886.0,5.29,37.0,42.0,375.8,9.0,13.0,22.0,10.0,11.0,21.0,1.0,0.08,,,74.0,34.0,378.0,91.0,7.0,,,,60.0,60.0,0.0,0.0,22.0,1.0,488.0,37.5,42.0,35.0,3.0,0.0,18.0,1.0,349.0,26.8,431.0,2075.0,4.81,27.0,159.6,440.0,1551.0,3.53,13.0,119.3,56.0,24.0,11.0,14.0,49.0,0.875,48.0,11.0,17.0,14.0,42.0,0.875,,,,,,,,,479.0,297.0,11.0,4201.0,8.77,14.14,28.0,323.2,289.0,484.0,3335.0,24.0,6.89,11.54,256.5,,,,,,,,,98.0,148.0,16.0,262.0,98.0,148.0,16.0,262.0,,,,165.0,64.0,0.388,80.0,200.0,0.4,,,,,,
Oklahoma St. (Big 12),13,10-3,977.0,6240.0,6.39,60.0,480.0,1004.0,5708.0,5.69,47.0,51.0,439.1,11.0,17.0,28.0,5.0,10.0,15.0,13.0,1.0,383:12,29:28,82.0,26.0,344.0,95.0,7.3,32.0,191.0,2.46,67.0,62.0,0.0,0.0,16.0,1.0,514.0,39.5,51.0,45.0,2.0,0.0,13.0,1.0,396.0,30.5,460.0,1649.0,3.58,25.0,126.8,571.0,2430.0,4.26,26.0,186.9,60.0,20.0,20.0,15.0,55.0,0.917,45.0,19.0,11.0,8.0,38.0,0.844,20.0,94.0,0.0,4.7,20.0,94.0,0.0,4.7,517.0,325.0,10.0,4591.0,8.88,14.13,35.0,353.2,251.0,433.0,3278.0,21.0,7.57,13.06,252.2,70.0,1611.0,1.0,23.01,70.0,1611.0,1.0,23.01,128.0,138.0,22.0,288.0,128.0,138.0,22.0,288.0,75.0,657.0,50.54,193.0,84.0,0.435,89.0,211.0,0.422,8.0,10.0,0.8,14.0,23.0,0.609
West Virginia (Big 12),13,8-5,1051.0,6236.0,5.93,51.0,479.7,969.0,5154.0,5.32,33.0,36.0,396.5,8.0,23.0,31.0,7.0,15.0,22.0,9.0,0.69,381:58,29:22,83.0,16.0,320.0,91.0,7.0,32.0,209.0,2.46,54.0,53.0,0.0,0.0,21.0,1.0,442.0,34.0,36.0,33.0,0.0,1.0,23.0,0.0,320.0,24.6,622.0,2967.0,4.77,25.0,228.2,522.0,2063.0,3.95,9.0,158.7,58.0,20.0,13.0,15.0,48.0,0.828,43.0,7.0,14.0,17.0,38.0,0.884,19.0,89.0,0.0,4.68,19.0,89.0,0.0,4.68,429.0,232.0,15.0,3269.0,7.62,14.09,26.0,251.5,231.0,447.0,3091.0,24.0,6.91,13.38,237.8,59.0,1405.0,1.0,23.81,59.0,1405.0,1.0,23.81,99.0,129.0,29.0,257.0,99.0,129.0,29.0,257.0,87.0,910.0,70.0,207.0,81.0,0.391,65.0,205.0,0.317,9.0,19.0,0.474,12.0,28.0,0.429
