year,0_team,1_team,winner_id
2022,southern miss,northwestern state,0
2022,middle tenn,tennessee state,0
2022,boston college,maine,0
2022,illinois state,eastern ill,0
2022,oregon state,montana state,0
2022,mcneese,alcorn,1
2022,uc davis,san diego,0
2022,arizona,north dakota state,0
2022,hawaii,duquesne,0
2022,illinois,chattanooga,0
2022,charleston so,furman,1
2022,pittsburgh,rhode island,0
2022,georgetown,columbia,1
2022,brown,harvard,1
2022,colgate,holy cross,1
2022,valparaiso,san diego,0
2022,stetson,morehead state,0
2022,drake,marist,1
2022,ohio,fordham,0
2022,richmond,stony brook,0
2022,jackson state,mississippi val,0
2022,bethunecookman,grambling,0
2022,south dakota,north dakota state,1
2022,sacred heart,dartmouth,0
2022,cornell,yale,1
2022,samford,western caro,0
2022,northern colo,idaho state,0
2022,massachusetts,north dakota,0
2022,princeton,lehigh,0
2022,missouri state,south dakota state,1
2022,william  mary,elon,1
2022,villanova,monmouth,1
2022,ualbany,central conn state,0
2022,utsa,texas southern,0
2022,colorado state,sacramento state,1
2022,montana,portland state,0
2022,niu,idaho,1
2022,nicholls,jacksonville state,1
2022,austin peay,eastern ky,0
2022,towson,new hampshire,1
2022,eastern wash,montana state,1
2022,murray state,eastern ill,1
2022,delaware,hampton,0
2022,florida am,alabama am,0
2022,gardnerwebb,mercer,1
2022,kennesaw state,wofford,0
2022,alabama state,prairie view,1
2022,presbyterian,davidson,1
2022,alcorn,arkpine bluff,0
2022,texas state,houston christian,0
2022,uc davis,weber state,1
2022,south carolina,south carolina state,0
2022,campbell,north carolina,0
2022,yale,howard,0
2022,stonehill,duquesne,0
2022,lehigh,monmouth,1
2022,fordham,georgetown,0
2022,colgate,cornell,1
2022,dayton,drake,0
2022,sacred heart,norfolk state,0
2022,maine,villanova,1
2022,davidson,butler,0
2022,harvard,holy cross,1
2022,columbia,princeton,1
2022,north dakota,missouri state,0
2022,morehead state,presbyterian,0
2022,wofford,mercer,1
2022,north dakota state,youngstown state,0
2022,jacksonville state,kennesaw state,0
2022,furman,samford,1
2022,elon,richmond,0
2022,alabama am,bethunecookman,0
2022,ut martin,tennessee tech,0
2022,south dakota state,western ill,0
2022,idaho state,montana,1
2022,western caro,vmi,0
2022,delaware,towson,0
2022,bucknell,lafayette,1
2022,stony brook,william  mary,1
2022,app state,the citadel,0
2022,marshall,gardnerwebb,0
2022,san diego,stetson,1
2022,northwestern state,nicholls,0
2022,portland state,niu,0
2022,syracuse,wagner,0
2022,florida am,mississippi val,0
2022,rhode island,brown,0
2022,western mich,new hampshire,0
2022,delaware state,robert morris,0
2022,eastern ky,southern utah,0
2022,southern u,arkpine bluff,0
2022,southeastern la,murray state,0
2022,grambling,prairie view,1
2022,texas southern,alabama state,1
2022,illinois state,massachusetts,1
2022,cal poly,sacramento state,1
2022,idaho,northern colo,0
2022,montana state,uc davis,0
2022,florida,eastern wash,0
2022,cornell,harvard,1
2022,presbyterian,valparaiso,1
2022,robert morris,gardnerwebb,1
2022,lehigh,fordham,1
2022,yale,dartmouth,0
2022,lafayette,princeton,1
2022,central conn state,brown,1
2022,indiana state,north dakota state,1
2022,columbia,wagner,0
2022,butler,dayton,0
2022,monmouth,ualbany,0
2022,morgan state,norfolk state,1
2022,samford,wofford,0
2022,stetson,marist,1
2022,south carolina state,florida am,1
2022,drake,san diego,1
2022,alabama am,grambling,0
2022,elon,towson,0
2022,hampton,maine,1
2022,the citadel,furman,1
2022,alabama state,jackson state,1
2022,eastern ill,northwestern state,0
2022,missouri state,massachusetts,1
2022,arkpine bluff,texas southern,1
2022,murray state,ut martin,1
2022,south dakota state,south dakota,0
2022,new hampshire,stony brook,0
2022,william  mary,delaware,0
2022,montana state,idaho state,0
2022,mercer,western caro,0
2022,holy cross,bucknell,0
2022,campbell,charleston so,0
2022,niu,cal poly,0
2022,prairie view,southern u,1
2022,youngstown state,north dakota,1
2022,tennessee state,bethunecookman,0
2022,mississippi val,alcorn,1
2022,houston christian,nicholls,1
2022,weber state,eastern wash,0
2022,sacramento state,northern colo,0
2022,north carolina,morgan state,0
2022,princeton,brown,0
2022,marist,dayton,1
2022,yale,bucknell,0
2022,army west point,colgate,0
2022,davidson,morehead state,0
2022,cornell,lehigh,0
2022,rhode island,elon,0
2022,maine,monmouth,0
2022,campbell,robert morris,0
2022,sacred heart,stonehill,0
2022,dartmouth,new hampshire,1
2022,chattanooga,vmi,0
2022,wofford,the citadel,0
2022,grambling,florida am,1
2022,norfolk state,delaware state,1
2022,furman,western caro,0
2022,youngstown state,indiana state,0
2022,valparaiso,butler,1
2022,idaho state,cal poly,0
2022,massachusetts,western ill,0
2022,montana,idaho,1
2022,northern colo,montana state,1
2022,illinois state,south dakota,0
2022,alabama state,mississippi val,0
2022,richmond,villanova,0
2022,north dakota state,south dakota state,1
2022,ualbany,hampton,1
2022,liberty,gardnerwebb,0
2022,bryant,charleston so,1
2022,bethunecookman,jackson state,1
2022,howard,harvard,1
2022,austin peay,murray state,0
2022,abilene christian,southern utah,0
2022,portland state,weber state,1
2022,san diego,presbyterian,0
2022,fordham,stony brook,0
2022,tennessee tech,tennessee state,1
2022,eastern wash,sacramento state,1
2022,uc davis,niu,0
2022,southern u,alcorn,0
2022,houston christian,northwestern state,1
2022,arkpine bluff,alabama am,1
2022,harvard,princeton,1
2022,colgate,georgetown,0
2022,tennessee,ut martin,0
2022,central conn state,duquesne,1
2022,lehigh,bucknell,1
2022,brown,cornell,1
2022,monmouth,rhode island,1
2022,dayton,stetson,0
2022,new hampshire,elon,0
2022,butler,marist,0
2022,indiana state,illinois state,1
2022,howard,delaware state,0
2022,vmi,furman,1
2022,chattanooga,mercer,0
2022,south carolina state,north carolina,0
2022,columbia,dartmouth,1
2022,western caro,the citadel,1
2022,jacksonville state,southeastern la,1
2022,morehead state,valparaiso,1
2022,hampton,richmond,1
2022,drake,davidson,1
2022,south dakota,massachusetts,0
2022,alcorn,texas southern,1
2022,tennessee state,eastern ill,0
2022,kennesaw state,tennessee tech,0
2022,jackson state,campbell,0
2022,delaware,morgan state,0
2022,northern colo,uc davis,1
2022,idaho state,niu,1
2022,montana state,weber state,0
2022,idaho,portland state,0
2022,villanova,ualbany,0
2022,lafayette,holy cross,1
2022,stony brook,maine,0
2022,nicholls,mcneese,0
2022,western ill,youngstown state,1
2022,north dakota,south dakota state,1
2022,mississippi val,bethunecookman,1
2022,towson,william  mary,1
2022,charleston so,gardnerwebb,1
2022,cal poly,eastern wash,1
2022,sacramento state,montana,0
2022,columbia,yale,1
2022,butler,morehead state,0
2022,morgan state,south carolina state,0
2022,marist,presbyterian,0
2022,central conn state,wagner,0
2022,lafayette,georgetown,1
2022,holy cross,fordham,0
2022,princeton,cornell,0
2022,stetson,drake,1
2022,dayton,valparaiso,0
2022,bucknell,colgate,1
2022,ualbany,stony brook,0
2022,maine,richmond,1
2022,villanova,hampton,0
2022,william  mary,rhode island,0
2022,monmouth,towson,1
2022,kennesaw state,charleston so,0
2022,gardnerwebb,bryant,0
2022,dartmouth,harvard,1
2022,vmi,mercer,1
2022,the citadel,samford,1
2022,norfolk state,howard,1
2022,youngstown state,south dakota,0
2022,furman,chattanooga,0
2022,delaware state,north carolina,1
2022,jackson state,southern u,0
2022,south dakota state,indiana state,0
2022,missouri state,western ill,0
2022,murray state,tennessee state,0
2022,prairie view,bethunecookman,0
2022,grambling,alcorn,0
2022,houston christian,ut martin,1
2022,weber state,montana,0
2022,eastern ill,tennessee tech,1
2022,elon,delaware,0
2022,alabama state,alabama am,0
2022,app state,robert morris,0
2022,north dakota state,illinois state,0
2022,north dakota,abilene christian,0
2022,florida am,arkpine bluff,0
2022,eastern wash,portland state,1
2022,austin peay,jacksonville state,1
2022,uc davis,cal poly,0
2022,mcneese,southeastern la,1
2022,sacramento state,idaho,0
2022,mississippi val,alabama am,0
2022,prairie view,alcorn,1
2022,yale,brown,0
2022,holy cross,lehigh,0
2022,charleston so,robert morris,0
2022,duquesne,sacred heart,0
2022,indiana state,north dakota,1
2022,stony brook,morgan state,0
2022,davidson,stetson,0
2022,hampton,william  mary,1
2022,princeton,dartmouth,0
2022,harvard,columbia,1
2022,colgate,lafayette,1
2022,ut martin,kennesaw state,1
2022,rhode island,maine,0
2022,delaware,monmouth,0
2022,presbyterian,dayton,1
2022,bucknell,fordham,1
2022,stonehill,wagner,0
2022,south carolina state,delaware state,1
2022,western caro,wofford,0
2022,bryant,campbell,0
2022,south dakota,missouri state,0
2022,north carolina,howard,0
2022,towson,villanova,0
2022,the citadel,chattanooga,1
2022,elon,ualbany,0
2022,western ill,north dakota state,1
2022,idaho,eastern wash,0
2022,illinois state,youngstown state,1
2022,weber state,sacramento state,1
2022,samford,vmi,0
2022,grambling,arkpine bluff,0
2022,richmond,new hampshire,0
2022,san diego,butler,1
2022,bethunecookman,alabama state,1
2022,morehead state,marist,1
2022,niu,montana state,1
2022,portland state,northern colo,0
2022,florida am,southern u,0
2022,texas southern,jackson state,1
2022,uc davis,idaho state,0
2022,montana,cal poly,0
2022,mcneese,eastern ill,0
2022,portland state,sacramento state,1
2022,lehigh,colgate,0
2022,marist,valparaiso,1
2022,holy cross,bryant,0
2022,ualbany,maine,0
2022,yale,princeton,0
2022,brown,columbia,1
2022,wagner,sacred heart,1
2022,georgetown,bucknell,1
2022,hampton,elon,1
2022,william  mary,villanova,0
2022,dayton,morehead state,0
2022,fordham,lafayette,0
2022,kennesaw state,austin peay,1
2022,north dakota,south dakota,0
2022,howard,south carolina state,0
2022,campbell,gardnerwebb,1
2022,cornell,dartmouth,0
2022,delaware,richmond,1
2022,new hampshire,rhode island,0
2022,stony brook,towson,1
2022,chattanooga,samford,1
2022,wofford,vmi,0
2022,northern colo,niu,0
2022,massachusetts,north dakota state,1
2022,delaware state,morgan state,1
2022,jacksonville state,eastern ky,0
2022,murray state,robert morris,0
2022,western ill,indiana state,1
2022,norfolk state,north carolina,1
2022,drake,butler,0
2022,arkpine bluff,prairie view,1
2022,houston christian,mcneese,1
2022,alcorn,bethunecookman,0
2022,alabama state,florida am,1
2022,southern u,mississippi val,0
2022,south dakota state,illinois state,0
2022,weber state,idaho state,0
2022,montana,eastern wash,0
2022,missouri state,youngstown state,0
2022,mercer,furman,1
2022,southeastern la,northwestern state,0
2022,tennessee state,ut martin,1
2022,jackson state,alabama am,0
2022,san diego,davidson,0
2022,idaho,uc davis,1
2022,texas southern,grambling,0
2022,cal poly,montana state,1
2022,nicholls,southeastern la,1
2022,duquesne,wagner,0
2022,richmond,william  mary,1
2022,illinois state,western ill,0
2022,morgan state,howard,1
2022,harvard,yale,1
2022,robert morris,bryant,1
2022,monmouth,stony brook,0
2022,vmi,the citadel,1
2022,alabama,austin peay,0
2022,furman,wofford,0
2022,youngstown state,massachusetts,0
2022,morehead state,san diego,1
2022,maine,new hampshire,1
2022,georgetown,holy cross,1
2022,lafayette,lehigh,0
2022,western caro,chattanooga,0
2022,samford,mercer,0
2022,towson,hampton,0
2022,villanova,delaware,0
2022,rhode island,ualbany,0
2022,valparaiso,drake,1
2022,stetson,presbyterian,0
2022,davidson,dayton,0
2022,stonehill,central conn state,1
2022,fordham,colgate,0
2022,bucknell,marist,0
2022,columbia,cornell,0
2022,indiana state,missouri state,1
2022,dartmouth,brown,0
2022,south carolina state,norfolk state,1
2022,mississippi val,prairie view,0
2022,delaware state,campbell,1
2022,montana state,montana,0
2022,alabama am,texas southern,0
2022,florida am,bethunecookman,0
2022,tennessee tech,north carolina,1
2022,ut martin,eastern ill,0
2022,eastern ky,kennesaw state,0
2022,idaho state,idaho,1
2022,alcorn,jackson state,1
2022,niu,weber state,1
2022,north dakota state,north dakota,0
2022,eastern wash,northern colo,0
2022,sacramento state,uc davis,0
2022,cal poly,portland state,0
2022,alabama state,arkpine bluff,1
2022,furman,elon,0
2022,richmond,davidson,0
2022,new hampshire,fordham,0
2022,southern u,grambling,0
2022,weber state,north dakota,0
2022,eastern ky,gardnerwebb,1
2022,southeastern la,idaho,0
2022,holy cross,new hampshire,0
2022,william  mary,gardnerwebb,0
2022,montana state,weber state,0
2022,samford,southeastern la,0
2022,south dakota state,delaware,0
2022,new mexico state,valparaiso,0
2022,north dakota state,montana,0
2022,jackson state,southern u,0
2022,sacramento state,richmond,0
2022,north dakota state,samford,0
2022,montana state,william  mary,0
2022,south dakota state,holy cross,0
2022,uab,miami fl,0
2022,troy,utsa,0
2022,louisville,cincinnati,0
2022,oregon state,florida,0
2022,fresno state,washington state,0
2022,southern miss,rice,0
2022,byu,smu,0
2022,boise state,north texas,0
2022,uconn,marshall,1
2022,san jose state,eastern mich,1
2022,toledo,liberty,0
2022,south alabama,western ky,1
2022,air force,baylor,0
2022,houston,louisiana,0
2022,missouri,wake forest,1
2022,san diego state,middle tenn,1
2022,bowling green,new mexico state,1
2022,buffalo,ga southern,0
2022,utah state,memphis,1
2022,east carolina,coastal carolina,0
2022,oklahoma state,wisconsin,1
2022,duke,ucf,0
2022,arkansas,kansas,0
2022,north carolina,oregon,1
2022,ole miss,texas tech,1
2022,minnesota,syracuse,0
2022,florida state,oklahoma,0
2022,washington,texas,0
2022,nc state,maryland,1
2022,ucla,pittsburgh,1
2022,south carolina,notre dame,1
2022,wyoming,ohio,1
2022,clemson,tennessee,1
2022,kentucky,iowa,1
2022,kansas state,alabama,1
2022,michigan,tcu,1
2022,georgia,ohio state,0
2022,illinois,mississippi state,1
2022,purdue,lsu,1
2022,southern california,tulane,1
2022,utah,penn state,1
2022,georgia,tcu,0
2022,north carolina,jackson state,0
2022,south dakota state,montana state,0
2022,south dakota state,north dakota state,0
2023,notre dame,navy,0
2023,jacksonville state,utep,0
2023,new mexico state,massachusetts,1
2023,san diego state,ohio,0
2023,vanderbilt,hawaii,0
2023,southern california,san jose state,0
2023,louisiana tech,fiu,0
2023,ucf,kent state,0
2023,wake forest,elon,0
2023,georgia state,rhode island,0
2023,uconn,nc state,1
2023,utah,florida,0
2023,tulsa,arkpine bluff,0
2023,missouri,south dakota,0
2023,minnesota,nebraska,0
2023,arizona state,southern utah,0
2023,eastern mich,howard,0
2023,miami fl,miami fl,0
2023,michigan state,central mich,0
2023,georgia tech,louisville,1
2023,kansas,missouri state,0
2023,hawaii,stanford,1
2023,kentucky,ball state,0
2023,michigan,east carolina,0
2023,oklahoma,arkansas state,0
2023,boston college,niu,1
2023,tcu,colorado,1
2023,tennessee,virginia,0
2023,smu,louisiana tech,0
2023,purdue,fresno state,1
2023,liberty,bowling green,0
2023,iowa,utah state,0
2023,air force,robert morris,0
2023,ole miss,mercer,0
2023,temple,akron,0
2023,oregon,portland state,0
2023,maryland,towson,0
2023,indiana,ohio state,1
2023,pittsburgh,wofford,0
2023,western ky,south fla,0
2023,washington,boise state,0
2023,notre dame,tennessee state,0
2023,wisconsin,buffalo,0
2023,auburn,massachusetts,0
2023,texas,rice,0
2023,cincinnati,eastern ky,0
2023,app state,gardnerwebb,0
2023,north texas,california,1
2023,syracuse,colgate,0
2023,unlv,bryant,0
2023,mississippi state,southeastern la,0
2023,arkansas,western caro,0
2023,ga southern,the citadel,0
2023,charlotte,south carolina state,0
2023,fla atlantic,monmouth,0
2023,georgia,ut martin,0
2023,marshall,ualbany,0
2023,james madison,bucknell,0
2023,southern california,nevada,0
2023,fiu,maine,0
2023,vanderbilt,alabama am,0
2023,texas am,new mexico,0
2023,south fla,army west point,0
2023,colorado state,washington state,1
2023,baylor,texas state,1
2023,houston,utsa,0
2023,memphis,bethunecookman,0
2023,southern miss,alcorn,0
2023,alabama,middle tenn,0
2023,louisiana,northwestern state,0
2023,penn state,west virginia,0
2023,north carolina,south carolina,0
2023,illinois,toledo,0
2023,wyoming,texas tech,0
2023,virginia tech,old dominion,0
2023,tulane,south alabama,0
2023,new mexico state,western ill,0
2023,arizona,niu,0
2023,san diego state,idaho state,0
2023,ucla,coastal carolina,0
2023,rutgers,northwestern,0
2023,san jose state,oregon state,1
2023,florida state,lsu,0
2023,duke,clemson,0
2023,louisville,murray state,0
2023,indiana,indiana state,0
2023,kansas,illinois,0
2023,wake forest,vanderbilt,0
2023,baylor,utah,1
2023,virginia tech,purdue,1
2023,virginia,james madison,1
2023,kansas state,troy,0
2023,nc state,notre dame,1
2023,georgia,ball state,0
2023,colorado,nebraska,0
2023,army west point,delaware state,0
2023,ohio state,youngstown state,0
2023,penn state,delaware,0
2023,boston college,holy cross,0
2023,georgia tech,south carolina state,0
2023,central mich,new hampshire,0
2023,bowling green,eastern ill,0
2023,clemson,charleston so,0
2023,byu,southern utah,0
2023,kentucky,eastern ky,0
2023,michigan state,richmond,0
2023,niu,massachusetts,1
2023,toledo,texas southern,0
2023,navy,wagner,0
2023,massachusetts,miami fl,1
2023,iowa state,iowa,1
2023,miami fl,texas am,0
2023,michigan,unlv,0
2023,tulane,ole miss,1
2023,utsa,texas state,0
2023,northwestern,utep,0
2023,syracuse,western mich,0
2023,east carolina,marshall,1
2023,arkansas,kent state,0
2023,san jose state,cal poly,0
2023,wyoming,portland state,0
2023,south alabama,southeastern la,0
2023,tennessee,austin peay,0
2023,washington,tulsa,0
2023,north carolina,app state,0
2023,fla atlantic,ohio,1
2023,oklahoma,smu,0
2023,ga southern,uab,0
2023,old dominion,louisiana,0
2023,liberty,new mexico state,0
2023,buffalo,fordham,1
2023,duke,lafayette,0
2023,akron,morgan state,0
2023,west virginia,duquesne,0
2023,pittsburgh,cincinnati,1
2023,fiu,north texas,0
2023,georgia state,uconn,0
2023,rice,houston,0
2023,texas tech,oregon,1
2023,coastal carolina,jacksonville state,0
2023,louisiana tech,northwestern state,0
2023,missouri,middle tenn,0
2023,western ky,houston christian,0
2023,boise state,ucf,1
2023,south fla,florida am,0
2023,arkansas state,memphis,1
2023,nevada,idaho,1
2023,alabama,texas,1
2023,lsu,grambling,0
2023,south carolina,furman,0
2023,florida,mcneese,0
2023,mississippi state,arizona,0
2023,maryland,charlotte,0
2023,rutgers,temple,0
2023,washington state,wisconsin,0
2023,san diego state,ucla,1
2023,minnesota,eastern mich,0
2023,utah state,idaho state,0
2023,tcu,nicholls,0
2023,new mexico,tennessee tech,0
2023,florida state,southern miss,0
2023,oregon state,uc davis,0
2023,fresno state,eastern wash,0
2023,southern california,stanford,0
2023,california,auburn,1
2023,arizona state,oklahoma state,1
2023,hawaii,ualbany,0
2023,miami fl,bethunecookman,0
2023,memphis,navy,0
2023,utsa,army west point,1
2023,maryland,virginia,0
2023,air force,utah state,0
2023,buffalo,liberty,1
2023,kent state,central conn state,0
2023,boise state,north dakota,0
2023,illinois,penn state,1
2023,indiana,louisville,1
2023,mississippi state,lsu,1
2023,old dominion,wake forest,1
2023,boston college,florida state,1
2023,ohio,iowa state,0
2023,wisconsin,ga southern,0
2023,missouri,kansas state,0
2023,nc state,vmi,0
2023,temple,norfolk state,0
2023,eastern mich,massachusetts,0
2023,ball state,indiana state,0
2023,utah,weber state,0
2023,notre dame,central mich,0
2023,south fla,alabama,1
2023,uconn,fiu,1
2023,oregon state,san diego state,0
2023,tulsa,oklahoma,1
2023,georgia,south carolina,0
2023,duke,northwestern,0
2023,north carolina,minnesota,0
2023,iowa,western mich,0
2023,rutgers,virginia tech,0
2023,app state,east carolina,0
2023,southern miss,tulane,1
2023,texas am,south fla,0
2023,ohio state,western ky,0
2023,california,idaho,0
2023,ucla,north carolina,0
2023,washington state,northern colo,0
2023,michigan state,washington,1
2023,charlotte,georgia state,1
2023,ucf,villanova,0
2023,rice,texas southern,0
2023,smu,prairie view,0
2023,middle tenn,murray state,0
2023,auburn,samford,0
2023,arkansas state,stony brook,0
2023,coastal carolina,duquesne,0
2023,oklahoma state,south alabama,1
2023,florida,tennessee,0
2023,cincinnati,miami fl,1
2023,louisiana tech,north texas,1
2023,nebraska,niu,0
2023,toledo,san jose state,0
2023,unlv,vanderbilt,0
2023,troy,james madison,1
2023,uab,louisiana,1
2023,kentucky,akron,0
2023,purdue,syracuse,1
2023,west virginia,pittsburgh,0
2023,michigan,bowling green,0
2023,ole miss,georgia tech,0
2023,arkansas,byu,1
2023,houston,tcu,1
2023,new mexico,new mexico state,1
2023,clemson,fla atlantic,0
2023,texas,wyoming,0
2023,oregon,hawaii,0
2023,stanford,sacramento state,1
2023,texas state,jackson state,0
2023,colorado,colorado state,0
2023,arizona state,fresno state,1
2023,nevada,kansas,1
2023,arizona,utep,0
2023,coastal carolina,georgia state,1
2023,purdue,wisconsin,1
2023,virginia,nc state,1
2023,san diego state,boise state,1
2023,san jose state,air force,1
2023,cincinnati,oklahoma,1
2023,tcu,smu,0
2023,clemson,florida state,1
2023,syracuse,army west point,0
2023,vanderbilt,kentucky,1
2023,texas am,auburn,0
2023,marshall,virginia tech,0
2023,troy,western ky,0
2023,niu,tulsa,1
2023,michigan,rutgers,0
2023,toledo,western mich,0
2023,ball state,ga southern,1
2023,utah,ucla,0
2023,bowling green,ohio,1
2023,miami fl,delaware state,0
2023,alabama,ole miss,0
2023,massachusetts,new mexico,1
2023,west virginia,texas tech,0
2023,kansas,byu,0
2023,illinois,fla atlantic,0
2023,oregon,colorado,0
2023,temple,miami fl,1
2023,louisville,boston college,0
2023,nebraska,louisiana tech,0
2023,uconn,duke,1
2023,michigan state,maryland,1
2023,south fla,rice,0
2023,tennessee,utsa,0
2023,iowa state,oklahoma state,0
2023,jacksonville state,eastern mich,0
2023,south alabama,central mich,1
2023,east carolina,gardnerwebb,0
2023,fiu,liberty,1
2023,wake forest,georgia tech,1
2023,texas state,nevada,0
2023,arkansas state,southern miss,0
2023,stanford,arizona,1
2023,washington state,oregon state,0
2023,florida,charlotte,0
2023,lsu,arkansas,0
2023,middle tenn,colorado state,1
2023,tulane,nicholls,0
2023,wyoming,app state,0
2023,notre dame,ohio state,1
2023,penn state,iowa,0
2023,baylor,texas,1
2023,louisiana,buffalo,0
2023,indiana,akron,0
2023,missouri,memphis,0
2023,georgia,uab,0
2023,south carolina,mississippi state,0
2023,northwestern,minnesota,0
2023,pittsburgh,north carolina,1
2023,utah state,james madison,1
2023,kansas state,ucf,0
2023,utep,unlv,1
2023,washington,california,0
2023,arizona state,southern california,1
2023,fresno state,kent state,0
2023,hawaii,new mexico state,0
2023,western ky,middle tenn,0
2023,tulsa,temple,0
2023,nc state,louisville,1
2023,utep,louisiana tech,1
2023,oregon state,utah,0
2023,byu,cincinnati,0
2023,syracuse,clemson,1
2023,minnesota,louisiana,0
2023,colorado,southern california,1
2023,tulane,uab,0
2023,james madison,south alabama,0
2023,northwestern,penn state,1
2023,arkansas,texas am,1
2023,uconn,utah state,1
2023,akron,buffalo,1
2023,kentucky,florida,0
2023,central mich,eastern mich,0
2023,boston college,virginia,0
2023,kent state,miami fl,1
2023,california,arizona state,0
2023,navy,south fla,1
2023,texas tech,houston,0
2023,texas,kansas,0
2023,georgia tech,bowling green,1
2023,massachusetts,arkansas state,1
2023,ucf,baylor,1
2023,auburn,georgia,1
2023,maryland,indiana,0
2023,nebraska,michigan,1
2023,rutgers,wagner,0
2023,purdue,illinois,0
2023,toledo,niu,0
2023,western mich,ball state,0
2023,marshall,old dominion,0
2023,wyoming,new mexico,0
2023,unlv,hawaii,0
2023,vanderbilt,missouri,1
2023,memphis,boise state,0
2023,ole miss,lsu,0
2023,stanford,oregon,1
2023,north texas,abilene christian,0
2023,georgia state,troy,1
2023,rice,east carolina,0
2023,oklahoma,iowa state,0
2023,ga southern,coastal carolina,0
2023,southern miss,texas state,1
2023,iowa,michigan state,0
2023,tennessee,south carolina,0
2023,duke,notre dame,1
2023,smu,charlotte,0
2023,virginia tech,pittsburgh,0
2023,tcu,west virginia,1
2023,air force,san diego state,0
2023,south fla,app state,1
2023,mississippi state,alabama,1
2023,arizona,washington,1
2023,fresno state,nevada,0
2023,middle tenn,jacksonville state,1
2023,new mexico state,fiu,0
2023,louisiana tech,western ky,1
2023,oklahoma state,kansas state,0
2023,illinois,nebraska,1
2023,mississippi state,western mich,0
2023,texas,oklahoma,1
2023,ohio state,maryland,0
2023,wisconsin,rutgers,0
2023,virginia,william  mary,0
2023,massachusetts,toledo,1
2023,missouri,lsu,1
2023,army west point,boston college,1
2023,temple,utsa,1
2023,buffalo,central mich,0
2023,nc state,marshall,0
2023,ucla,washington state,0
2023,northwestern,howard,0
2023,eastern mich,ball state,0
2023,navy,north texas,0
2023,florida state,virginia tech,0
2023,akron,niu,1
2023,iowa,purdue,0
2023,north carolina,syracuse,0
2023,louisiana,texas state,0
2023,miami fl,bowling green,0
2023,ohio,kent state,0
2023,clemson,wake forest,0
2023,texas am,alabama,1
2023,uab,south fla,0
2023,florida,vanderbilt,0
2023,kansas,ucf,0
2023,troy,arkansas state,0
2023,rice,uconn,1
2023,fla atlantic,tulsa,0
2023,arizona state,colorado,1
2023,south fla,south alabama,1
2023,georgia,kentucky,0
2023,southern miss,old dominion,1
2023,ole miss,arkansas,0
2023,minnesota,michigan,1
2023,louisville,notre dame,0
2023,miami fl,georgia tech,1
2023,baylor,texas tech,1
2023,iowa state,tcu,0
2023,wyoming,fresno state,0
2023,utah state,colorado state,0
2023,boise state,san jose state,0
2023,california,oregon state,1
2023,southern california,arizona,0
2023,middle tenn,louisiana tech,0
2023,jacksonville state,liberty,1
2023,app state,coastal carolina,1
2023,fiu,utep,1
2023,houston,west virginia,0
2023,east carolina,smu,1
2023,memphis,tulane,1
2023,utah state,fresno state,1
2023,colorado,stanford,1
2023,eastern mich,kent state,0
2023,james madison,ga southern,0
2023,rutgers,michigan state,0
2023,florida state,syracuse,0
2023,purdue,ohio state,1
2023,michigan,indiana,0
2023,vanderbilt,georgia,1
2023,alabama,arkansas,0
2023,north texas,temple,0
2023,cincinnati,iowa state,1
2023,charlotte,navy,1
2023,ball state,toledo,1
2023,utah,california,0
2023,central mich,akron,0
2023,buffalo,bowling green,1
2023,western mich,miami fl,1
2023,south carolina,florida,1
2023,south fla,fla atlantic,1
2023,tennessee,texas am,0
2023,army west point,troy,1
2023,penn state,massachusetts,0
2023,washington,oregon,0
2023,maryland,illinois,1
2023,tcu,byu,0
2023,oklahoma state,kansas,0
2023,virginia tech,wake forest,0
2023,niu,ohio,0
2023,wisconsin,iowa,1
2023,nevada,unlv,1
2023,new mexico,san jose state,1
2023,pittsburgh,louisville,0
2023,air force,wyoming,0
2023,georgia state,marshall,0
2023,washington state,arizona,1
2023,texas state,south fla,0
2023,lsu,auburn,0
2023,texas tech,kansas state,1
2023,kentucky,missouri,1
2023,notre dame,southern california,0
2023,north carolina,miami fl,0
2023,duke,nc state,0
2023,oregon state,ucla,0
2023,utsa,uab,0
2023,colorado state,boise state,0
2023,hawaii,san diego state,1
2023,liberty,middle tenn,0
2023,jacksonville state,western ky,0
2023,south alabama,southern miss,0
2023,utep,new mexico state,1
2023,tulsa,rice,1
2023,marshall,james madison,1
2023,temple,smu,1
2023,ohio,western mich,0
2023,uab,memphis,1
2023,oklahoma,ucf,0
2023,cincinnati,baylor,1
2023,arkansas,mississippi state,1
2023,georgia tech,boston college,1
2023,navy,air force,1
2023,indiana,rutgers,1
2023,ohio state,penn state,0
2023,bowling green,akron,0
2023,ga southern,south fla,0
2023,east carolina,charlotte,1
2023,missouri,south carolina,0
2023,oregon,washington state,0
2023,illinois,wisconsin,1
2023,nebraska,northwestern,0
2023,niu,eastern mich,0
2023,west virginia,oklahoma state,1
2023,tulane,north texas,0
2023,uconn,south fla,1
2023,iowa,minnesota,1
2023,ball state,central mich,0
2023,kent state,buffalo,1
2023,alabama,tennessee,0
2023,wake forest,pittsburgh,0
2023,miami fl,toledo,1
2023,houston,texas,1
2023,new mexico,hawaii,0
2023,fla atlantic,utsa,1
2023,north carolina,virginia,1
2023,kansas state,tcu,0
2023,san jose state,utah state,0
2023,unlv,colorado state,0
2023,old dominion,app state,0
2023,byu,texas tech,0
