Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
Oklahoma (Big 12),11,9-2,781.0,5442.0,6.97,57.0,494.7,743.0,3857.0,5.19,30.0,30.0,350.6,3.0,16.0,19.0,6.0,8.0,14.0,5.0,0.45,355:18,32:18,60.0,46.0,356.0,83.0,7.5,24.0,144.0,2.18,58.0,57.0,1.0,0.0,22.0,0.0,473.0,43.0,30.0,29.0,0.0,0.0,10.0,0.0,239.0,21.7,419.0,1977.0,4.72,27.0,179.7,335.0,1156.0,3.45,18.0,105.1,59.0,25.0,15.0,14.0,54.0,0.915,39.0,15.0,7.0,9.0,31.0,0.795,10.0,67.0,0.0,6.7,10.0,67.0,0.0,6.7,362.0,249.0,8.0,3465.0,9.57,13.92,30.0,315.0,226.0,408.0,2701.0,12.0,6.62,11.95,245.5,40.0,884.0,0.0,22.1,40.0,884.0,0.0,22.1,64.0,109.0,32.0,205.0,64.0,109.0,32.0,205.0,80.0,738.0,67.09,135.0,55.0,0.407,43.0,154.0,0.279,8.0,10.0,0.8,15.0,23.0,0.652
SMU (AAC),10,7-3,753.0,4945.0,6.57,47.0,494.5,748.0,4222.0,5.64,41.0,41.0,422.2,10.0,7.0,17.0,6.0,6.0,12.0,5.0,0.5,295:57,29:36,68.0,16.0,268.0,76.0,7.6,21.0,156.0,2.1,48.0,43.0,1.0,0.0,17.0,1.0,386.0,38.6,41.0,39.0,0.0,0.0,8.0,0.0,309.0,30.9,377.0,1765.0,4.68,24.0,176.5,428.0,1803.0,4.21,19.0,180.3,50.0,19.0,13.0,14.0,46.0,0.92,42.0,15.0,14.0,6.0,35.0,0.833,10.0,75.0,0.0,7.5,10.0,75.0,0.0,7.5,376.0,246.0,6.0,3180.0,8.46,12.93,23.0,318.0,186.0,320.0,2419.0,22.0,7.56,13.01,241.9,20.0,339.0,0.0,16.95,20.0,339.0,0.0,16.95,98.0,115.0,15.0,228.0,98.0,115.0,15.0,228.0,68.0,590.0,59.0,147.0,69.0,0.469,66.0,152.0,0.434,7.0,18.0,0.389,13.0,22.0,0.591
Toledo (MAC),6,4-2,462.0,2964.0,6.42,26.0,494.0,406.0,2173.0,5.35,18.0,18.0,362.2,5.0,4.0,9.0,5.0,7.0,12.0,-3.0,-0.5,200:57,33:30,22.0,30.0,152.0,37.0,6.2,15.0,104.0,2.5,27.0,23.0,2.0,0.0,7.0,0.0,210.0,35.0,18.0,15.0,1.0,0.0,7.0,0.0,146.0,24.3,243.0,1009.0,4.15,8.0,168.2,210.0,775.0,3.69,6.0,129.2,28.0,7.0,10.0,6.0,23.0,0.821,20.0,3.0,10.0,5.0,18.0,0.9,6.0,23.0,0.0,3.83,6.0,23.0,0.0,3.83,219.0,143.0,7.0,1955.0,8.93,13.67,18.0,325.8,110.0,196.0,1398.0,12.0,7.13,12.71,233.0,18.0,369.0,0.0,20.5,18.0,369.0,0.0,20.5,38.0,64.0,19.0,121.0,38.0,64.0,19.0,121.0,58.0,451.0,75.17,85.0,41.0,0.482,23.0,84.0,0.274,6.0,13.0,0.462,7.0,13.0,0.538
Arkansas St. (Sun Belt),11,4-7,849.0,5387.0,6.35,46.0,489.7,821.0,5171.0,6.3,51.0,53.0,470.1,6.0,6.0,12.0,7.0,9.0,16.0,-4.0,-0.36,315:37,28:42,60.0,32.0,296.0,76.0,6.9,29.0,198.0,2.64,47.0,43.0,1.0,0.0,11.0,1.0,362.0,32.9,53.0,50.0,0.0,0.0,13.0,1.0,409.0,37.2,386.0,1379.0,3.57,7.0,125.4,433.0,1717.0,3.97,18.0,156.1,41.0,6.0,20.0,6.0,32.0,0.78,47.0,13.0,17.0,8.0,38.0,0.809,10.0,63.0,0.0,6.3,10.0,63.0,0.0,6.3,463.0,275.0,9.0,4008.0,8.66,14.57,39.0,364.4,249.0,388.0,3454.0,33.0,8.9,13.87,314.0,29.0,494.0,0.0,17.03,29.0,494.0,0.0,17.03,88.0,153.0,19.0,260.0,88.0,153.0,19.0,260.0,70.0,631.0,57.36,173.0,69.0,0.399,68.0,163.0,0.417,15.0,30.0,0.5,12.0,25.0,0.48
Liberty (FBS Independent),11,10-1,791.0,5310.0,6.71,52.0,482.7,667.0,3495.0,5.24,29.0,30.0,317.7,6.0,11.0,17.0,9.0,7.0,16.0,1.0,0.09,362:36,32:58,45.0,26.0,290.0,58.0,5.3,22.0,129.0,2.0,55.0,51.0,0.0,0.0,13.0,0.0,420.0,38.2,30.0,25.0,2.0,0.0,5.0,1.0,226.0,20.5,484.0,2776.0,5.74,27.0,252.4,354.0,1461.0,4.13,12.0,132.8,56.0,19.0,14.0,10.0,43.0,0.768,32.0,10.0,12.0,3.0,25.0,0.781,6.0,39.0,0.0,6.5,6.0,39.0,0.0,6.5,307.0,193.0,7.0,2534.0,8.25,13.13,25.0,230.4,180.0,313.0,2034.0,17.0,6.5,11.3,184.9,47.0,898.0,1.0,19.11,47.0,898.0,1.0,19.11,78.0,94.0,19.0,191.0,78.0,94.0,19.0,191.0,66.0,624.0,56.73,148.0,71.0,0.48,45.0,141.0,0.319,17.0,22.0,0.773,9.0,21.0,0.429
Western Mich. (MAC),6,4-2,392.0,2878.0,7.34,32.0,479.7,428.0,2398.0,5.6,25.0,25.0,399.7,1.0,2.0,3.0,4.0,2.0,6.0,-3.0,-0.5,169:31,28:15,35.0,32.0,173.0,51.0,8.5,7.0,46.0,1.17,34.0,31.0,0.0,0.0,5.0,0.0,250.0,41.7,25.0,17.0,4.0,0.0,10.0,0.0,205.0,34.2,235.0,1159.0,4.93,14.0,193.2,229.0,944.0,4.12,13.0,157.3,26.0,12.0,7.0,3.0,22.0,0.846,26.0,11.0,7.0,7.0,25.0,0.962,6.0,30.0,0.0,5.0,6.0,30.0,0.0,5.0,157.0,100.0,2.0,1719.0,10.95,17.19,18.0,286.5,127.0,199.0,1454.0,12.0,7.31,11.45,242.3,22.0,439.0,0.0,19.95,22.0,439.0,0.0,19.95,48.0,60.0,12.0,120.0,48.0,60.0,12.0,120.0,47.0,396.0,66.0,67.0,29.0,0.433,36.0,91.0,0.396,5.0,8.0,0.625,10.0,14.0,0.714
Fresno St. (Mountain West),6,3-3,464.0,2876.0,6.2,26.0,479.3,420.0,2580.0,6.14,22.0,23.0,430.0,6.0,4.0,10.0,5.0,5.0,10.0,0.0,0.0,189:46,31:38,37.0,16.0,175.0,45.0,7.5,24.0,200.0,4.0,26.0,21.0,1.0,0.0,6.0,0.0,197.0,32.8,23.0,21.0,0.0,0.0,7.0,0.0,180.0,30.0,216.0,738.0,3.42,12.0,123.0,244.0,1274.0,5.22,14.0,212.3,28.0,9.0,9.0,6.0,24.0,0.857,26.0,11.0,4.0,6.0,21.0,0.808,7.0,68.0,0.0,9.71,7.0,68.0,0.0,9.71,248.0,158.0,5.0,2138.0,8.62,13.53,14.0,356.3,98.0,176.0,1306.0,8.0,7.42,13.33,217.7,32.0,728.0,1.0,22.75,32.0,728.0,1.0,22.75,60.0,50.0,7.0,117.0,60.0,50.0,7.0,117.0,32.0,272.0,45.33,88.0,38.0,0.432,47.0,97.0,0.485,8.0,13.0,0.615,5.0,9.0,0.556
Buffalo (MAC),7,6-1,457.0,3349.0,7.33,39.0,478.4,483.0,2513.0,5.2,18.0,19.0,359.0,4.0,6.0,10.0,2.0,4.0,6.0,4.0,0.57,214:58,30:43,27.0,22.0,158.0,38.0,5.4,1.0,9.0,0.14,43.0,43.0,0.0,0.0,1.0,0.0,304.0,43.4,19.0,16.0,1.0,0.0,7.0,0.0,153.0,21.9,300.0,2012.0,6.71,32.0,287.4,281.0,1102.0,3.92,10.0,157.4,29.0,22.0,2.0,1.0,25.0,0.862,26.0,10.0,5.0,5.0,20.0,0.769,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,157.0,98.0,4.0,1337.0,8.52,13.64,7.0,191.0,111.0,202.0,1411.0,8.0,6.99,12.71,201.6,23.0,534.0,0.0,23.22,23.0,534.0,0.0,23.22,65.0,60.0,14.0,139.0,65.0,60.0,14.0,139.0,42.0,368.0,52.57,81.0,39.0,0.481,31.0,99.0,0.313,7.0,13.0,0.538,9.0,16.0,0.562
Texas (Big 12),10,7-3,715.0,4754.0,6.65,52.0,475.4,779.0,4066.0,5.22,33.0,34.0,406.6,9.0,10.0,19.0,4.0,5.0,9.0,10.0,1.0,277:59,27:48,50.0,46.0,255.0,73.0,7.3,23.0,143.0,2.3,54.0,50.0,3.0,0.0,15.0,1.0,427.0,42.7,34.0,31.0,1.0,0.0,16.0,0.0,285.0,28.5,370.0,1953.0,5.28,20.0,195.3,386.0,1402.0,3.63,16.0,140.2,56.0,16.0,21.0,11.0,48.0,0.857,49.0,14.0,12.0,14.0,40.0,0.816,20.0,181.0,0.0,9.05,20.0,181.0,0.0,9.05,345.0,208.0,5.0,2801.0,8.12,13.47,32.0,280.1,246.0,393.0,2664.0,17.0,6.78,10.83,266.4,12.0,238.0,0.0,19.83,12.0,238.0,0.0,19.83,79.0,131.0,27.0,237.0,79.0,131.0,27.0,237.0,81.0,770.0,77.0,134.0,50.0,0.373,53.0,151.0,0.351,6.0,12.0,0.5,5.0,15.0,0.333
Arizona St. (Pac-12),4,2-2,252.0,1834.0,7.28,21.0,458.5,322.0,1743.0,5.41,13.0,13.0,435.8,8.0,5.0,13.0,4.0,1.0,5.0,8.0,2.0,116:04,29:01,20.0,8.0,93.0,24.0,6.0,6.0,43.0,1.5,22.0,18.0,0.0,0.0,3.0,1.0,161.0,40.2,13.0,8.0,2.0,0.0,1.0,0.0,93.0,23.2,165.0,1057.0,6.41,16.0,264.2,164.0,733.0,4.47,7.0,183.2,15.0,11.0,1.0,1.0,13.0,0.867,17.0,7.0,6.0,1.0,14.0,0.824,4.0,28.0,0.0,7.0,4.0,28.0,0.0,7.0,87.0,51.0,1.0,777.0,8.93,15.24,5.0,194.2,100.0,158.0,1010.0,6.0,6.39,10.1,252.5,14.0,267.0,0.0,19.07,14.0,267.0,0.0,19.07,49.0,40.0,4.0,93.0,49.0,40.0,4.0,93.0,28.0,218.0,54.5,45.0,21.0,0.467,31.0,69.0,0.449,2.0,6.0,0.333,8.0,16.0,0.5
UCLA (Pac-12),7,3-4,519.0,3185.0,6.14,31.0,455.0,527.0,2869.0,5.44,27.0,28.0,409.9,2.0,9.0,11.0,7.0,6.0,13.0,-2.0,-0.29,202:06,28:52,40.0,16.0,198.0,48.0,6.9,12.0,79.0,1.71,33.0,30.0,1.0,0.0,6.0,0.0,248.0,35.4,28.0,24.0,0.0,0.0,7.0,1.0,215.0,30.7,319.0,1614.0,5.06,13.0,230.6,264.0,950.0,3.6,14.0,135.7,27.0,11.0,8.0,5.0,24.0,0.889,31.0,14.0,9.0,5.0,28.0,0.903,8.0,60.0,0.0,7.5,8.0,60.0,0.0,7.5,200.0,130.0,6.0,1571.0,7.86,12.08,18.0,224.4,161.0,263.0,1919.0,13.0,7.3,11.92,274.1,17.0,377.0,0.0,22.18,17.0,377.0,0.0,22.18,60.0,86.0,8.0,154.0,60.0,86.0,8.0,154.0,48.0,374.0,53.43,97.0,43.0,0.443,49.0,107.0,0.458,7.0,17.0,0.412,3.0,9.0,0.333
Memphis (AAC),11,8-3,819.0,4984.0,6.09,40.0,453.1,841.0,4777.0,5.68,37.0,39.0,434.3,8.0,12.0,20.0,9.0,10.0,19.0,1.0,0.09,316:46,28:48,59.0,16.0,243.0,67.0,6.1,20.0,113.0,1.82,42.0,36.0,4.0,0.0,15.0,0.0,341.0,31.0,39.0,33.0,2.0,0.0,12.0,0.0,307.0,27.9,396.0,1597.0,4.03,9.0,145.2,413.0,1596.0,3.86,13.0,145.1,45.0,8.0,23.0,7.0,38.0,0.844,43.0,10.0,15.0,7.0,32.0,0.744,9.0,53.0,0.0,5.89,9.0,53.0,0.0,5.89,423.0,255.0,10.0,3387.0,8.01,13.28,31.0,307.9,269.0,428.0,3181.0,24.0,7.43,11.83,289.2,19.0,331.0,0.0,17.42,19.0,331.0,0.0,17.42,93.0,143.0,14.0,250.0,93.0,143.0,14.0,250.0,61.0,520.0,47.27,172.0,77.0,0.448,58.0,161.0,0.36,14.0,24.0,0.583,22.0,33.0,0.667
