Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
South Fla. (AAC),13,11-2,928.0,6650.0,7.17,73.0,,1077.0,6266.0,5.82,50.0,50.0,482.0,11.0,15.0,26.0,9.0,8.0,17.0,9.0,0.69,348:35,26:48,70.0,18.0,305.0,79.0,6.1,15.0,94.0,1.15,77.0,75.0,1.0,0.0,10.0,0.0,569.0,43.8,50.0,42.0,2.0,0.0,21.0,1.0,411.0,31.6,570.0,3709.0,6.51,47.0,285.3,570.0,2554.0,4.48,29.0,196.5,50.0,30.0,5.0,8.0,43.0,0.86,60.0,24.0,13.0,14.0,51.0,0.85,20.0,185.0,0.0,9.25,20.0,185.0,0.0,9.25,358.0,225.0,8.0,2941.0,8.22,13.07,26.0,226.2,303.0,507.0,3712.0,21.0,7.32,12.25,285.5,71.0,1577.0,0.0,22.21,71.0,1577.0,0.0,22.21,144.0,159.0,23.0,326.0,144.0,159.0,23.0,326.0,83.0,763.0,58.69,189.0,84.0,0.444,85.0,217.0,0.392,17.0,19.0,0.895,18.0,34.0,0.529
Clemson (ACC),15,14-1,1220.0,7555.0,6.19,75.0,,1008.0,4672.0,4.63,33.0,34.0,311.5,7.0,20.0,27.0,11.0,17.0,28.0,-1.0,-0.07,459:01,30:36,108.0,44.0,551.0,130.0,8.7,20.0,114.0,1.33,78.0,72.0,2.0,0.0,14.0,1.0,588.0,39.2,34.0,30.0,0.0,0.0,12.0,0.0,270.0,18.0,591.0,2546.0,4.31,30.0,169.7,525.0,1944.0,3.7,20.0,129.6,76.0,26.0,29.0,9.0,64.0,0.842,38.0,14.0,8.0,8.0,30.0,0.789,10.0,52.0,0.0,5.2,10.0,52.0,0.0,5.2,629.0,422.0,17.0,5009.0,7.96,11.87,45.0,333.9,252.0,483.0,2728.0,13.0,5.65,10.83,181.9,57.0,1123.0,0.0,19.7,57.0,1123.0,0.0,19.7,102.0,116.0,37.0,255.0,102.0,116.0,37.0,255.0,95.0,870.0,58.0,233.0,117.0,0.502,62.0,221.0,0.281,15.0,25.0,0.6,10.0,24.0,0.417
Missouri (SEC),12,4-8,948.0,6006.0,6.34,49.0,,949.0,5756.0,6.07,45.0,49.0,479.7,5.0,15.0,20.0,13.0,10.0,23.0,-3.0,-0.25,291:38,24:18,62.0,20.0,267.0,72.0,6.0,14.0,101.0,1.17,52.0,45.0,1.0,0.0,6.0,0.0,377.0,31.4,49.0,48.0,0.0,0.0,12.0,0.0,378.0,31.5,500.0,2461.0,4.92,24.0,205.1,531.0,2794.0,5.26,28.0,232.8,51.0,19.0,14.0,5.0,38.0,0.745,50.0,18.0,13.0,10.0,41.0,0.82,20.0,111.0,0.0,5.55,20.0,111.0,0.0,5.55,448.0,249.0,10.0,3545.0,7.91,14.24,25.0,295.4,241.0,418.0,2962.0,17.0,7.09,12.29,246.8,21.0,541.0,1.0,25.76,21.0,541.0,1.0,25.76,120.0,133.0,20.0,273.0,120.0,133.0,20.0,273.0,80.0,685.0,57.08,193.0,83.0,0.43,86.0,194.0,0.443,13.0,24.0,0.542,5.0,12.0,0.417
Oklahoma St. (Big 12),13,10-3,956.0,6432.0,6.73,61.0,,979.0,5802.0,5.93,44.0,46.0,446.3,11.0,14.0,25.0,10.0,4.0,14.0,11.0,0.85,375:00,28:50,74.0,32.0,339.0,90.0,6.9,32.0,201.0,2.46,63.0,60.0,1.0,1.0,20.0,0.0,502.0,38.6,46.0,37.0,1.0,0.0,10.0,0.0,345.0,26.5,491.0,2221.0,4.52,32.0,170.8,548.0,2515.0,4.59,22.0,193.5,69.0,29.0,14.0,18.0,61.0,0.884,48.0,16.0,12.0,8.0,36.0,0.75,16.0,15.0,0.0,0.94,16.0,15.0,0.0,0.94,465.0,295.0,4.0,4211.0,9.06,14.27,29.0,323.9,263.0,431.0,3287.0,22.0,7.63,12.5,252.8,53.0,969.0,0.0,18.28,53.0,969.0,0.0,18.28,126.0,144.0,25.0,295.0,126.0,144.0,25.0,295.0,69.0,643.0,49.46,179.0,77.0,0.43,76.0,195.0,0.39,5.0,12.0,0.417,11.0,27.0,0.407
Oregon (Pac-12),12,4-8,892.0,5900.0,6.61,57.0,,971.0,6221.0,6.41,67.0,68.0,518.4,3.0,9.0,12.0,9.0,6.0,15.0,-3.0,-0.25,308:48,25:44,48.0,26.0,263.0,61.0,5.1,29.0,169.0,2.42,58.0,42.0,4.0,0.0,9.0,0.0,425.0,35.4,68.0,60.0,3.0,0.0,7.0,1.0,497.0,41.4,493.0,2717.0,5.51,29.0,226.4,522.0,2958.0,5.67,38.0,246.5,51.0,22.0,14.0,6.0,42.0,0.824,65.0,31.0,21.0,6.0,58.0,0.892,16.0,127.0,0.0,7.94,16.0,127.0,0.0,7.94,399.0,257.0,6.0,3183.0,7.98,12.39,28.0,265.3,291.0,449.0,3263.0,29.0,7.27,11.21,271.9,25.0,513.0,0.0,20.52,25.0,513.0,0.0,20.52,157.0,156.0,24.0,337.0,157.0,156.0,24.0,337.0,99.0,910.0,75.83,169.0,66.0,0.391,79.0,163.0,0.485,18.0,29.0,0.621,7.0,16.0,0.438
Texas (Big 12),12,5-7,999.0,5895.0,5.9,48.0,,955.0,5379.0,5.63,45.0,47.0,448.3,10.0,10.0,20.0,11.0,12.0,23.0,-3.0,-0.25,339:12,28:16,81.0,20.0,427.0,91.0,7.6,32.0,172.0,2.67,48.0,40.0,0.0,0.0,17.0,2.0,383.0,31.9,47.0,43.0,2.0,2.0,15.0,0.0,378.0,31.5,597.0,2871.0,4.81,27.0,239.3,550.0,2277.0,4.14,23.0,189.8,55.0,20.0,9.0,15.0,44.0,0.8,47.0,17.0,10.0,13.0,40.0,0.851,19.0,93.0,0.0,4.89,19.0,93.0,0.0,4.89,402.0,241.0,12.0,3024.0,7.52,12.55,21.0,252.0,246.0,405.0,3102.0,22.0,7.66,12.61,258.5,44.0,930.0,0.0,21.14,44.0,930.0,0.0,21.14,124.0,128.0,24.0,276.0,124.0,128.0,24.0,276.0,85.0,769.0,64.08,194.0,70.0,0.361,72.0,188.0,0.383,11.0,22.0,0.5,8.0,17.0,0.471
West Virginia (Big 12),13,10-3,983.0,6312.0,6.42,50.0,,995.0,5537.0,5.56,35.0,37.0,425.9,11.0,14.0,25.0,10.0,11.0,21.0,4.0,0.31,378:36,29:07,56.0,10.0,238.0,61.0,4.7,25.0,195.0,1.92,51.0,51.0,0.0,0.0,16.0,0.0,405.0,31.2,37.0,32.0,2.0,0.0,18.0,0.0,312.0,24.0,574.0,2969.0,5.17,24.0,228.4,517.0,2187.0,4.23,14.0,168.2,57.0,20.0,13.0,13.0,46.0,0.807,50.0,14.0,11.0,17.0,42.0,0.84,18.0,108.0,0.0,6.0,18.0,108.0,0.0,6.0,409.0,249.0,11.0,3343.0,8.17,13.43,26.0,257.2,271.0,478.0,3350.0,21.0,7.01,12.36,257.7,49.0,1125.0,1.0,22.96,49.0,1125.0,1.0,22.96,118.0,144.0,22.0,284.0,118.0,144.0,22.0,284.0,85.0,823.0,63.31,187.0,80.0,0.428,83.0,206.0,0.403,8.0,16.0,0.5,7.0,20.0,0.35
Washington St. (Pac-12),13,8-5,1026.0,6273.0,6.11,63.0,,873.0,5277.0,6.04,41.0,45.0,405.9,11.0,12.0,23.0,5.0,12.0,17.0,6.0,0.46,421:35,32:25,56.0,32.0,269.0,72.0,5.5,29.0,196.0,2.23,67.0,63.0,1.0,0.0,9.0,1.0,496.0,38.2,45.0,41.0,1.0,0.0,10.0,0.0,343.0,26.4,362.0,1560.0,4.31,23.0,120.0,428.0,1745.0,4.08,21.0,134.2,71.0,22.0,28.0,9.0,59.0,0.831,38.0,16.0,12.0,4.0,32.0,0.842,12.0,106.0,1.0,8.83,12.0,106.0,1.0,8.83,664.0,467.0,12.0,4713.0,7.1,10.09,40.0,362.5,278.0,445.0,3532.0,20.0,7.94,12.71,271.7,52.0,1018.0,1.0,19.58,52.0,1018.0,1.0,19.58,89.0,151.0,24.0,264.0,89.0,151.0,24.0,264.0,103.0,896.0,68.92,191.0,90.0,0.471,69.0,173.0,0.399,17.0,31.0,0.548,6.0,16.0,0.375
Western Mich. (MAC),14,13-1,1012.0,6737.0,6.66,69.0,,850.0,4951.0,5.82,34.0,35.0,353.6,11.0,15.0,26.0,4.0,4.0,8.0,18.0,1.29,476:36,34:02,68.0,18.0,274.0,77.0,5.5,16.0,87.0,1.14,75.0,71.0,1.0,0.0,19.0,1.0,582.0,41.6,35.0,34.0,0.0,0.0,11.0,0.0,277.0,19.8,634.0,3204.0,5.05,36.0,228.9,455.0,2150.0,4.73,17.0,153.6,68.0,31.0,18.0,16.0,65.0,0.956,35.0,14.0,7.0,9.0,30.0,0.857,6.0,33.0,0.0,5.5,6.0,33.0,0.0,5.5,378.0,263.0,4.0,3533.0,9.35,13.43,33.0,252.4,223.0,395.0,2801.0,17.0,7.09,12.56,200.1,73.0,1494.0,0.0,20.47,73.0,1494.0,0.0,20.47,111.0,125.0,15.0,251.0,111.0,125.0,15.0,251.0,69.0,647.0,46.21,188.0,101.0,0.537,69.0,174.0,0.397,15.0,17.0,0.882,10.0,18.0,0.556
Southern California (Pac-12),13,10-3,969.0,6202.0,6.4,51.0,,887.0,4773.0,5.38,40.0,41.0,367.2,6.0,14.0,20.0,9.0,11.0,20.0,0.0,0.0,414:45,31:54,56.0,30.0,315.0,71.0,5.5,12.0,80.0,0.92,56.0,53.0,1.0,0.0,18.0,1.0,447.0,34.4,41.0,39.0,0.0,0.0,10.0,0.0,315.0,24.2,506.0,2609.0,5.16,18.0,200.7,448.0,1815.0,4.05,16.0,139.6,57.0,11.0,25.0,11.0,47.0,0.825,38.0,12.0,13.0,6.0,31.0,0.816,8.0,50.0,0.0,6.25,8.0,50.0,0.0,6.25,463.0,304.0,11.0,3593.0,7.76,11.82,33.0,276.4,250.0,439.0,2958.0,24.0,6.74,11.83,227.5,39.0,752.0,0.0,19.28,39.0,752.0,0.0,19.28,93.0,130.0,26.0,249.0,93.0,130.0,26.0,249.0,99.0,873.0,67.15,178.0,85.0,0.478,67.0,189.0,0.354,7.0,14.0,0.5,15.0,25.0,0.6
Boise St. (Mountain West),13,10-3,899.0,6146.0,6.84,57.0,,975.0,5067.0,5.2,31.0,35.0,389.8,2.0,7.0,9.0,10.0,8.0,18.0,-9.0,-0.69,364:17,28:01,64.0,32.0,296.0,80.0,6.2,19.0,123.0,1.46,59.0,58.0,0.0,0.0,9.0,0.0,439.0,33.8,35.0,31.0,3.0,0.0,18.0,1.0,303.0,23.3,493.0,2268.0,4.6,29.0,174.5,533.0,2298.0,4.31,12.0,176.8,52.0,25.0,10.0,9.0,44.0,0.846,38.0,10.0,11.0,13.0,34.0,0.895,16.0,148.0,1.0,9.25,16.0,148.0,1.0,9.25,406.0,253.0,8.0,3878.0,9.55,15.33,28.0,298.3,268.0,442.0,2769.0,19.0,6.26,10.33,213.0,36.0,802.0,1.0,22.28,36.0,802.0,1.0,22.28,144.0,120.0,14.0,278.0,144.0,120.0,14.0,278.0,56.0,491.0,37.77,166.0,79.0,0.476,84.0,216.0,0.389,9.0,17.0,0.529,16.0,30.0,0.533
Southern Miss. (C-USA),13,7-6,1022.0,6146.0,6.01,52.0,,739.0,4223.0,5.71,47.0,50.0,324.8,5.0,10.0,15.0,16.0,16.0,32.0,-17.0,-1.31,,,66.0,56.0,410.0,94.0,7.2,29.0,219.0,2.23,55.0,50.0,1.0,0.0,15.0,0.0,427.0,32.8,50.0,50.0,0.0,0.0,10.0,2.0,384.0,29.5,544.0,2269.0,4.17,26.0,174.5,427.0,1949.0,4.56,28.0,149.9,55.0,23.0,14.0,10.0,47.0,0.855,40.0,21.0,7.0,5.0,33.0,0.825,,,,,,,,,478.0,285.0,16.0,3877.0,8.11,13.6,26.0,298.2,170.0,312.0,2274.0,19.0,7.29,13.38,174.9,,,,,,,,,,,,,,,,,,,,203.0,83.0,0.409,37.0,154.0,0.24,22.0,35.0,0.629,,,
East Carolina (AAC),12,3-9,958.0,5605.0,5.85,39.0,,844.0,5433.0,6.44,51.0,56.0,452.8,3.0,5.0,8.0,12.0,12.0,24.0,-16.0,-1.33,361:56,30:09,40.0,26.0,146.0,53.0,4.4,31.0,222.0,2.58,39.0,34.0,1.0,0.0,18.0,0.0,324.0,27.0,56.0,54.0,0.0,0.0,13.0,2.0,433.0,36.1,404.0,1589.0,3.93,13.0,132.4,506.0,2742.0,5.42,34.0,228.5,46.0,11.0,14.0,9.0,34.0,0.739,55.0,27.0,10.0,12.0,49.0,0.891,17.0,192.0,1.0,11.29,17.0,192.0,1.0,11.29,554.0,359.0,12.0,4016.0,7.25,11.19,26.0,334.7,194.0,338.0,2691.0,17.0,7.96,13.87,224.3,47.0,1028.0,1.0,21.87,47.0,1028.0,1.0,21.87,129.0,107.0,20.0,256.0,129.0,107.0,20.0,256.0,60.0,521.0,43.42,194.0,77.0,0.397,73.0,170.0,0.429,21.0,35.0,0.6,6.0,16.0,0.375
