Team,Games,Win-Loss,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed
Monmouth (Big South),11,6-5,444,1736,3.91,19,157.8
UT Martin (OVC),12,6-6,427,1911,4.48,20,159.3
Towson (CAA),12,4-8,480,1923,4.01,23,160.3
Portland St. (Big Sky),12,3-9,442,1929,4.36,23,160.8
Saint Francis (PA) (NEC),11,5-6,397,1783,4.49,19,162.1
Southern Ill. (MVFC),12,6-6,487,1949,4.00,17,162.4
Texas Southern (SWAC),11,5-6,432,1803,4.17,18,163.9
Eastern Ill. (OVC),12,5-7,508,1984,3.91,22,165.3
Central Conn. St. (NEC),12,3-9,495,2016,4.07,17,168.0
Holy Cross (Patriot),12,4-8,464,2018,4.35,16,168.2
Grambling (SWAC),12,7-5,524,2033,3.88,25,169.4
Lamar University (Southland),12,8-4,462,2059,4.46,23,171.6
Jackson St. (SWAC),12,5-7,474,2059,4.34,18,171.6
Campbell (Pioneer),12,5-7,421,2059,4.89,27,171.6
Indiana St. (MVFC),14,8-6,585,2411,4.12,22,172.2
Gardner-Webb (Big South),12,4-8,457,2073,4.54,18,172.8
Southern U. (SWAC),13,9-4,512,2255,4.40,22,173.5
Samford (SoCon),11,7-4,490,1910,3.90,20,173.6
San Diego (Pioneer),12,9-3,444,2094,4.72,17,174.5
Alabama A&M (SWAC),12,4-8,454,2095,4.61,33,174.6
Eastern Wash. (Big Sky),14,11-3,501,2455,4.90,24,175.4
Florida A&M (MEAC),12,3-9,438,2108,4.81,21,175.7
Fordham (Patriot),14,11-3,579,2475,4.27,20,176.8
Hampton (MEAC),12,3-9,489,2131,4.36,32,177.6
Coastal Carolina (Big South),14,12-2,560,2494,4.45,18,178.1
Lafayette (Patriot),11,5-6,475,1963,4.13,13,178.5
Howard (MEAC),12,5-7,478,2144,4.49,22,178.7
Cornell (Ivy League),10,1-9,382,1795,4.70,20,179.5
Cal Poly (Big Sky),12,7-5,446,2158,4.84,17,179.8
Georgetown (Patriot),11,3-8,467,2004,4.29,20,182.2
Idaho St. (Big Sky),12,8-4,487,2204,4.53,23,183.7
South Dakota St. (MVFC),14,9-5,528,2572,4.87,28,183.7
Sam Houston (Southland),16,11-5,657,2945,4.48,26,184.1
Liberty (Big South),14,9-5,560,2593,4.63,28,185.2
James Madison (CAA),13,9-4,567,2420,4.27,25,186.2
Missouri St. (MVFC),12,4-8,461,2240,4.86,17,186.7
SFA (),13,8-5,496,2428,4.90,29,186.8
Valparaiso (Pioneer),12,4-8,492,2258,4.59,26,188.2
Stetson (Pioneer),12,5-7,468,2263,4.84,27,188.6
Presbyterian (Big South),11,6-5,440,2075,4.72,19,188.6
Sacramento St. (Big Sky),12,7-5,431,2272,5.27,25,189.3
N.C. Central (MEAC),12,7-5,488,2292,4.70,23,191.0
Delaware (CAA),12,6-6,523,2299,4.40,19,191.6
Montana St. (Big Sky),13,8-5,464,2497,5.38,25,192.1
The Citadel (SoCon),12,5-7,460,2344,5.10,25,195.3
Southeast Mo. St. (OVC),12,5-7,493,2355,4.78,19,196.3
Penn (Ivy League),10,2-8,428,1994,4.66,16,199.4
UC Davis (Big Sky),11,2-9,448,2197,4.90,26,199.7
Ark.-Pine Bluff (SWAC),11,4-7,412,2206,5.35,27,200.5
Northwestern St. (Southland),12,6-6,510,2417,4.74,28,201.4
Central Ark. (Southland),12,6-6,556,2418,4.35,28,201.5
Mercer (SoCon),12,6-6,500,2440,4.88,23,203.3
Mississippi Val. (SWAC),11,2-9,458,2243,4.90,28,203.9
Elon (CAA),12,1-11,524,2454,4.68,25,204.5
Morgan St. (MEAC),13,7-6,602,2666,4.43,26,205.1
Lehigh (Patriot),11,3-8,438,2285,5.22,26,207.7
Delaware St. (MEAC),12,2-10,513,2494,4.86,19,207.8
Northern Colo. (Big Sky),11,3-8,456,2301,5.05,19,209.2
Davidson (Pioneer),12,1-11,521,2511,4.82,34,209.3
Furman (SoCon),12,3-9,559,2522,4.51,24,210.2
Northern Ariz. (Big Sky),12,7-5,476,2555,5.37,20,212.9
Weber St. (Big Sky),12,2-10,532,2579,4.85,25,214.9
Prairie View (SWAC),10,5-5,452,2172,4.81,24,217.2
Tennessee Tech (OVC),12,5-7,563,2730,4.85,20,227.5
Western Caro. (SoCon),12,7-5,535,2740,5.12,23,228.3
Rhode Island (CAA),12,1-11,523,2773,5.30,28,231.1
Robert Morris (NEC),11,1-10,515,2542,4.94,23,231.1
South Dakota (MVFC),12,2-10,504,2818,5.59,27,234.8
Savannah St. (MEAC),12,0-12,539,2826,5.24,41,235.5
Southern Utah (Big Sky),12,3-9,568,2853,5.02,26,237.8
Murray St. (OVC),12,3-9,622,2897,4.66,37,241.4
Austin Peay (OVC),12,1-11,532,2917,5.48,38,243.1
Houston Christian (Southland),11,2-9,448,2697,6.02,39,245.2
Morehead St. (Pioneer),12,4-8,476,2964,6.23,37,247.0
Columbia (Ivy League),10,0-10,438,2534,5.79,25,253.4
VMI (SoCon),12,2-10,547,3329,6.09,39,277.4
Nicholls (Southland),12,0-12,597,3867,6.48,51,322.3
Abilene Christian (Southland),12,6-6,435,1777,4.09,18,148.1
UIW (Southland),11,2-9,497,2390,4.81,29,217.3
