Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game
Youngstown St. (MVFC),12,7-5,774,4983,6.44,41,415.3
Southern U. (SWAC),13,9-4,920,5389,5.86,52,414.5
Northwestern St. (Southland),12,6-6,901,4948,5.49,45,412.3
Liberty (Big South),14,9-5,930,5757,6.19,53,411.2
Chattanooga (SoCon),14,10-4,980,5756,5.87,59,411.1
Eastern Ky. (OVC),13,9-4,982,5327,5.42,46,409.8
Portland St. (Big Sky),12,3-9,881,4907,5.57,32,408.9
Alabama A&M (SWAC),12,4-8,966,4901,5.07,37,408.4
Western Ill. (MVFC),12,5-7,835,4864,5.83,37,405.3
Princeton (Ivy League),10,5-5,769,4048,5.26,34,404.8
Grambling (SWAC),12,7-5,911,4847,5.32,46,403.9
Tennessee St. (OVC),12,6-6,884,4829,5.46,38,402.4
Mercer (SoCon),12,6-6,760,4812,6.33,49,401.0
Charleston So. (Big South),12,8-4,828,4801,5.80,40,400.1
Samford (SoCon),11,7-4,793,4392,5.54,44,399.3
McNeese (Southland),11,6-5,786,4362,5.55,43,396.5
Montana (Big Sky),14,9-5,893,5522,6.18,52,394.4
Ark.-Pine Bluff (SWAC),11,4-7,758,4288,5.66,31,389.8
Brown (Ivy League),10,5-5,705,3894,5.52,28,389.4
Penn (Ivy League),10,2-8,768,3893,5.07,26,389.3
Lehigh (Patriot),11,3-8,773,4280,5.54,34,389.1
Dayton (Pioneer),11,8-3,779,4277,5.49,40,388.8
Western Caro. (SoCon),12,7-5,795,4654,5.85,43,387.8
Weber St. (Big Sky),12,2-10,846,4621,5.46,31,385.1
Howard (MEAC),12,5-7,854,4618,5.41,41,384.8
Sacred Heart (NEC),12,9-3,920,4607,5.01,39,383.9
Hampton (MEAC),12,3-9,863,4583,5.31,35,381.9
Monmouth (Big South),11,6-5,745,4182,5.61,40,380.2
Southern Ill. (MVFC),12,6-6,845,4557,5.39,46,379.8
Morgan St. (MEAC),13,7-6,840,4924,5.86,47,378.8
UC Davis (Big Sky),11,2-9,660,4150,6.29,38,377.3
Jackson St. (SWAC),12,5-7,807,4513,5.59,34,376.1
N.C. A&T (MEAC),12,9-3,816,4504,5.52,45,375.3
VMI (SoCon),12,2-10,833,4493,5.39,37,374.4
Bucknell (Patriot),11,8-3,721,4091,5.67,37,371.9
Duquesne (NEC),12,6-6,847,4445,5.25,37,370.4
UNI (MVFC),14,9-5,956,5177,5.42,46,369.8
Drake (Pioneer),11,7-4,858,4034,4.70,31,366.7
Wofford (SoCon),11,6-5,688,4027,5.85,40,366.1
Bryant (NEC),11,8-3,740,4021,5.43,38,365.5
Holy Cross (Patriot),12,4-8,875,4352,4.97,30,362.7
Bethune-Cookman (MEAC),12,9-3,858,4337,5.05,43,361.4
Davidson (Pioneer),12,1-11,901,4335,4.81,36,361.3
UAlbany (CAA),12,7-5,802,4325,5.39,39,360.4
Texas Southern (SWAC),11,5-6,754,3960,5.25,30,360.0
Campbell (Pioneer),12,5-7,820,4314,5.26,33,359.5
Valparaiso (Pioneer),12,4-8,831,4313,5.19,32,359.4
Indiana St. (MVFC),14,8-6,960,5018,5.23,40,358.4
N.C. Central (MEAC),12,7-5,833,4265,5.12,38,355.4
South Dakota (MVFC),12,2-10,804,4249,5.28,26,354.1
Delaware (CAA),12,6-6,786,4245,5.40,34,353.8
Saint Francis (PA) (NEC),11,5-6,730,3891,5.33,40,353.7
San Diego (Pioneer),12,9-3,800,4227,5.28,40,352.3
Butler (Pioneer),11,4-7,720,3871,5.38,32,351.9
Lafayette (Patriot),11,5-6,786,3867,4.92,30,351.5
Central Conn. St. (NEC),12,3-9,766,4191,5.47,29,349.3
Missouri St. (MVFC),12,4-8,821,4165,5.07,32,347.1
Northern Colo. (Big Sky),11,3-8,709,3736,5.27,24,339.6
Stetson (Pioneer),12,5-7,788,4048,5.14,35,337.3
Furman (SoCon),12,3-9,757,3914,5.17,25,326.2
William & Mary (CAA),12,7-5,778,3880,4.99,31,323.3
Colgate (Patriot),12,5-7,792,3844,4.85,29,320.3
Stony Brook (CAA),12,5-7,761,3783,4.97,27,315.3
Presbyterian (Big South),11,6-5,717,3421,4.77,20,311.0
Mississippi Val. (SWAC),11,2-9,744,3381,4.54,26,307.4
Elon (CAA),12,1-11,875,3578,4.09,17,298.2
Georgetown (Patriot),11,3-8,713,3271,4.59,17,297.4
Wagner (NEC),11,7-4,745,3251,4.36,25,295.5
Towson (CAA),12,4-8,784,3542,4.52,23,295.2
South Carolina St. (MEAC),12,8-4,773,3537,4.58,34,294.8
Gardner-Webb (Big South),12,4-8,795,3503,4.41,27,291.9
Florida A&M (MEAC),12,3-9,726,3459,4.76,23,288.3
Houston Christian (Southland),11,2-9,761,3169,4.16,24,288.1
Cornell (Ivy League),10,1-9,644,2880,4.47,21,288.0
Nicholls (Southland),12,0-12,780,3352,4.30,20,279.3
Tennessee Tech (OVC),12,5-7,762,3325,4.36,24,277.1
Columbia (Ivy League),10,0-10,653,2741,4.20,14,274.1
Rhode Island (CAA),12,1-11,770,3198,4.15,19,266.5
Maine (CAA),11,5-6,700,2850,4.07,20,259.1
North Dakota (Big Sky),12,5-7,733,3052,4.16,16,254.3
Austin Peay (OVC),12,1-11,756,2998,3.97,14,249.8
Marist (Pioneer),11,4-7,690,2705,3.92,22,245.9
Norfolk St. (MEAC),12,4-8,731,2893,3.96,15,241.1
Robert Morris (NEC),11,1-10,750,2595,3.46,13,235.9
Savannah St. (MEAC),12,0-12,788,2810,3.57,18,234.2
Delaware St. (MEAC),12,2-10,712,2731,3.84,14,227.6
Abilene Christian (Southland),12,6-6,830,5282,6.36,49,440.2
UIW (Southland),11,2-9,707,2933,4.15,20,266.6
