Team,Games,Win-Loss,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game
Bucknell (Patriot),11,4-7,38,26,5,0,8,0,288,26.2
Texas Southern (SWAC),11,3-8,37,33,0,0,11,0,288,26.2
UNI (MVFC),11,6-5,33,31,0,0,19,1,288,26.2
Kennesaw St. (FCS Independent),9,3-6,31,31,0,0,6,0,235,26.1
Houston Christian (Southland),10,5-5,33,31,1,0,10,0,261,26.1
Abilene Christian (ASUN),11,5-6,35,34,0,0,14,0,286,26.0
Georgetown (Patriot),11,5-6,37,26,3,0,9,1,283,25.7
UC Davis (Big Sky),11,7-4,35,32,1,0,13,0,283,25.7
Southern Ill. (MVFC),13,8-5,44,41,0,0,9,0,332,25.5
Brown (Ivy League),10,5-5,33,30,0,0,9,0,255,25.5
Idaho St. (Big Sky),11,3-8,38,33,2,0,5,0,280,25.5
Southeastern La. (Southland),11,3-8,36,30,1,0,10,0,278,25.3
Central Conn. St. (NEC),11,3-8,34,30,2,0,13,0,277,25.2
Lamar University (Southland),11,6-5,37,33,0,1,6,1,275,25.2
Dayton (Pioneer),11,4-7,36,33,1,0,7,1,274,24.9
Elon (CAA),11,6-5,34,32,0,0,12,0,272,24.7
Mercer (SoCon),13,9-4,41,37,2,0,10,0,317,24.4
South Carolina St. (MEAC),11,5-6,36,34,0,0,6,0,268,24.4
Nicholls (Southland),11,6-5,35,33,0,0,8,0,267,24.3
Weber St. (Big Sky),11,6-5,32,32,0,0,13,1,265,24.1
Norfolk St. (MEAC),11,3-8,32,28,2,0,12,2,264,24.0
South Dakota (MVFC),13,10-3,39,39,0,0,13,0,312,24.0
Towson (CAA),11,5-6,32,23,2,0,15,0,264,24.0
Eastern Ill. (OVC),11,8-3,35,25,1,0,7,1,260,23.6
Maine (CAA),11,2-9,34,32,1,0,7,0,259,23.5
Hampton (CAA),11,5-6,34,31,0,0,7,0,256,23.3
Stetson (Pioneer),11,3-8,32,29,1,0,11,0,256,23.3
Dartmouth (Ivy League),10,6-4,26,25,0,0,17,0,232,23.2
Southern U. (SWAC),11,6-5,34,30,0,0,7,0,255,23.2
San Diego (Pioneer),11,4-7,32,24,1,0,11,1,253,23.0
North Ala. (ASUN),11,3-8,35,24,3,0,4,0,252,22.9
Colgate (Patriot),11,6-5,33,29,0,0,8,0,251,22.8
Tennessee St. (OVC),11,6-5,31,28,0,0,12,0,250,22.7
Alcorn (SWAC),11,7-4,30,27,0,0,13,0,246,22.4
Morehead St. (Pioneer),11,4-7,32,25,1,0,8,0,243,22.1
William & Mary (CAA),11,6-5,27,25,1,0,16,1,239,21.7
Presbyterian (Pioneer),11,4-7,27,26,1,0,16,0,238,21.6
Alabama St. (SWAC),11,7-4,30,26,0,0,7,0,227,20.6
Cal Poly (Big Sky),11,3-8,29,25,0,0,7,3,226,20.5
Robert Morris (OVC),11,4-7,30,27,0,0,5,1,224,20.4
Princeton (Ivy League),10,5-5,27,24,0,0,3,1,197,19.7
LIU (NEC),11,4-7,27,24,0,0,10,0,216,19.6
Prairie View (SWAC),12,6-6,29,27,0,0,11,0,234,19.5
McNeese (Southland),10,0-10,24,23,0,0,8,0,191,19.1
Drake (Pioneer),12,8-4,26,22,0,0,16,0,226,18.8
Bethune-Cookman (SWAC),11,3-8,26,24,1,0,7,0,203,18.5
Lehigh (Patriot),11,2-9,27,26,0,0,5,0,203,18.5
Cornell (Ivy League),10,3-7,20,16,2,0,14,0,182,18.2
ETSU (SoCon),11,3-8,25,24,1,0,8,0,200,18.2
Delaware St. (MEAC),11,1-10,25,20,2,0,8,0,198,18.0
Valparaiso (Pioneer),11,3-8,25,21,0,0,8,0,195,17.7
Wagner (NEC),11,4-7,26,21,0,0,5,0,192,17.5
Marist (Pioneer),11,4-7,25,22,0,0,5,2,191,17.4
Tennessee Tech (OVC),11,4-7,24,24,0,0,7,0,189,17.2
Murray St. (MVFC),11,2-9,22,22,0,0,9,1,183,16.6
Morgan St. (MEAC),10,4-6,20,18,1,0,7,0,161,16.1
N.C. A&T (CAA),11,1-10,21,18,0,0,11,0,177,16.1
Charleston So. (OVC),11,4-7,21,20,0,0,10,0,176,16.0
Columbia (Ivy League),10,3-7,19,16,0,0,8,1,156,15.6
Stony Brook (CAA),10,0-10,19,17,0,0,7,0,152,15.2
Ark.-Pine Bluff (SWAC),11,2-9,23,21,1,0,2,0,167,15.2
VMI (SoCon),11,5-6,22,17,0,0,6,0,167,15.2
Northern Colo. (Big Sky),11,0-11,18,15,2,0,9,0,154,14.0
Northwestern St. (Southland),6,0-6,9,9,0,0,7,0,84,14.0
Wofford (SoCon),11,2-9,16,13,2,0,13,0,152,13.8
Indiana St. (MVFC),11,1-10,18,12,2,0,8,0,148,13.5
Sacred Heart (NEC),11,2-9,15,15,0,0,14,0,147,13.4
Western Ill. (MVFC),11,0-11,18,12,0,0,6,0,138,12.5
Mississippi Val. (SWAC),11,1-10,17,13,1,0,5,0,132,12.0
The Citadel (SoCon),11,0-11,12,9,1,0,9,0,110,10.0
Tarleton St. (ASUN),11,8-3,47,45,0,0,13,0,366,33.3
St. Thomas (MN) (Pioneer),11,8-3,37,30,2,0,3,0,265,24.1
Utah Tech (ASUN),11,2-9,30,26,0,0,16,0,254,23.1
Stonehill (NEC),10,5-5,29,21,1,0,10,1,229,22.9
Lindenwood (OVC),10,3-7,28,26,1,0,8,0,220,22.0
Tex. A&M-Commerce (Southland),10,1-9,21,16,1,0,5,0,159,15.9
