Team,Games,Win-Loss,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game
Florida A&M (SWAC),12,11-1,367,209,9,2786,7.59,13.33,19,232.2
Central Ark. (ASUN),11,7-4,385,242,5,2530,6.57,10.45,25,230.0
North Ala. (ASUN),11,3-8,413,240,13,2505,6.07,10.44,23,227.7
Jackson St. (SWAC),11,7-4,364,237,4,2504,6.88,10.57,21,227.6
Northern Ariz. (Big Sky),11,5-6,316,217,13,2492,7.89,11.48,18,226.5
Princeton (Ivy League),10,5-5,354,210,6,2253,6.36,10.73,14,225.3
UC Davis (Big Sky),11,7-4,382,238,11,2474,6.48,10.39,15,224.9
Southern Ill. (MVFC),13,8-5,394,252,8,2910,7.39,11.55,18,223.8
Drake (Pioneer),12,8-4,409,223,9,2661,6.51,11.93,16,221.8
Alabama A&M (SWAC),11,5-6,353,203,13,2432,6.89,11.98,19,221.1
N.C. Central (MEAC),12,9-3,331,203,4,2616,7.90,12.89,26,218.0
South Dakota St. (MVFC),13,13-0,300,198,4,2822,9.41,14.25,25,217.1
UT Martin (OVC),11,8-3,364,199,9,2385,6.55,11.98,26,216.8
Southern U. (SWAC),11,6-5,305,171,13,2372,7.78,13.87,14,215.6
Alcorn (SWAC),11,7-4,315,195,8,2354,7.47,12.07,15,214.0
Richmond (CAA),13,9-4,379,258,15,2779,7.33,10.77,26,213.8
Grambling (SWAC),11,5-6,337,201,8,2343,6.95,11.66,16,213.0
Villanova (CAA),13,10-3,279,160,10,2735,9.80,17.09,20,210.4
Stony Brook (CAA),10,0-10,326,184,10,2101,6.44,11.42,12,210.1
San Diego (Pioneer),11,4-7,325,199,6,2306,7.10,11.59,14,209.6
Houston Christian (Southland),10,5-5,309,177,11,2093,6.77,11.82,15,209.3
Marist (Pioneer),11,4-7,383,215,13,2284,5.96,10.62,14,207.6
Presbyterian (Pioneer),11,4-7,321,167,10,2280,7.10,13.65,17,207.3
North Dakota (MVFC),12,7-5,320,225,5,2484,7.76,11.04,20,207.0
Duquesne (NEC),12,7-5,289,147,19,2466,8.53,16.78,23,205.5
Nicholls (Southland),11,6-5,324,184,13,2251,6.95,12.23,14,204.6
Elon (CAA),11,6-5,283,159,6,2248,7.94,14.14,21,204.4
Howard (MEAC),11,6-5,316,187,5,2231,7.06,11.93,17,202.8
Holy Cross (Patriot),11,7-4,254,155,7,2227,8.77,14.37,25,202.5
South Dakota (MVFC),13,10-3,297,194,7,2627,8.85,13.54,15,202.1
North Dakota St. (MVFC),14,11-3,296,217,4,2821,9.53,13.00,21,201.5
Robert Morris (OVC),11,4-7,353,225,9,2209,6.26,9.82,21,200.8
Montana (Big Sky),13,12-1,334,203,8,2595,7.77,12.78,17,199.6
Towson (CAA),11,5-6,337,194,7,2161,6.41,11.14,14,196.5
Colgate (Patriot),11,6-5,351,214,13,2146,6.11,10.03,14,195.1
Saint Francis (PA) (NEC),10,4-6,256,150,11,1915,7.48,12.77,20,191.5
McNeese (Southland),10,0-10,293,155,11,1909,6.52,12.32,11,190.9
Yale (Ivy League),10,7-3,259,165,8,1897,7.32,11.50,23,189.7
Furman (SoCon),13,10-3,408,243,8,2466,6.04,10.15,17,189.7
Alabama St. (SWAC),11,7-4,269,177,8,2073,7.71,11.71,15,188.5
Lamar University (Southland),11,6-5,262,158,9,2054,7.84,13.00,17,186.7
Abilene Christian (ASUN),11,5-6,322,171,7,2047,6.36,11.97,18,186.1
Western Ill. (MVFC),11,0-11,346,208,9,2022,5.84,9.72,13,183.8
Gardner-Webb (OVC),12,7-5,395,214,11,2198,5.56,10.27,19,183.2
VMI (SoCon),11,5-6,316,190,10,2010,6.36,10.58,7,182.7
Northwestern St. (Southland),6,0-6,211,115,10,1093,5.18,9.50,4,182.2
Texas Southern (SWAC),11,3-8,296,166,8,2001,6.76,12.05,15,181.9
Delaware St. (MEAC),11,1-10,286,166,13,1995,6.98,12.02,12,181.4
Lehigh (Patriot),11,2-9,369,187,14,1995,5.41,10.67,14,181.4
Montana St. (Big Sky),12,8-4,239,140,4,2172,9.09,15.51,20,181.0
Prairie View (SWAC),12,6-6,252,136,12,2118,8.40,15.57,9,176.5
Murray St. (MVFC),11,2-9,300,167,11,1939,6.46,11.61,14,176.3
Mercer (SoCon),13,9-4,308,203,5,2288,7.43,11.27,11,176.0
Tennessee Tech (OVC),11,4-7,360,188,14,1936,5.38,10.30,10,176.0
Northern Colo. (Big Sky),11,0-11,332,190,10,1933,5.82,10.17,11,175.7
Lafayette (Patriot),12,9-3,279,181,6,2095,7.51,11.57,20,174.6
Harvard (Ivy League),10,8-2,244,131,9,1733,7.10,13.23,16,173.3
Weber St. (Big Sky),11,6-5,304,172,8,1857,6.11,10.80,12,168.8
Norfolk St. (MEAC),11,3-8,259,129,10,1852,7.15,14.36,18,168.4
Valparaiso (Pioneer),11,3-8,303,163,13,1847,6.10,11.33,16,167.9
Wagner (NEC),11,4-7,307,164,9,1834,5.97,11.18,14,166.7
Butler (Pioneer),11,7-4,288,181,7,1829,6.35,10.10,14,166.3
Central Conn. St. (NEC),11,3-8,264,148,9,1818,6.89,12.28,13,165.3
Dayton (Pioneer),11,4-7,320,186,12,1815,5.67,9.76,15,165.0
Portland St. (Big Sky),11,5-6,248,154,7,1780,7.18,11.56,17,161.8
Dartmouth (Ivy League),10,6-4,282,177,8,1603,5.68,9.06,6,160.3
William & Mary (CAA),11,6-5,240,140,4,1759,7.33,12.56,12,159.9
Mississippi Val. (SWAC),11,1-10,306,182,10,1748,5.71,9.60,8,158.9
Ark.-Pine Bluff (SWAC),11,2-9,305,168,8,1715,5.62,10.21,10,155.9
Tennessee St. (OVC),11,6-5,311,165,8,1706,5.49,10.34,8,155.1
Davidson (Pioneer),11,7-4,208,144,10,1699,8.17,11.80,19,154.5
Indiana St. (MVFC),11,1-10,266,142,14,1582,5.95,11.14,7,143.8
Hampton (CAA),11,5-6,254,132,14,1570,6.18,11.89,13,142.7
LIU (NEC),11,4-7,224,122,11,1549,6.92,12.70,13,140.8
Charleston So. (OVC),11,4-7,264,127,8,1534,5.81,12.08,8,139.5
Columbia (Ivy League),10,3-7,303,151,6,1389,4.58,9.20,6,138.9
Kennesaw St. (FCS Independent),9,3-6,169,87,3,1243,7.36,14.29,8,138.1
Morgan St. (MEAC),10,4-6,264,125,9,1381,5.23,11.05,8,138.1
The Citadel (SoCon),11,0-11,262,136,9,1507,5.75,11.08,6,137.0
Bethune-Cookman (SWAC),11,3-8,306,167,10,1483,4.85,8.88,9,134.8
Sacred Heart (NEC),11,2-9,291,152,11,1464,5.03,9.63,5,133.1
South Carolina St. (MEAC),11,5-6,215,106,11,1396,6.49,13.17,13,126.9
Wofford (SoCon),11,2-9,252,137,7,1368,5.43,9.99,5,124.4
Merrimack (NEC),11,5-6,190,88,4,1302,6.85,14.80,10,118.4
ETSU (SoCon),11,3-8,229,102,12,1277,5.58,12.52,6,116.1
N.C. A&T (CAA),11,1-10,200,102,8,1154,5.77,11.31,5,104.9
Utah Tech (ASUN),11,2-9,457,249,14,2960,6.48,11.89,20,269.1
Tarleton St. (ASUN),11,8-3,311,170,13,2511,8.07,14.77,18,228.3
Lindenwood (OVC),10,3-7,296,157,16,2107,7.12,13.42,17,210.7
Tex. A&M-Commerce (Southland),10,1-9,312,172,17,1880,6.03,10.93,10,188.0
Stonehill (NEC),10,5-5,300,144,8,1559,5.20,10.83,12,155.9
St. Thomas (MN) (Pioneer),11,8-3,237,129,9,1384,5.84,10.73,11,125.8
