Team,Games,Win-Loss,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed
Navy (AAC),10,3-7,644,3855,5.99,34,34,385.5
Nebraska (Big Ten),8,3-5,566,3092,5.46,25,27,386.5
Ohio (MAC),3,2-1,213,1167,5.48,6,6,389.0
Mississippi St. (SEC),11,4-7,780,4287,5.5,34,38,389.7
Miami (OH) (MAC),3,2-1,195,1181,6.06,11,11,393.7
Michigan St. (Big Ten),7,2-5,527,2777,5.27,28,32,396.7
Houston (AAC),8,3-5,552,3188,5.78,28,33,398.5
Purdue (Big Ten),6,2-4,445,2394,5.38,21,22,399.0
Western Mich. (MAC),6,4-2,428,2398,5.6,25,25,399.7
North Carolina (ACC),12,8-4,829,4811,5.8,42,44,400.9
Ohio St. (Big Ten),8,7-1,549,3213,5.85,26,27,401.6
Southern Miss. (C-USA),10,3-7,697,4017,5.76,41,42,401.7
Troy (Sun Belt),11,5-6,806,4456,5.53,33,34,405.1
Oregon (Pac-12),7,4-3,531,2841,5.35,24,25,405.9
Auburn (SEC),11,6-5,794,4466,5.62,36,36,406.0
Texas (Big 12),10,7-3,779,4066,5.22,33,34,406.6
Tennessee (SEC),10,3-7,699,4074,5.83,30,35,407.4
Missouri (SEC),10,5-5,669,4080,6.1,40,42,408.0
Miami (FL) (ACC),11,8-3,803,4492,5.59,36,37,408.4
Hawaii (Mountain West),9,5-4,645,3679,5.7,29,31,408.8
UCLA (Pac-12),7,3-4,527,2869,5.44,27,28,409.9
Georgia St. (Sun Belt),10,6-4,731,4103,5.61,39,43,410.3
NC State (ACC),12,8-4,909,4980,5.48,38,41,415.0
Minnesota (Big Ten),7,3-4,422,2911,6.9,27,28,415.9
Boston College (ACC),11,6-5,750,4585,6.11,39,39,416.8
NIU (MAC),6,0-6,379,2513,6.63,24,30,418.8
Charlotte (C-USA),6,2-4,384,2517,6.55,25,26,419.5
Colorado (Pac-12),6,4-2,416,2522,6.06,21,22,420.3
Tulane (AAC),12,6-6,900,5064,5.63,43,45,422.0
SMU (AAC),10,7-3,748,4222,5.64,41,41,422.2
FIU (C-USA),5,0-5,367,2114,5.76,17,19,422.8
Kent St. (MAC),4,3-1,261,1696,6.5,21,21,424.0
Louisiana Tech (C-USA),10,5-5,699,4273,6.11,44,45,427.3
Central Mich. (MAC),6,3-3,439,2566,5.85,22,23,427.7
Florida (SEC),12,8-4,847,5136,6.06,44,48,428.0
Ball St. (MAC),8,7-1,579,3439,5.94,26,27,429.9
Fresno St. (Mountain West),6,3-3,420,2580,6.14,22,23,430.0
Maryland (Big Ten),5,2-3,401,2150,5.36,20,20,430.0
Temple (AAC),7,1-6,473,3031,6.41,33,34,433.0
Memphis (AAC),11,8-3,841,4777,5.68,37,39,434.3
Michigan (Big Ten),6,2-4,466,2606,5.59,26,26,434.3
Wake Forest (ACC),9,4-5,663,3921,5.91,37,37,435.7
Arizona St. (Pac-12),4,2-2,322,1743,5.41,13,13,435.8
South Alabama (Sun Belt),11,4-7,745,4800,6.44,37,37,436.4
Stanford (Pac-12),6,4-2,400,2632,6.58,24,25,438.7
South Fla. (AAC),9,1-8,656,3973,6.06,41,47,441.4
Oregon St. (Pac-12),7,2-5,477,3096,6.49,28,29,442.3
Virginia (ACC),10,5-5,693,4429,6.39,33,34,442.9
Kansas St. (Big 12),10,4-6,728,4447,6.11,40,42,444.7
Duke (ACC),11,2-9,783,4893,6.25,53,56,444.8
Texas Tech (Big 12),10,4-6,777,4449,5.73,41,45,444.9
Middle Tenn. (C-USA),9,3-6,663,4014,6.05,40,41,446.0
New Mexico (Mountain West),7,2-5,460,3130,6.8,27,28,447.1
East Carolina (AAC),9,3-6,648,4026,6.21,40,42,447.3
Virginia Tech (ACC),11,5-6,795,4922,6.19,43,45,447.5
Rutgers (Big Ten),9,3-6,687,4042,5.88,35,36,449.1
South Carolina (SEC),10,2-8,688,4515,6.56,44,47,451.5
Arkansas (SEC),10,3-7,799,4517,5.65,39,43,451.7
Florida St. (ACC),9,3-6,635,4107,6.47,41,43,456.3
Kansas (Big 12),9,0-9,623,4133,6.63,44,52,459.2
Georgia Tech (ACC),10,3-7,784,4593,5.86,43,46,459.3
Akron (MAC),6,1-5,365,2759,7.56,31,34,459.8
Washington St. (Pac-12),4,1-3,276,1847,6.69,20,21,461.8
Syracuse (ACC),11,1-10,877,5103,5.82,43,45,463.9
ULM (Sun Belt),10,0-10,678,4646,6.85,49,56,464.6
Illinois (Big Ten),8,2-6,572,3738,6.53,35,37,467.2
Arkansas St. (Sun Belt),11,4-7,821,5171,6.3,51,53,470.1
Arizona (Pac-12),5,0-5,351,2365,6.74,25,26,473.0
Bowling Green (MAC),5,0-5,356,2379,6.68,28,30,475.8
Massachusetts (FBS Independent),4,0-4,279,1928,6.91,21,21,482.0
UNLV (Mountain West),6,0-6,404,2893,7.16,28,28,482.2
Utah St. (Mountain West),6,1-5,444,2912,6.56,28,28,485.3
Vanderbilt (SEC),9,0-9,603,4387,7.28,43,44,487.4
Eastern Mich. (MAC),6,2-4,460,2941,6.39,26,27,490.2
UCF (AAC),10,6-4,794,4918,6.19,43,44,491.8
LSU (SEC),10,5-5,678,4920,7.26,42,45,492.0
Texas St. (Sun Belt),12,2-10,939,5939,6.32,55,58,494.9
Ole Miss (SEC),10,5-5,778,5190,6.67,47,50,519.0
North Texas (C-USA),10,4-6,752,5221,6.94,57,58,522.1
